time,state,smoothing,residuals,variance,ac1,pseudotime_index,pseudotime
39,-0.66210514,-0.754971570907567,0.09286643090756697,,,39,0.45465595
40,-0.8057446,-0.8123518880345705,0.0066072880345704466,,,40,0.46067154
41,-0.83201456,-0.8706735263992958,0.03865896639929589,,,41,0.4676976
42,-0.94095916,-0.9295522213412913,-0.011406938658708676,,,42,0.47145623
43,-1.1142855,-0.9887198146537896,-0.1255656853462105,,,43,0.47799823
44,-1.0143412,-1.047144905604265,0.03280370560426493,,,44,0.47809592
45,-1.1125737,-1.1041640745500656,-0.0084096254499344,,,45,0.47922197
46,-1.3233941,-1.1599488797660176,-0.16344522023398245,,,46,0.4889981
47,-1.2964147,-1.2149321216675495,-0.08148257833245043,,,47,0.49376398
48,-1.2351243,-1.268884546831189,0.033760246831188834,,,48,0.4969428
49,-1.3175337,-1.3208076331819143,0.003273933181914268,,,49,0.49827123
50,-1.3950223,-1.369795349020606,-0.02522695097939387,,,50,0.50184005
51,-1.3663118,-1.415779729339317,0.049467929339316985,,,51,0.50393045
52,-1.535126,-1.4586399372560959,-0.07648606274390413,,,52,0.5150916
53,-1.3701504,-1.4986437561604817,0.12849335616048174,,,53,0.5204292
54,-1.5235947,-1.536452701932597,0.012858001932597007,,,54,0.5210573
55,-1.7008911,-1.5728668184903316,-0.12802428150966838,,,55,0.5226173
56,-1.7316762,-1.6091972102538794,-0.1224789897461207,,,56,0.52691483
57,-1.7015133,-1.64606272596488,-0.055450574035120104,0.006730200833995199,-0.013070688187439465,57,0.5269752
58,-1.6943209,-1.6836113416190246,-0.010709558380975315,0.0067256749077222455,-0.01211460142907286,58,0.5271715
59,-1.5946853,-1.7216798089978098,0.12699450899780973,0.007036781208319504,-0.014386954747724426,59,0.5275566
60,-1.8158649,-1.7601780887893723,-0.055686811210627685,0.0070429078490496875,-0.03905110197382182,60,0.53107804
61,-1.7003706,-1.799343286584057,0.098972686584057,0.007144927840589588,-0.08972135414886481,61,0.5311333
62,-1.7282643,-1.839467982979342,0.11120368297934213,0.006799641083800172,0.04800146329765241,62,0.53566456
63,-1.8905109,-1.8811486588216537,-0.009362241178346276,0.006023003293622232,-0.0611008654827229,63,0.5362405
64,-1.8765482,-1.9248478950950139,0.04829969509501386,0.005534940491103854,-0.08149523732710293,64,0.5367654
65,-1.969418,-1.970768506547113,0.0013505065471131061,0.005518717244000552,-0.08526677492853088,65,0.5437371
66,-1.8821858,-2.018281083565023,0.13609528356502287,0.005805073967191805,-0.06735651529704337,66,0.54658383
67,-2.1659985,-2.0665042544186596,-0.09949424558134057,0.005652460657284575,-0.09358884136247905,67,0.54746187
68,-2.138144,-2.1143919039170953,-0.02375209608290474,0.005640586441383956,-0.08870677998604136,68,0.55192465
69,-2.1085076,-2.161038949278209,0.05253134927820913,0.005669941278352614,-0.10027716431192235,69,0.5632145
70,-2.2612972,-2.2065774970027165,-0.05471970299728346,0.005633776864335401,-0.12485804018476322,70,0.56492263
71,-2.332898,-2.2510610980643353,-0.08183690193566484,0.0056817102237262645,-0.08807139701284063,71,0.56884885
72,-2.3831067,-2.293661437609721,-0.08944526239027883,0.0055942559561161734,-0.05134630888359285,72,0.57143146
73,-2.478761,-2.3341211142338967,-0.14463988576610332,0.0059197145544474476,-0.008386131678994506,73,0.5726982
74,-2.313658,-2.3726578926108766,0.05899989261087635,0.0059770771927579345,-0.031633512357046055,74,0.5739387
75,-2.2916274,-2.4094176415946436,0.11779024159464369,0.006205769406539471,-0.00361143462444728,75,0.5749665
76,-2.5075412,-2.4450427704706956,-0.06249842952930429,0.006225968418371045,-0.004935023738186202,76,0.5770707
77,-2.4640095,-2.4800762517794683,0.01606675177946837,0.005903881837866401,-0.007912662446880438,77,0.5798603
78,-2.420482,-2.5147148141730584,0.09423281417305862,0.006058383577709973,-0.0032187918299339618,78,0.5812634
79,-2.755675,-2.5489948364376076,-0.2066801635623925,0.0068013882542615305,-0.05619951290814254,79,0.58516747
80,-2.6028507,-2.5838375811084986,-0.019013118891501257,0.0068056736818238005,-0.0439507384706368,80,0.5869231
81,-2.5044289,-2.6205461034575572,0.11611720345755705,0.007047317628725547,-0.04746815022565756,81,0.5877568
82,-2.6298018,-2.659859321316609,0.03005752131660877,0.006975411826242419,-0.008200499814272186,82,0.5890684
83,-2.7074635,-2.7018736456914727,-0.005589854308527098,0.00645649391356358,0.022256800407676025,83,0.5957076
84,-2.7248595,-2.7462619119951293,0.021402411995129267,0.00638790740899564,0.015390556400441879,84,0.59688216
85,-2.8277364,-2.7926103430662943,-0.03512605693370574,0.0063854035622013606,0.009482319507735901,85,0.59877026
86,-2.8304148,-2.8410450504844103,0.010630250484410464,0.006363015377770786,0.015074364371667393,86,0.5999444
87,-2.808591,-2.8912287087364237,0.08263770873642384,0.006411488443689632,0.007587475736835805,87,0.6013746
88,-2.886401,-2.941799179757252,0.05539817975725159,0.006409977670863709,0.015146145791229169,88,0.6048462
89,-2.9862876,-2.9919510010230796,0.005663401023079828,0.0063931013938804855,0.025832681918513605,89,0.6078696
90,-3.019006,-3.0415754069854146,0.022569406985414542,0.006186671119472245,0.04280798662684192,90,0.61277384
91,-3.1444416,-3.0900812400928435,-0.054360359907156486,0.006194855687217051,0.03788337457198102,91,0.6182356
92,-3.1757164,-3.1370687645751767,-0.03864763542482352,0.006219188526094639,0.04127620129070635,92,0.6186464
93,-3.2729523,-3.182861250176123,-0.09009104982387717,0.006210438219838667,0.032575202765386835,93,0.6228127
94,-3.2766728,-3.2274627452834683,-0.049210054716531726,0.006153858571568739,0.04323432880333433,94,0.62539965
95,-3.3357987,-3.2701121161766826,-0.06568658382331716,0.0062171112000809475,0.05041955303618819,95,0.6256511
96,-3.3010488,-3.3100807203112024,0.00903192031120259,0.006194878120824413,0.03705468987515128,96,0.6264825
97,-3.3081129,-3.346467485531196,0.03835458553119642,0.006055965019910562,0.03544323856666208,97,0.6280718
98,-3.4126937,-3.3791895693587573,-0.03350413064124291,0.006063869595851953,0.030041217186894325,98,0.62889254
99,-3.4799953,-3.4089809046346824,-0.07101439536531773,0.006091016297421016,0.03467929317839521,99,0.62892306
100,-3.4223087,-3.4365645485506353,0.014255848550635442,0.006101166143430947,0.030347456267165625,100,0.6289288
101,-3.4514518,-3.4624171218550432,0.010965321855043175,0.0058671430302782495,0.04650510138683224,101,0.6337474
102,-3.53729,-3.4869673478722243,-0.05032265212777576,0.005869390499211422,0.04412192210937588,102,0.6348068
103,-3.5619926,-3.5106288030871524,-0.05136379691284754,0.005900755914034644,0.05118891333310768,103,0.63572353
104,-3.416248,-3.5340863159969427,0.11783831599694272,0.005744992052611902,-0.002293553315505779,104,0.6357246
105,-3.6117501,-3.557932961042376,-0.05381713895762408,0.005683553470745969,-0.01228214361306104,105,0.6360798
106,-3.5258691,-3.5826211206932945,0.05675202069329455,0.005723226255020005,-0.02245358106800506,106,0.63704526
107,-3.622603,-3.608016130440933,-0.014586869559066962,0.005724341453057866,-0.023868246058941306,107,0.63723415
108,-3.665399,-3.6339333922840003,-0.0314656077159996,0.0057296523117709944,-0.01949644288190542,108,0.6380746
109,-3.6412468,-3.660024459477004,0.01877765947700416,0.005688165659383312,-0.009541662232623038,109,0.63825583
110,-3.6437368,-3.685917090283009,0.04218029028300885,0.0056319210677056655,0.02437567616666057,110,0.63969475
111,-3.6402802,-3.711586968494808,0.0713067684948081,0.005425217169976044,0.028746382763348774,111,0.64094335
112,-3.68981,-3.7371817375182137,0.047371737518213664,0.005465695116996603,0.04876542755089261,112,0.64256054
113,-3.8108187,-3.7629138980499865,-0.047904801950013454,0.005224935708833587,-0.010394697031748092,113,0.64379734
114,-3.8826623,-3.7884104234347133,-0.09425187656528644,0.005118982470147127,-0.01854213335551962,114,0.6440678
115,-3.958634,-3.813608704014337,-0.14502529598566305,0.005428003283930075,0.025901637950476106,115,0.64444077
116,-3.8228297,-3.8386478202543297,0.015818120254329493,0.005432670792356949,0.02054579732993078,116,0.6455218
117,-3.8479736,-3.862803935294031,0.014830335294031105,0.0051410009542836475,0.045644898266661606,117,0.6458339
118,-3.8295996,-3.885470236388609,0.05587063638860901,0.005153901079185947,0.06880596688599729,118,0.6469734
119,-3.9014497,-3.9059683698919287,0.004518669891928617,0.004972277718632297,0.03029846994477915,119,0.6473318
120,-4.007778,-3.924057871131705,-0.08372012886829516,0.004840326602873734,0.02922679680831307,120,0.6480122
121,-3.918411,-3.939980338831589,0.021569338831588958,0.004854509762060478,0.021456164823650037,121,0.6486608
122,-4.033288,-3.9546246274657966,-0.07866337253420319,0.004887428082875947,0.012010357164724308,122,0.64872783
123,-3.9023714,-3.969682692804175,0.06731129280417525,0.004986136175447631,-0.012975094055755596,123,0.64887655
124,-3.5118108,-3.986284824308179,0.47447402430817887,0.008668140420660476,0.13207710338787743,124,0.64904296
125,-4.0732074,-4.004331217210043,-0.06887618278995689,0.008579473177996615,0.025121047678722235,125,0.65048075
126,-3.9860327,-4.0230656143672245,0.037032914367224556,0.008595478081271214,0.02225652306918991,126,0.65055484
127,-4.044021,-4.04122350738132,-0.0027974926186802307,0.008545616832182894,0.028156371622542007,127,0.650911
128,-3.989521,-4.058153795696369,0.06863279569636926,0.008576722605418781,0.01878876935856398,128,0.6511613
129,-4.052054,-4.074161697306772,0.022107697306771534,0.008461494482582406,0.005599012484730907,129,0.65253913
130,-3.812607,-4.090016134496692,0.27740913449669247,0.009596737112374888,-0.012842432401210559,130,0.6527707
131,-4.1060343,-4.105940597200363,-9.370279963683004e-05,0.009177993427920065,-0.004044528259720471,131,0.6527983
132,-4.2312517,-4.121861303766013,-0.10939039623398639,0.009385888090813414,-0.011523441571901482,132,0.65318775
133,-4.1919994,-4.138416328879748,-0.05358307112025251,0.009235309687683492,0.016572139296816175,133,0.6537433
134,-4.139105,-4.155690554855672,0.01658555485567259,0.009154220318312945,0.0166889997659083,134,0.65391034
135,-4.2187166,-4.173745231332194,-0.04497136866780593,0.009198926206046934,0.01423416686252288,135,0.6544877
136,-4.1665587,-4.1924657489732065,0.02590704897320606,0.009067636896931375,0.051265699587467545,136,0.65455484
137,-4.143022,-4.21106070336751,0.06803870336750961,0.008331133939878799,0.04322482021055214,137,0.6546019
138,-3.8875546,-4.229478382567894,0.341923782567894,0.010216740144966735,0.08216859450889345,138,0.65561885
139,-4.2487273,-4.2479268170565065,-0.0008004829434931082,0.010040382793205965,0.06347970062128505,139,0.6558261
140,-4.21768,-4.266421857801773,0.048741857801773314,0.010057151005060124,0.06311348632556475,140,0.6559665
141,-4.232095,-4.284859231939041,0.05276423193904112,0.010075784652093071,0.06554171990451592,141,0.6563691
142,-4.398772,-4.303888905360389,-0.09488309463961109,0.010282762618613299,0.05830858674412266,142,0.6579243
143,-4.3013854,-4.323949319560128,0.022563919560128376,0.010242757990318298,0.05593498604252498,143,0.6581294
144,-4.3039813,-4.345168944409521,0.04118764440952116,0.010255266341067484,0.056924125522021266,144,0.65858436
145,-4.4425282,-4.367436131188592,-0.07509206881140784,0.010307143586566354,0.04760247800495206,145,0.6587085
146,-4.3450637,-4.39060430542703,0.0455406054270302,0.010293734637651559,0.042656799865016366,146,0.6597096
147,-4.49783,-4.4140212638445195,-0.0838087361554809,0.010450446229301623,0.03694458115421549,147,0.66010594
148,-4.475172,-4.437643148556444,-0.037528851443555666,0.010486369739559707,0.04556600594978792,148,0.66058606
149,-4.406839,-4.461194220699887,0.054355220699886964,0.010448308868233483,0.036802849497910364,149,0.66096044
150,-4.3048897,-4.484660702375715,0.17977100237571442,0.010891019684470801,0.03966741857659571,150,0.66102034
151,-4.5436606,-4.508015909042758,-0.0356446909572421,0.010741979102513564,0.013680265376394385,151,0.6610741
152,-4.443815,-4.531414181803785,0.08759918180378534,0.010753491431080536,-0.0013536701283144335,152,0.6625366
153,-4.6627903,-4.55508642014684,-0.10770387985315999,0.010907272858401176,-0.016903979201961232,153,0.6635411
154,-4.56961,-4.578365314164089,0.008755314164089256,0.010907353950353148,-0.01467128199189051,154,0.6637776
155,-4.6364107,-4.601010178196132,-0.03540052180386777,0.010946518317845332,-0.012248766813895496,155,0.66455066
156,-4.5454154,-4.6235530631373605,0.07813766313736004,0.010967591072013505,-0.024603610878515987,156,0.6660908
157,-4.770368,-4.645790552553239,-0.1245774474467618,0.01118416227507498,-0.03851806743037189,157,0.6666379
158,-4.569626,-4.666565768949881,0.09693976894988054,0.011294142884876134,-0.05540516461894177,158,0.66678655
159,-4.8036942,-4.684274815446365,-0.11941938455363488,0.011621270502321096,-0.0719598208474289,159,0.6687522
160,-4.7336597,-4.6975974701628616,-0.03606222983713803,0.011591514167481238,-0.06724122513477489,160,0.6694779
161,-4.705675,-4.7072199405292885,0.001544940529288219,0.011513979278593548,-0.05591757661810761,161,0.67162067
162,-4.8965116,-4.714161285446251,-0.18235031455374884,0.012008817107316919,-0.04003499137569757,162,0.67200387
163,-4.658331,-4.718440944115584,0.06010994411558368,0.011968954823245887,-0.04818840175410154,163,0.6723641
164,-4.731959,-4.720974715205832,-0.010984284794167465,0.011946691397639493,-0.04807464366372976,164,0.67245275
165,-4.913661,-4.721849304050436,-0.19181169594956415,0.01265934722960781,-0.04137808929533476,165,0.6725024
166,-5.0902147,-4.7208860602674125,-0.3693286397325872,0.015117585605961954,0.06132629711735249,166,0.67254126
167,-4.666863,-4.718452130264966,0.05158913026496581,0.015153101142521518,0.03467359314476497,167,0.6725976
168,-4.445173,-4.716347715412174,0.2711747154121742,0.016359025224841943,0.04474723832868374,168,0.67355436
169,-4.573421,-4.714536024107078,0.1411150241070782,0.016596724580858993,0.0776686537309779,169,0.6735895
170,-4.9644966,-4.713208736305464,-0.25128786369453593,0.017740566605978978,0.04154122996154146,170,0.6736259
171,-4.9784217,-4.713375596120645,-0.2650461038793548,0.018953689471335425,0.10074437820775523,171,0.6739024
172,-4.6058187,-4.715773262171257,0.10995456217125632,0.018991054138698577,0.05788930474116245,172,0.6742296
173,-4.952286,-4.72051361861815,-0.23177238138184997,0.019575601581654004,0.035348153483193215,173,0.67446625
174,-4.649312,-4.728001413042071,0.07868941304207056,0.01967224789701909,0.018288823869506105,174,0.674835
175,-4.5042,-4.739858994762218,0.2356589947622183,0.020597060229202928,0.032495542305920486,175,0.67498314
176,-4.660693,-4.7554502211874645,0.09475722118746432,0.02068873160622358,0.0488717910971834,176,0.67536974
177,-4.947066,-4.773228407085717,-0.1738375929142837,0.021261881405561504,0.034705956795600304,177,0.67538595
178,-4.6835456,-4.793745530563906,0.11019993056390565,0.021303932326043433,0.019860138312530484,178,0.67587173
179,-4.6941075,-4.817357528782213,0.1232500287822127,0.021527992437025145,0.030263640696074325,179,0.67604
180,-4.8751006,-4.844199838555387,-0.030900761444613067,0.021417923207854662,0.030414934535162412,180,0.67692477
181,-4.961807,-4.87247606705154,-0.08933093294846017,0.021533165497378853,0.013290699636843073,181,0.6778044
182,-4.8998423,-4.899384100101533,-0.0004581998984676261,0.01765880539769264,0.047454952278345335,182,0.6778092
183,-4.759097,-4.92403633784971,0.16493933784971038,0.018032885924573246,0.04910897856758351,183,0.67798924
184,-5.169885,-4.945766262393926,-0.22411873760607381,0.018910188663843315,0.012646006256519264,184,0.6782659
185,-5.2124987,-4.964433894136727,-0.24806480586327329,0.019970985735406722,0.06252100179709483,185,0.6784632
186,-4.931295894,-4.981304914662691,0.050009020662691306,0.019929319039178984,0.047228138040701265,186,0.67859894
187,-5.1606092,-4.997262546860393,-0.16334665313960706,0.020348500946225676,0.03361023024342777,187,0.6786741
188,-5.1890903,-5.012733101528718,-0.1763571984712824,0.019357578680956722,0.053300155637236224,188,0.6789979
189,-4.6936073,-5.026959637251597,0.33335233725159696,0.0214562775088352,0.0030566371661683435,189,0.679045
190,-4.9551125,-5.039788713023388,0.08467621302338735,0.021427978966207295,0.02518340821270076,190,0.67955184
191,-5.020392,-5.051134567495327,0.030742567495327222,0.021411353717955946,0.02868659180069587,191,0.6795744
192,-5.2206464,-5.060348748074196,-0.16029765192580392,0.02181636545111681,0.024574114911962524,192,0.6797603
193,-4.9675355,-5.067796109305889,0.10026060930588887,0.021992257739283642,0.012056191176560363,193,0.67991394
194,-4.9902678,-5.074956376407071,0.08468857640707128,0.022116856357774755,0.017806725344058576,194,0.679952
195,-5.1495485,-5.0822480244122055,-0.0673004755877944,0.022087687453804725,-0.007492768776216911,195,0.6799602
196,-5.048663,-5.08869715184816,0.04003415184815928,0.019963639526185427,-0.014233626410855212,196,0.68039924
197,-4.812331,-5.094232303894666,0.2819013038946654,0.021454106533981648,-0.0012472282467753525,197,0.68091094
198,-5.3356514,-5.099432080972997,-0.23621931902700233,0.022294105027024988,-0.05720056414049862,198,0.6809968
199,-5.225797,-5.104329448789768,-0.12146755121023212,0.022420442403329858,-0.03278008228535355,199,0.68174076
200,-5.10994,-5.109058912184237,-0.0008810878157632374,0.02230993411222424,-0.031504231739494785,200,0.68253195
201,-4.932076,-5.113864709859042,0.18178870985904183,0.022948905755764772,-0.030647351704409586,201,0.68257344
202,-5.305401,-5.119378267764716,-0.18602273223528343,0.023424347995153864,-0.052976280706515805,202,0.6826632
203,-5.3340225,-5.125432588114383,-0.2085899118856167,0.024014318107232428,-0.024192663561407722,203,0.6828178
204,-4.9680414,-5.130869004041136,0.16282760404113628,0.02450903933078211,-0.04562844849934419,204,0.682975
205,-5.022437,-5.135663795021187,0.11322679502118671,0.024702821223866064,-0.03008812580384564,205,0.68438023
206,-5.190607,-5.141056242980306,-0.049550757019694025,0.024716241212867664,-0.032125114203499325,206,0.6843893
207,-5.1319585,-5.1482818385043405,0.016323338504340867,0.02465285983456391,-0.04272939404376151,207,0.6845103
208,-5.029985,-5.159190114523415,0.12920511452341543,0.024355836276101123,-0.03678570660596964,208,0.6845506
209,-5.156824,-5.175104509064594,0.018280509064593886,0.024363801364805024,-0.03177865931134837,209,0.6851906
210,-5.143407,-5.197090923376115,0.053683923376115494,0.02426460129027753,-0.023420872452968908,210,0.6853134
211,-5.2666125,-5.224937301742066,-0.0416751982579342,0.024120387329682646,-0.02348140868826659,211,0.68602294
212,-5.1790166,-5.256748672933704,0.07773207293370454,0.0242523440636473,-0.024984130023582324,212,0.68693227
213,-5.313151,-5.290800910460083,-0.02235008953991713,0.024243962527879415,-0.02414802357167481,213,0.68695956
214,-4.798434,-5.3253994730461365,0.5269654730461362,0.029112425619844732,-0.019091672181141328,214,0.6872327
215,-4.9296565,-5.360091374451662,0.4304348744516622,0.03205038079161949,0.12188976867288248,215,0.6886268
216,-5.282839,-5.394993663157972,0.11215466315797151,0.03210246771111288,0.14738015546771627,216,0.69012946
217,-5.5945544,-5.430431419435337,-0.16412298056466312,0.032335391980498396,0.13351157616629722,217,0.694205
218,-5.2980776,-5.466160763521342,0.16808316352134156,0.0327502034934987,0.1166006792617064,218,0.6946636
219,-5.6111054,-5.501736617557083,-0.10936878244291659,0.032994664243147315,0.10547101964052069,219,0.6982267
220,-5.634694,-5.537525534831231,-0.09716846516876831,0.03255099707184643,0.11806060653261365,220,0.6983789
221,-5.515058,-5.572026686201178,0.05696868620117801,0.03254557977505406,0.11549632139065447,221,0.6985281
222,-5.669214,-5.6062579295035055,-0.06295607049649465,0.03262925314339369,0.11242141783486387,222,0.6990735
223,-5.554705,-5.64023546360114,0.08553046360114003,0.032006472810320374,0.07061317374798418,223,0.69959027
224,-5.7464805,-5.6739601629710394,-0.07252033702896021,0.029541078175326793,0.07713968954374453,224,0.7007118
225,-5.658356,-5.707475184949196,0.04911918494919565,0.029538304021465952,0.07157644666783966,225,0.700902
226,-5.7194633,-5.740804576541025,0.021341276541025245,0.02839793233075013,0.053188367094460315,226,0.70283544
227,-5.8110065,-5.7739880778116754,-0.03701842218832496,0.02815061611326509,0.07602504668555465,227,0.70526797
228,-5.7862954,-5.807066280272092,0.020770880272091397,0.026923509229061015,0.02949569036396738,228,0.7060336
229,-5.8583393,-5.840061555933824,-0.018277744066176105,0.025543131575181243,0.04795745367253533,229,0.70622945
230,-5.8644056,-5.872994732915611,0.008589132915610698,0.025399952218877843,0.0656001804607462,230,0.70636195
231,-5.9032316,-5.905877207254174,0.002645607254174287,0.024291806599655626,0.07768523111667279,231,0.7083701
