time,state,smoothing,residuals,variance,ac1,pseudotime_index,pseudotime
47,-1.2849501449602485,-1.2086851007173693,-0.07626504424287917,,,47,0.49376398
48,-1.1305154056006985,-1.2621487235056583,0.1316333179049598,,,48,0.4969428
49,-1.3609051973730582,-1.313841238971728,-0.04706395840133015,,,49,0.49827123
50,-1.322016283355986,-1.3635163430814539,0.041500059725467775,,,50,0.50184005
51,-1.3930190468789405,-1.4112223950129943,0.018203348134053776,,,51,0.50393045
52,-1.4891944554465966,-1.4571843770018786,-0.032010078444717927,,,52,0.5150916
53,-1.5686617794531807,-1.5018319931510236,-0.06682978630215719,,,53,0.5204292
54,-1.5693087498250278,-1.545646199072723,-0.023662550752304723,,,54,0.5210573
55,-1.6134648666309699,-1.5893607505269503,-0.024104116104019635,,,55,0.5226173
56,-1.63975172844438,-1.632920497040728,-0.006831231403652049,,,56,0.52691483
57,-1.6789187738573106,-1.675984347557847,-0.0029344262994634995,0.005642583256206863,-0.0007250161619637654,57,0.5269752
58,-1.7205311277307256,-1.7185536162646442,-0.001977511466081383,0.005469614886610064,-0.010478005404952438,58,0.5271715
59,-1.6678815717316031,-1.7608017698879264,0.09292019815632324,0.005617156484356679,-0.0019778733911117266,59,0.5275566
60,-1.7603763576937181,-1.802599985608464,0.042223627914745876,0.005537730059293088,-0.005394428353538727,60,0.53107804
61,-1.9081352666470535,-1.8437143267356153,-0.06442093991143816,0.005534457634250932,-0.03086329059071994,61,0.5311333
62,-1.9094860062720411,-1.8844967191210429,-0.02498928715099824,0.00543969824554269,0.00799478639021153,62,0.53566456
63,-1.8483449532173888,-1.925673651953842,0.0773286987364532,0.005237615700030006,-0.01039609047177699,63,0.5362405
64,-2.141323203254255,-1.9678016709342838,-0.17352153231997125,0.005737598552121898,-0.055596044699456476,64,0.5367654
65,-1.7944165553316687,-2.011063252117499,0.21664669678583026,0.006565782718155776,-0.15137160716234505,65,0.5437371
66,-2.0488356017555236,-2.0553017518237993,0.006466150068275667,0.006465289378533452,-0.11932299940932695,66,0.54658383
67,-2.1365222777113586,-2.1003148903121693,-0.03620738739918927,0.00630005122338477,-0.10485205938558775,67,0.54746187
68,-2.1844099272097943,-2.145461149738769,-0.03894877747102532,0.006262872008582331,-0.11002326096794714,68,0.55192465
69,-2.1282352436739442,-2.189908529073319,0.06167328539937467,0.006286261530247028,-0.12064352100902916,69,0.5632145
70,-2.194005491373135,-2.2330994312408343,0.03909393986769949,0.006294415165345615,-0.11061236766480338,70,0.56492263
71,-2.244453810029765,-2.275266956308838,0.030813146279073056,0.0062889921567742466,-0.10666212399124304,71,0.56884885
72,-2.333759001800865,-2.31670426795402,-0.01705473384684497,0.0062941855569852495,-0.10745184741795392,72,0.57143146
73,-2.3973536701418854,-2.357419206406381,-0.039934463735504355,0.006289354315444611,-0.09916897608880688,73,0.5726982
74,-2.4426759159035756,-2.397932349301318,-0.044743566602257534,0.006273572534125809,-0.1088204646650658,74,0.5739387
75,-2.4495152057857874,-2.4386780990395946,-0.01083710674619276,0.006135651239895388,-0.14963132557076403,75,0.5749665
76,-2.621672400260291,-2.479214932818592,-0.14245746744169896,0.006139136203109341,-0.127789689195665,76,0.5770707
77,-2.493750200530131,-2.519259434413953,0.02550923388382209,0.006122522740175727,-0.12890658026865914,77,0.5798603
78,-2.526121752831767,-2.5585784231715967,0.032456670339829685,0.00609093184675651,-0.11876760765904876,78,0.5812634
79,-2.557361709205818,-2.5969608762714205,0.039599167065602625,0.006055447885751934,-0.1356926901764744,79,0.58516747
80,-2.6166936290009293,-2.634530723470025,0.01783709446909576,0.0058680233201810214,-0.11434353497165617,80,0.5869231
81,-2.6914404406221997,-2.671724153050108,-0.019716287572091762,0.005788756894165023,-0.17928233354467496,81,0.5877568
82,-2.69677910742831,-2.709312969352879,0.012533861924568956,0.0048874055966862005,-0.26079626433225217,82,0.5890684
83,-2.8106656257544693,-2.747835656121527,-0.06282996963294218,0.004867898392232223,-0.22910478568913917,83,0.5957076
84,-2.786359476186273,-2.7869786870204623,0.0006192108341891434,0.004414260056341896,-0.1941943611743104,84,0.59688216
85,-2.759806637462029,-2.8260904387196804,0.06628380125765121,0.0043913158666378,-0.20870072581406998,85,0.59877026
86,-2.8344377624498396,-2.865090052881586,0.030652290431746554,0.004367997753876804,-0.2039235834115992,86,0.5999444
87,-2.9026356473951322,-2.904290839800375,0.0016551924052428113,0.004365562159377417,-0.2026329207315813,87,0.6013746
88,-2.950208805207186,-2.9437098521846834,-0.006498953022502807,0.004315300399612642,-0.21796558506675043,88,0.6048462
89,-3.11751668636929,-2.9834889681164,-0.13402771825289017,0.004586691852020473,-0.2627646699325719,89,0.6078696
90,-2.987777169719208,-3.023485907367533,0.03570873764832516,0.004045755914248479,-0.2450425692874724,90,0.61277384
91,-3.098490865542778,-3.0634038539663915,-0.035087011576386384,0.004000345052005801,-0.24740342858408454,91,0.6182356
92,-3.1304614765406065,-3.103122121996902,-0.02733935454370462,0.00400894289337307,-0.24622435749149796,92,0.6186464
93,-3.0109623010113427,-3.14242433210105,0.13146203108970722,0.0042804898551570955,-0.27102595630971466,93,0.6228127
94,-3.089093604052978,-3.1807589011093147,0.09166529705633675,0.004318419494018378,-0.20114782715329316,94,0.62539965
95,-3.2736983813127765,-3.217443185524355,-0.05625519578842164,0.004361322632889416,-0.21273110565540185,95,0.6256511
96,-3.334248143682808,-3.2527372356278352,-0.08151090805497274,0.004419335924681137,-0.21014771991793155,96,0.6264825
97,-3.298688419866576,-3.287398082001687,-0.0112903378648892,0.004326933104862622,-0.19196274912544553,97,0.6280718
98,-3.375847409399212,-3.3217411477820664,-0.05410626161714571,0.004320462765102494,-0.19073331291920648,98,0.62889254
99,-3.3423980573923022,-3.3558690074039235,0.013470950011621241,0.004325217932871704,-0.19302569070658027,99,0.62892306
100,-3.373054274522308,-3.389767058914217,0.01671278439190882,0.0043310576372392875,-0.19439784575582678,100,0.6289288
101,-3.4396564393946667,-3.4233338041088617,-0.01632263528580502,0.0042770001531872446,-0.18898572203943156,101,0.6337474
102,-3.4871656167765703,-3.456500780519972,-0.030664836256598438,0.004269607226996082,-0.19378744200947473,102,0.6348068
103,-3.462849737422532,-3.4886144170714255,0.025764679648893285,0.004257042273510047,-0.20396494653404396,103,0.63572353
104,-3.421923391811299,-3.5191068959734384,0.09718350416213939,0.004399498205520903,-0.20347903387069516,104,0.6357246
105,-3.59803052523352,-3.5482495730577854,-0.049780952175734416,0.004340926393141901,-0.1864407729314701,105,0.6360798
106,-3.623219168833933,-3.57709341269724,-0.046125756136692786,0.0040661750433181884,-0.15714961632879001,106,0.63704526
107,-3.4361171812761526,-3.6061085072995556,0.16999132602340294,0.004541578306740414,-0.1716923131336705,107,0.63723415
108,-3.645340330942709,-3.634967519806185,-0.010372811136523996,0.004514098777294361,-0.17223179725252005,108,0.6380746
109,-3.700622507617642,-3.663678999645691,-0.03694350797195112,0.004531345837404191,-0.1684776848831839,109,0.63825583
110,-3.7947090703460056,-3.692179682182981,-0.10252938816302448,0.004693984738653517,-0.16016594511389448,110,0.63969475
111,-3.7521850166354462,-3.7202827184625193,-0.03190229817292689,0.004635748825544324,-0.15195705986967675,111,0.64094335
112,-3.6985227711189177,-3.7476616492624273,0.04913887814350959,0.0046706331952728495,-0.1590766950042446,112,0.64256054
113,-3.74015321558961,-3.773599215274998,0.033445999685388195,0.004679650279821541,-0.15269483458629002,113,0.64379734
114,-3.7497514570354173,-3.797541834980637,0.047790377945219564,0.004716653218409475,-0.1461779266629972,114,0.6440678
115,-3.8809394937450272,-3.8194388612243237,-0.06150063252070348,0.004785198321414983,-0.1553626948859689,115,0.64444077
116,-3.909542157418972,-3.839820443211968,-0.06972171420700413,0.004870530389844744,-0.13831563868914448,116,0.6455218
117,-3.806619817067138,-3.8588928442058203,0.052273027138682426,0.004765729981102898,-0.16843104127726607,117,0.6458339
118,-3.926068284529247,-3.8771906394106677,-0.048877645118579505,0.004769906075055823,-0.16785028457992998,118,0.6469734
119,-3.946566418032567,-3.895721165960878,-0.05084525207168911,0.004743733955654607,-0.16461295609486126,119,0.6473318
120,-3.9012971886713284,-3.914595709898667,0.013298521227338433,0.004738892773849901,-0.16197293243573163,120,0.6480122
121,-3.9641477622031944,-3.9330965140769187,-0.031051248126275688,0.004640077803149735,-0.12025459406929509,121,0.6486608
122,-3.922454302005852,-3.9503000179176495,0.02784571591179752,0.004139885158995089,0.03206267571820696,122,0.64872783
123,-3.973268957940269,-3.9657447993012274,-0.007524158639041545,0.0032998165219680128,0.022859807696869575,123,0.64887655
124,-3.8479156830776886,-3.980014065456328,0.13209838237863947,0.0036188462973339567,0.02144858482680754,124,0.64904296
125,-4.028498640581649,-3.993908026223149,-0.03459061435849975,0.0036169512405767666,-0.00744306887395932,125,0.65048075
126,-3.9906323919530298,-4.0085509485910205,0.01791855663799069,0.0035989416822161022,0.0010078441300581116,126,0.65055484
127,-4.04959038014953,-4.0244972989283365,-0.02509308122119336,0.0035379398229682347,-0.01437583027940447,127,0.650911
128,-4.166945775759365,-4.041623818974835,-0.1253219567845303,0.0037640928496273976,-0.008006705259092787,128,0.6511613
129,-4.035063831726846,-4.0599874909247315,0.02492365919788586,0.0037572219898352357,-0.02308649229939238,129,0.65253913
130,-4.023433287254312,-4.079243572351814,0.05581028509750219,0.003819044733946476,-0.016272962254981232,130,0.6527707
131,-4.073770271740419,-4.098835036264855,0.02506476452443618,0.0038103322799974246,-0.015296592269485288,131,0.6527983
132,-4.03198163775828,-4.11841876779702,0.08643713003873987,0.003915140150505641,-0.005623880436507123,132,0.65318775
133,-4.1755265206448655,-4.137798594976311,-0.03772792566855454,0.003937084988128825,-0.02771158696144866,133,0.6537433
134,-4.107911489191053,-4.157000159882025,0.049088670690972336,0.003620668447882573,-0.020919517915675537,134,0.65391034
135,-4.236977787240182,-4.176005254868978,-0.06097253237120359,0.003678421115907315,-0.03858052353073929,135,0.6544877
136,-4.318031434319417,-4.195375189679993,-0.12265624463942437,0.003919623183229603,-0.008381867295584247,136,0.65455484
137,-4.147550429339183,-4.215747302007328,0.06819687266814523,0.0039755850626169344,-0.049983981138319006,137,0.6546019
138,-4.237888008017828,-4.237506976895442,-0.00038103112238641046,0.0039688659524392015,-0.04746353140211642,138,0.65561885
139,-4.280782864948937,-4.260539892127949,-0.02024297282098786,0.0039691992398514404,-0.04645279731562869,139,0.6558261
140,-4.274788730569983,-4.2838998969920326,0.009111166422049344,0.003967661868629942,-0.04374337905200218,140,0.6559665
141,-4.288445497075135,-4.306704028311742,0.018258531236607034,0.003907979511920756,-0.04276296022646283,141,0.6563691
142,-4.336744953252819,-4.328628853843211,-0.008116099409607891,0.003908918293661106,-0.04418934031531669,142,0.6579243
143,-4.337623268310791,-4.349903479003542,0.01228021069275087,0.0038321604047570545,-0.055344490288381995,143,0.6581294
144,-4.291370707143315,-4.371528168961226,0.08015746181791084,0.003930597641228621,-0.04977668770078568,144,0.65858436
145,-4.335265805728648,-4.39437545238463,0.059109646655982395,0.003992538667127254,-0.02705614221179587,145,0.6587085
146,-4.516169990773241,-4.418883268651013,-0.09728672212222822,0.0041558367450678846,-0.05715403453645473,146,0.6597096
147,-4.484039287137219,-4.444599934864332,-0.039439352272887085,0.0038699614286246947,-0.018708133004181702,147,0.66010594
148,-4.54643512861944,-4.47074149724768,-0.07569363137176044,0.003945206043508727,0.0004131559657522153,148,0.66058606
149,-4.4647804858359805,-4.4968902476924715,0.03210976185649095,0.003944345738239256,-0.01463553850371599,149,0.66096044
150,-4.346291561145224,-4.5226570588353425,0.1763654976901181,0.004468270747520354,0.02593307287746526,150,0.66102034
151,-4.501408621008188,-4.547569020760336,0.04616039975214825,0.004209136708210024,0.008855172874776059,151,0.6610741
152,-4.535000446939879,-4.57112334933521,0.03612290239533067,0.004086600554671165,0.03861636703680847,152,0.6625366
153,-4.680652105493051,-4.592676888271252,-0.08797521722179891,0.004167159506001358,0.00439399230023857,153,0.6635411
154,-4.7039309995103,-4.611601576629721,-0.09232942288057888,0.004200115871656825,0.035484670270171714,154,0.6637776
155,-4.668340967926822,-4.6275503486093585,-0.04079061931746342,0.004226606179283521,0.048162137005870985,155,0.66455066
156,-4.654107581327861,-4.6406728310197165,-0.013434750308144672,0.004178915738376137,0.05366831249754788,156,0.6660908
157,-4.685870070890299,-4.651519644904616,-0.03435042598568305,0.004195738817328413,0.05448855302255615,157,0.6666379
158,-4.680239717700544,-4.660327683209433,-0.019912034491111008,0.004196327276504808,0.05812540228906656,158,0.66678655
159,-4.724354333783426,-4.667509294630328,-0.05684503915309769,0.004245774655643272,0.06032451517931888,159,0.6687522
160,-4.734517256274563,-4.67314914831219,-0.06136810796237313,0.004292740627566997,0.07658417925672986,160,0.6694779
161,-4.7156295659792224,-4.677167081561324,-0.03846248441789868,0.004299748714154146,0.07406742950103443,161,0.67162067
162,-4.657977167219358,-4.679263608704465,0.021286441485107055,0.00413015981144465,0.09134834466426214,162,0.67200387
163,-4.546541994950804,-4.679840116299801,0.13329812134899743,0.00442104175917309,0.0952265523843249,163,0.6723641
164,-4.549075766041052,-4.679535626463428,0.13045986042237612,0.004684926538510818,0.19839794256889032,164,0.67245275
165,-4.609686379864793,-4.678912722548811,0.0692263426840185,0.004262852829642926,0.2464934038473399,165,0.6725024
166,-4.761484108408051,-4.678310254864719,-0.08317385354333151,0.004379099799715314,0.21636633419333445,166,0.67254126
167,-4.732126079015629,-4.678582933279438,-0.05354314573619057,0.004404265677635213,0.2200393727359185,167,0.6725976
168,-4.779580271320162,-4.680224848007789,-0.09935542331237279,0.004393263628483085,0.2278567079328615,168,0.67355436
169,-4.675877057707782,-4.683464354748475,0.007587297040692498,0.004378889908457712,0.2275549133740493,169,0.6735895
170,-4.659410499039257,-4.688706113287021,0.029295614247764057,0.0043504606123162546,0.22265390104053992,170,0.6736259
171,-4.537023644905201,-4.695937561005288,0.15891391610008743,0.004776980613315044,0.2257974260456444,171,0.6739024
172,-4.712431102211712,-4.704749164124823,-0.007681938086888884,0.004737751480122619,0.22403311629216408,172,0.6742296
173,-4.664329500391257,-4.714475128124186,0.0501456277329293,0.004714007113474576,0.2087926970543435,173,0.67446625
174,-4.764921199153772,-4.724640190879228,-0.04028100827454395,0.004655537496666362,0.21608140330386388,174,0.674835
175,-4.646992563854651,-4.735791286649636,0.08879872279498535,0.004743157126424524,0.21039535719863636,175,0.67498314
176,-4.792560412952582,-4.748422912353637,-0.0441375005989455,0.004735002083606264,0.18294348940450197,176,0.67536974
177,-4.680361976178149,-4.7629615299190675,0.0825995537409181,0.004791945481534695,0.16914423711150517,177,0.67538595
178,-4.655376389333416,-4.779385217886291,0.1240088285528751,0.005036025669579564,0.19790912389974719,178,0.67587173
179,-4.847912046972714,-4.797580222462141,-0.05033182451057261,0.005068024780444158,0.1718454830960377,179,0.67604
180,-4.852566711323597,-4.81685887676808,-0.03570783455551663,0.005089935395183012,0.17971933041695354,180,0.67692477
181,-4.981268047114536,-4.836212505681908,-0.14505554143262867,0.005478164347623445,0.20452660775832485,181,0.6778044
182,-4.832801252859152,-4.855256019252111,0.022454766392958625,0.00518868084286703,0.20793711042106267,182,0.6778092
183,-4.78566719661922,-4.874183500791003,0.08851630417178313,0.005295876901278615,0.2137512686248923,183,0.67798924
184,-5.016660599558568,-4.892947193905802,-0.123713405652766,0.005568625430888666,0.17239321289403461,184,0.6782659
185,-4.788081942921282,-4.911637848764524,0.12355590584324183,0.005814727200215625,0.1098406090114102,185,0.6784632
186,-4.925120796435798,-4.930065723558427,0.0049449271226293945,0.0055192724886259335,0.11809034644316073,186,0.67859894
187,-5.173892176649988,-4.948243718245358,-0.22564845840463033,0.006431678818242746,0.10710067500260423,187,0.6786741
188,-5.048225615023942,-4.966049634025309,-0.08217598099863377,0.0064958188943135455,0.14584122016712806,188,0.6789979
189,-4.970775519024704,-4.983623418282692,0.012847899257987905,0.006487165754682579,0.13657882819267042,189,0.679045
190,-4.901419571792897,-5.001130506503261,0.09971093471036419,0.00653108341120335,0.14922940047739905,190,0.67955184
191,-5.0120367019154015,-5.017962449863974,0.005925747948572813,0.006507846039228142,0.15462743069919502,191,0.6795744
192,-5.055306829410345,-5.0333374117329805,-0.021969417677364156,0.006471628679411526,0.16360063935937114,192,0.6797603
193,-5.035362886891694,-5.046804413403988,0.011441526512293798,0.0064111292766220315,0.14645742219233004,193,0.67991394
194,-5.08636331506578,-5.058967955665301,-0.027395359400479435,0.0061587162692216865,0.17329016752594073,194,0.679952
195,-5.145480580320194,-5.070295438374313,-0.0751851419458811,0.006176676838857366,0.17887057084772293,195,0.6799602
196,-5.12155319974059,-5.080907949606513,-0.040645250134076605,0.006203527938667415,0.18547677195589887,196,0.68039924
197,-5.310707612053907,-5.091561902568163,-0.21914570948574408,0.007013971322452209,0.19728513262910263,197,0.68091094
198,-5.03592180694467,-5.102242000384142,0.06632019343947171,0.007099295547785231,0.14538446504899696,198,0.6809968
199,-5.104527717694114,-5.111957300267895,0.007429582573781346,0.0070927469652475005,0.146863263355038,199,0.68174076
200,-5.120465850842946,-5.1198758904286565,-0.000589960414289159,0.007092764439281717,0.14715304064831042,200,0.68253195
201,-5.1012927042294605,-5.126334119766763,0.025041415537302214,0.007103020473127262,0.14509402691683843,201,0.68257344
202,-5.112770979730146,-5.1328382665136205,0.02006728678347436,0.0069875531064042175,0.13487405397745503,202,0.6826632
203,-5.234224568177379,-5.1406622054631415,-0.09356236271423768,0.007045085722006802,0.14486684031976838,203,0.6828178
204,-5.074684885814243,-5.150386006936445,0.07570112112220251,0.007017884372148966,0.11831058080171097,204,0.682975
205,-5.144030667789397,-5.162623439643399,0.018592771854001988,0.007005456327906001,0.11646099026306715,205,0.68438023
206,-5.357531551139547,-5.177756829322385,-0.17977472181716259,0.007454712004530425,0.11004854024256522,206,0.6843893
207,-5.1566914639542745,-5.1953405421967,0.03864907824242536,0.007464105000154927,0.07401767421262696,207,0.6845103
208,-5.111411048858796,-5.214631468263649,0.10322041940485338,0.007089589920526703,0.06379983300196404,208,0.6845506
209,-5.142300803460329,-5.235219042507034,0.09291823904670515,0.007214111167491711,0.08412304346091071,209,0.6851906
210,-5.192049004712264,-5.256985361736961,0.06493635702469636,0.007270967144930862,0.10946373086740312,210,0.6853134
211,-5.3505029870882765,-5.2803004199130035,-0.07020256717527307,0.007224956141546134,0.08066106958070252,211,0.68602294
212,-5.3199812288416926,-5.305726168266586,-0.014255060575106171,0.007091237254813057,0.0747136681276853,212,0.68693227
213,-5.2430218447954635,-5.333316064791057,0.0902942199955934,0.007217394487734159,0.07056240350472946,213,0.68695956
214,-5.362509664811254,-5.36228909130598,-0.0002205735052740465,0.0072148931776192075,0.06920605548027864,214,0.6872327
215,-5.498512333530438,-5.39194467054683,-0.10656766298360765,0.007388512277714027,0.06672960457689983,215,0.6886268
216,-5.398579928294065,-5.421886699002297,0.023306770708231284,0.007394409599862365,0.05741595316014816,216,0.69012946
217,-5.460985937625837,-5.4511561242620195,-0.00982981336381794,0.007341746323924207,0.049180179125474933,217,0.694205
218,-5.536178786814041,-5.478964075334613,-0.05721471147942836,0.007333247328585651,0.04495908788426901,218,0.6946636
219,-5.408870186649516,-5.505511826768363,0.09664164011884768,0.0074700657447663125,0.03324153924795285,219,0.6982267
220,-5.577623099022375,-5.531056283944748,-0.046566815077627055,0.007502082688175476,0.01620542721228574,220,0.6983789
221,-5.7486563159907735,-5.555914627259869,-0.19274168873090414,0.007812493790542378,-0.006489887829785884,221,0.6985281
222,-5.57345422389924,-5.5826271438141015,0.009172919914861133,0.007487952980025587,-0.038932427855620996,222,0.6990735
223,-5.50186632237065,-5.61006151628527,0.10819519391461974,0.007619031345903996,-0.02021773597735994,223,0.69959027
224,-5.698127586342645,-5.637664787201875,-0.060462799140769796,0.007567077844166097,-0.043312866111847266,224,0.7007118
225,-5.674671479344931,-5.665263548209307,-0.009407931135624104,0.007527697326080117,-0.0538284857000591,225,0.700902
226,-5.564452625325581,-5.692777949176606,0.12832532385102535,0.00767299406380748,-0.052401980765055055,226,0.70283544
227,-5.661825153626032,-5.720187943862363,0.0583627902363304,0.007734062137063378,-0.033991602924340336,227,0.70526797
228,-5.815475905722026,-5.747549625376187,-0.0679262803458398,0.0077941446167868736,-0.05552767361308625,228,0.7060336
229,-5.663709604718379,-5.774949526946675,0.11123992222829582,0.0075632543699118635,-0.07238901510777486,229,0.70622945
230,-6.049624362705207,-5.802450095471135,-0.24717426723407154,0.008588457204169196,-0.12760230180919835,230,0.70636195
231,-5.917284145912883,-5.830142152990875,-0.08714199292200853,0.008635775099526245,-0.0773102606848244,231,0.7083701
