0,1,2,3,time,classifier,pseudotime_index,pseudotime
0.52086025,0.26595464,0.08852315,0.12466189,135,c1_1,135,0.6544877
0.48598403,0.2675245,0.10494285,0.14154863,137,c1_1,137,0.6546019
0.5228362,0.26508567,0.09115281,0.120925345,139,c1_1,139,0.6558261
0.540419,0.26529688,0.084527485,0.10975672,141,c1_1,141,0.6563691
0.5875728,0.25321615,0.06916906,0.090042025,143,c1_1,143,0.6581294
0.57896453,0.2534998,0.0749722,0.09256356,145,c1_1,145,0.6587085
0.58244985,0.2528098,0.07177135,0.09296905,147,c1_1,147,0.66010594
0.5748375,0.25429323,0.07601671,0.09485254,149,c1_1,149,0.66096044
0.52141625,0.26457927,0.09168856,0.12231589,151,c1_1,151,0.6610741
0.51009035,0.2669794,0.09513595,0.12779433,153,c1_1,153,0.6635411
0.5009919,0.26524997,0.09989188,0.13386624,155,c1_1,155,0.66455066
0.55115294,0.2579034,0.08109364,0.10985007,157,c1_1,157,0.6666379
0.5778993,0.25307092,0.071562864,0.09746691,159,c1_1,159,0.6687522
0.6147549,0.2419848,0.059567768,0.08369248,161,c1_1,161,0.67162067
0.60617775,0.24357863,0.061585594,0.088658,163,c1_1,163,0.6723641
0.5745654,0.24991614,0.0704126,0.10510588,165,c1_1,165,0.6725024
0.56107193,0.2563484,0.07056999,0.112009615,167,c1_1,167,0.6725976
0.5489147,0.26291192,0.07371785,0.114455655,169,c1_1,169,0.6735895
0.513507,0.2844855,0.07409268,0.12791485,171,c1_1,171,0.6739024
0.52842486,0.28132513,0.06997914,0.120270915,173,c1_1,173,0.67446625
0.5070251,0.28426018,0.07667019,0.1320445,175,c1_1,175,0.67498314
0.50469995,0.28311452,0.07872019,0.13346538,177,c1_1,177,0.67538595
0.5106574,0.28519854,0.07113336,0.13301073,179,c1_1,179,0.67604
0.48392442,0.2895537,0.07930995,0.14721197,181,c1_1,181,0.6778044
0.4652981,0.29650566,0.08343189,0.15476437,183,c1_1,183,0.67798924
0.41329554,0.32024875,0.08855924,0.17789651,185,c1_1,185,0.6784632
0.29606375,0.35359758,0.12771586,0.22262286,187,c1_1,187,0.6786741
0.2802926,0.3420764,0.14518607,0.23244494,189,c1_1,189,0.679045
0.29104108,0.34669465,0.13637336,0.22589092,191,c1_1,191,0.6795744
0.33942485,0.32015616,0.13176414,0.20865488,193,c1_1,193,0.67991394
0.3747129,0.3187607,0.117359,0.18916737,195,c1_1,195,0.6799602
0.21674384,0.35131195,0.19460197,0.23734222,197,c1_1,197,0.68091094
0.23841482,0.3363377,0.19102032,0.2342271,199,c1_1,199,0.68174076
0.2831557,0.3271091,0.1798621,0.20987307,201,c1_1,201,0.68257344
0.27446866,0.33843252,0.18605478,0.201044,203,c1_1,203,0.6828178
0.3167172,0.32836035,0.17225264,0.18266976,205,c1_1,205,0.68438023
0.22359398,0.33720803,0.22864294,0.21055508,207,c1_1,207,0.6845103
0.19148532,0.33676958,0.23850107,0.233244,209,c1_1,209,0.6851906
0.20686449,0.34357804,0.22683887,0.22271852,211,c1_1,211,0.68602294
0.23049225,0.33848694,0.21637942,0.21464139,213,c1_1,213,0.68695956
0.2503666,0.3460946,0.20254827,0.2009905,215,c1_1,215,0.6886268
0.28565708,0.34674343,0.18702611,0.18057336,217,c1_1,217,0.694205
0.28825882,0.35131523,0.18036987,0.18005611,219,c1_1,219,0.6982267
0.19356106,0.36455974,0.22433887,0.2175403,221,c1_1,221,0.6985281
0.1895684,0.3555224,0.23156244,0.22334677,223,c1_1,223,0.69959027
0.229872,0.35988393,0.21014263,0.2001014,225,c1_1,225,0.700902
0.20622651,0.3537593,0.23401453,0.20599958,227,c1_1,227,0.70526797
0.19254406,0.3580984,0.22672334,0.2226342,229,c1_1,229,0.70622945
0.06837589,0.3536311,0.31110418,0.26688886,231,c1_1,231,0.7083701
0.97408617,0.0248408,0.00079638197,0.00027663677,1,c1_2,1,0.3250713
