,0,pseudotime,Cell type annotation
40585,-5.2833405,0.0012885546983314033,Undifferentiated
19042,-4.7304053,0.0013048655172976235,Undifferentiated
23771,-6.057889,0.0013211763362638439,Undifferentiated
27245,-7.0294733,0.001337487155230064,Undifferentiated
25513,-6.523225,0.0013537979741962843,Undifferentiated
20697,-5.068498,0.0013701087931625047,Undifferentiated
22587,-5.502842,0.001386419612128725,Undifferentiated
22078,-5.7968955,0.0014027304310949454,Undifferentiated
28436,-6.491203,0.0014190412500611656,Undifferentiated
47166,-5.2406163,0.0014353520690273858,Undifferentiated
21154,-5.3922696,0.0014516628879936062,Undifferentiated
24197,-5.6849036,0.0014679737069598264,Undifferentiated
50386,-5.125529,0.0014842845259260468,Undifferentiated
26246,-5.696434,0.001500595344892267,Undifferentiated
19461,-5.2546597,0.0015169061638584873,Undifferentiated
19178,-6.3957634,0.0015332169828247077,Undifferentiated
46314,-6.77143,0.001549527801790928,Undifferentiated
27263,-6.114058,0.0015658386207571481,Undifferentiated
25490,-5.916921,0.0015821494397233685,Undifferentiated
29077,-6.36957,0.0015984602586895887,Undifferentiated
26896,-2.5239553,0.0016147710776558092,Undifferentiated
22286,-5.5907607,0.0016310818966220294,Undifferentiated
26155,-6.104621,0.0016473927155882496,Undifferentiated
27984,-4.9493628,0.00166370353455447,Undifferentiated
44488,-7.0924935,0.0016800143535206902,Undifferentiated
29513,-5.7591047,0.0016963251724869107,Undifferentiated
29898,-6.114997,0.0017126359914531309,Undifferentiated
41932,-6.9002814,0.001728946810419351,Undifferentiated
30058,-5.988648,0.0017452576293855715,Undifferentiated
27848,-5.2244134,0.0017615684483517917,Undifferentiated
27442,-5.6784186,0.0017778792673180121,Undifferentiated
40235,-3.297163,0.0017941900862842323,Undifferentiated
25791,-6.0289497,0.0018105009052504525,Undifferentiated
20354,-5.1658006,0.001826811724216673,Undifferentiated
30379,-5.8777585,0.0018431225431828932,Undifferentiated
58891,-5.5575776,0.0018594333621491136,Undifferentiated
27344,-5.964599,0.0018757441811153338,Undifferentiated
22124,-5.182261,0.001892055000081554,Undifferentiated
21771,-5.9654527,0.0019083658190477745,Undifferentiated
20640,-6.6639132,0.0019246766380139947,Undifferentiated
23858,-5.908528,0.0019409874569802149,Undifferentiated
48348,-6.354255,0.001957298275946435,Undifferentiated
28382,-7.031062,0.0019736090949126557,Undifferentiated
19077,-6.207533,0.001989919913878876,Undifferentiated
29491,-6.277915,0.002006230732845096,Undifferentiated
24640,-5.0644746,0.0020225415518113164,Undifferentiated
40907,-5.7159724,0.0020388523707775366,Undifferentiated
29822,-5.9481072,0.002055163189743757,Undifferentiated
22180,-5.3760266,0.0020714740087099774,Undifferentiated
30077,-6.4201055,0.0020877848276761976,Undifferentiated
24239,-6.314982,0.002104095646642418,Undifferentiated
36304,-4.02498,0.002120406465608638,Undifferentiated
27159,-7.264796,0.0021367172845748587,Undifferentiated
19010,-5.049696,0.002153028103541079,Undifferentiated
20713,-2.7821572,0.002169338922507299,Undifferentiated
23283,-6.5218654,0.0021856497414735193,Undifferentiated
22347,-6.041912,0.0022019605604397395,Undifferentiated
25458,-6.0095105,0.00221827137940596,Undifferentiated
24106,-5.972303,0.0022345821983721804,Undifferentiated
30100,-6.307774,0.0022508930173384006,Undifferentiated
21358,-5.304051,0.002267203836304621,Undifferentiated
21058,-5.500422,0.002283514655270841,Undifferentiated
27980,-6.3732333,0.0022998254742370616,Undifferentiated
19495,-6.625364,0.002316136293203282,Undifferentiated
24262,-4.7766976,0.002332447112169502,Undifferentiated
28144,-6.149286,0.0023487579311357223,Undifferentiated
18901,-6.1160936,0.0023650687501019425,Undifferentiated
21522,-5.156835,0.002381379569068163,Undifferentiated
46978,-5.5952845,0.0023976903880343833,Undifferentiated
29865,-5.225368,0.0024140012070006035,Undifferentiated
26318,-4.30817,0.0024303120259668238,Undifferentiated
26280,-7.074546,0.002446622844933044,Undifferentiated
30049,-4.926718,0.002462933663899264,Undifferentiated
29806,-4.9593267,0.002479244482865485,Undifferentiated
23442,-6.3226395,0.002495555301831705,Undifferentiated
29650,-4.901362,0.0025118661207979252,Undifferentiated
20147,-5.7877984,0.0025281769397641454,Undifferentiated
44957,-5.771588,0.0025444877587303657,Undifferentiated
25055,-5.791303,0.0025607985776965863,Undifferentiated
21739,-2.9005735,0.0025771093966628065,Undifferentiated
22723,-4.4961357,0.0025934202156290267,Undifferentiated
27365,-6.143132,0.002609731034595247,Undifferentiated
23966,-6.449869,0.002626041853561467,Undifferentiated
25144,-5.478597,0.0026423526725276878,Undifferentiated
22978,-5.9071884,0.002658663491493908,Undifferentiated
24642,-6.8121214,0.002674974310460128,Undifferentiated
21566,-5.786162,0.0026912851294263484,Undifferentiated
26799,-6.312642,0.0027075959483925686,Undifferentiated
26328,-6.1568065,0.0027239067673587893,Undifferentiated
22801,-6.4864163,0.0027402175863250095,Undifferentiated
22306,-5.3525443,0.0027565284052912297,Undifferentiated
26878,-6.404581,0.00277283922425745,Undifferentiated
45757,-6.0293627,0.00278915004322367,Undifferentiated
18816,-6.389151,0.0028054608621898907,Undifferentiated
23980,-6.775797,0.002821771681156111,Undifferentiated
19433,-5.8845463,0.002838082500122331,Undifferentiated
19160,-4.563658,0.0028543933190885514,Undifferentiated
46341,-4.931325,0.0028707041380547716,Undifferentiated
27098,-6.4022703,0.002887014957020992,Undifferentiated
27270,-5.101329,0.0029033257759872124,Undifferentiated
29442,-5.1582317,0.0029196365949534326,Undifferentiated
21478,-6.3558197,0.002935947413919653,Undifferentiated
30380,-5.100453,0.002952258232885873,Undifferentiated
27404,-5.8798513,0.0029685690518520937,Undifferentiated
26966,-6.3011894,0.002984879870818314,Undifferentiated
26003,-6.7746925,0.003001190689784534,Undifferentiated
26570,-5.406033,0.0030175015087507543,Undifferentiated
21980,-7.824989,0.0030338123277169745,Undifferentiated
28576,-6.1464615,0.003050123146683195,Undifferentiated
24524,-5.79316,0.0030664339656494154,Undifferentiated
29746,-4.196839,0.0030827447846156356,Undifferentiated
29253,-5.288237,0.003099055603581856,Undifferentiated
19956,-5.353749,0.003115366422548076,Undifferentiated
22745,-7.278945,0.0031316772415142962,Undifferentiated
46759,-5.7428365,0.003147988060480517,Undifferentiated
21883,-4.756643,0.003164298879446737,Undifferentiated
23025,-5.885202,0.0031806096984129573,Undifferentiated
38768,-5.7886434,0.0031969205173791775,Undifferentiated
22219,-4.8767996,0.0032132313363453977,Undifferentiated
18997,-4.682194,0.0032295421553116183,Undifferentiated
22504,-6.3080606,0.0032458529742778386,Undifferentiated
19707,-4.3928056,0.0032621637932440588,Undifferentiated
45354,-5.6658626,0.003278474612210279,Undifferentiated
26850,-5.8707137,0.003294785431176499,Undifferentiated
23875,-6.539899,0.00331109625014272,Undifferentiated
47428,-5.9434357,0.00332740706910894,Undifferentiated
30107,-7.2650156,0.0033437178880751602,Undifferentiated
21066,-6.5236626,0.0033600287070413805,Undifferentiated
22693,-6.270467,0.0033763395260076007,Undifferentiated
22401,-6.530807,0.0033926503449738213,Undifferentiated
28076,-4.8705344,0.0034089611639400415,Undifferentiated
26344,-4.6579065,0.0034252719829062617,Undifferentiated
52150,-5.0795703,0.003441582801872482,Undifferentiated
26872,-4.510618,0.003457893620838702,Undifferentiated
26864,-5.1504,0.0034742044398049228,Undifferentiated
51309,-6.575247,0.003490515258771143,Undifferentiated
22842,-5.2647796,0.003506826077737363,Undifferentiated
51835,-4.544069,0.0035231368967035834,Undifferentiated
22894,-5.3532667,0.0035394477156698036,Undifferentiated
20281,-6.2177186,0.0035557585346360243,Undifferentiated
29096,-5.029346,0.0035720693536022445,Undifferentiated
29752,-5.0544496,0.0035883801725684647,Undifferentiated
25229,-5.6166425,0.003604690991534685,Undifferentiated
47616,-6.4037004,0.003621001810500905,Undifferentiated
48608,-5.4610567,0.0036373126294671257,Undifferentiated
25336,-5.075945,0.003653623448433346,Undifferentiated
25030,-5.3077517,0.003669934267399566,Undifferentiated
27352,-6.266677,0.0036862450863657864,Undifferentiated
23438,-6.688846,0.0037025559053320066,Undifferentiated
39394,-7.0272164,0.0037188667242982272,Undifferentiated
29346,-5.4334173,0.0037351775432644474,Undifferentiated
20789,-6.535269,0.0037514883622306676,Undifferentiated
42151,-6.126453,0.003767799181196888,Undifferentiated
18921,-5.106325,0.003784110000163108,Undifferentiated
47307,-6.150444,0.0038004208191293283,Undifferentiated
51365,-3.8971214,0.003816731638095549,Undifferentiated
24367,-6.2748513,0.003833042457061769,Undifferentiated
20794,-5.2192907,0.0038493532760279893,Undifferentiated
27111,-5.5313773,0.0038656640949942095,Undifferentiated
19521,-6.1208434,0.0038819749139604297,Undifferentiated
50902,-6.3967495,0.0038982857329266504,Undifferentiated
27254,-6.55148,0.00391459655189287,Undifferentiated
24689,-6.0154843,0.003930907370859091,Undifferentiated
44720,-5.8988113,0.0039472181898253115,Undifferentiated
20598,-5.908166,0.003963529008791531,Undifferentiated
29417,-6.89852,0.003979839827757752,Undifferentiated
25408,-5.5007877,0.003996150646723972,Undifferentiated
42635,-6.200624,0.004012461465690192,Undifferentiated
29441,-5.509731,0.004028772284656413,Undifferentiated
29293,-5.8083973,0.004045083103622633,Undifferentiated
27535,-5.215285,0.004061393922588853,Undifferentiated
46894,-6.5376606,0.004077704741555073,Undifferentiated
51207,-6.434454,0.004094015560521294,Undifferentiated
18677,-5.6355286,0.004110326379487514,Undifferentiated
48403,-6.071797,0.004126637198453734,Undifferentiated
47683,-5.9262614,0.004142948017419955,Undifferentiated
44729,-5.621915,0.004159258836386175,Undifferentiated
20559,-5.716052,0.004175569655352395,Undifferentiated
28042,-6.053647,0.004191880474318616,Undifferentiated
29272,-5.9023104,0.004208191293284836,Undifferentiated
21227,-5.5080137,0.004224502112251056,Undifferentiated
20460,-5.7502365,0.004240812931217276,Undifferentiated
27835,-6.875331,0.004257123750183497,Undifferentiated
27351,-5.2337356,0.004273434569149717,Undifferentiated
27440,-7.225157,0.004289745388115937,Undifferentiated
26374,-5.925302,0.004306056207082158,Undifferentiated
42670,-3.4932232,0.004322367026048378,Undifferentiated
27069,-6.628784,0.004338677845014598,Undifferentiated
41298,-6.0397744,0.004354988663980819,Undifferentiated
21700,-5.539952,0.004371299482947039,Undifferentiated
20575,-6.5352364,0.004387610301913259,Undifferentiated
19555,-4.776055,0.004403921120879479,Undifferentiated
25715,-6.1985145,0.0044202319398457,Undifferentiated
24423,-7.2164187,0.00443654275881192,Undifferentiated
23535,-5.6674137,0.00445285357777814,Undifferentiated
20336,-7.154687,0.004469164396744361,Undifferentiated
18842,-6.6477046,0.0044854752157105805,Undifferentiated
23190,-5.9865913,0.004501786034676801,Undifferentiated
19725,-6.468199,0.004518096853643022,Undifferentiated
22579,-6.207948,0.004534407672609242,Undifferentiated
18732,-4.8497987,0.004550718491575462,Undifferentiated
23481,-6.6757503,0.004567029310541682,Undifferentiated
46163,-6.2181034,0.004583340129507903,Undifferentiated
22423,-5.43405,0.004599650948474123,Undifferentiated
26790,-7.250459,0.004615961767440343,Undifferentiated
21103,-5.786645,0.004632272586406564,Undifferentiated
26961,-5.6676874,0.0046485834053727835,Undifferentiated
24368,-6.354529,0.004664894224339004,Undifferentiated
28975,-5.8563094,0.004681205043305225,Undifferentiated
23540,-6.1566644,0.0046975158622714445,Undifferentiated
23278,-5.4222627,0.004713826681237665,Undifferentiated
28824,-6.417466,0.004730137500203885,Undifferentiated
23673,-5.6701436,0.004746448319170106,Undifferentiated
52223,-6.345042,0.004762759138136326,Undifferentiated
29506,-6.0419745,0.004779069957102546,Undifferentiated
30157,-5.5301447,0.004795380776068767,Undifferentiated
43094,-4.8596373,0.0048116915950349864,Undifferentiated
23238,-6.93341,0.004828002414001207,Undifferentiated
20111,-6.8262496,0.004844313232967427,Undifferentiated
27042,-6.682972,0.0048606240519336475,Undifferentiated
40294,-5.491184,0.004876934870899868,Undifferentiated
26653,-5.0011497,0.004893245689866088,Undifferentiated
20496,-6.772181,0.004909556508832309,Undifferentiated
20698,-5.787488,0.004925867327798528,Undifferentiated
48943,-5.448287,0.004942178146764749,Undifferentiated
26607,-6.5556083,0.00495848896573097,Undifferentiated
29025,-5.2773247,0.004974799784697189,Undifferentiated
51293,-6.4742737,0.00499111060366341,Undifferentiated
45100,-5.5949774,0.00500742142262963,Undifferentiated
24172,-6.8967977,0.0050237322415958505,Undifferentiated
30131,-6.142535,0.005040043060562071,Undifferentiated
24845,-5.878079,0.005056353879528291,Undifferentiated
22986,-5.7551947,0.0050726646984945115,Undifferentiated
24231,-5.4300237,0.005088975517460731,Undifferentiated
28012,-6.2196436,0.005105286336426952,Undifferentiated
28675,-5.555778,0.005121597155393173,Undifferentiated
21440,-5.8323584,0.005137907974359392,Undifferentiated
30015,-6.629854,0.005154218793325613,Undifferentiated
28424,-6.0491376,0.005170529612291833,Undifferentiated
23942,-5.0589647,0.005186840431258053,Undifferentiated
25587,-5.202388,0.005203151250224274,Undifferentiated
29989,-5.239602,0.005219462069190494,Undifferentiated
24263,-5.786802,0.0052357728881567145,Undifferentiated
28477,-5.708674,0.005252083707122934,Undifferentiated
21143,-5.0072465,0.005268394526089155,Undifferentiated
25417,-6.9426622,0.0052847053450553755,Undifferentiated
28107,-5.5906157,0.005301016164021595,Undifferentiated
22473,-5.022534,0.005317326982987816,Undifferentiated
49337,-4.8295665,0.005333637801954036,Undifferentiated
22261,-5.422477,0.005349948620920256,Undifferentiated
52400,-4.6772823,0.005366259439886477,Undifferentiated
27901,-5.8453255,0.005382570258852697,Undifferentiated
27644,-5.2817006,0.0053988810778189174,Undifferentiated
28568,-4.062778,0.005415191896785137,Undifferentiated
28437,-5.9782696,0.005431502715751358,Undifferentiated
28854,-5.5783257,0.0054478135347175785,Undifferentiated
28980,-6.170764,0.005464124353683798,Undifferentiated
48027,-4.7231317,0.005480435172650019,Undifferentiated
25277,-5.070433,0.005496745991616239,Undifferentiated
26918,-7.0752144,0.005513056810582459,Undifferentiated
24130,-6.0221124,0.00552936762954868,Undifferentiated
19429,-6.440459,0.0055456784485149,Undifferentiated
25856,-5.7183414,0.00556198926748112,Undifferentiated
21055,-6.2794814,0.00557830008644734,Undifferentiated
29471,-6.2830906,0.005594610905413561,Undifferentiated
41796,-5.4212403,0.0056109217243797815,Undifferentiated
24412,-6.009387,0.005627232543346001,Undifferentiated
24531,-5.334877,0.005643543362312222,Undifferentiated
46579,-6.412608,0.005659854181278442,Undifferentiated
27800,-5.3587832,0.005676165000244662,Undifferentiated
22234,-5.805599,0.005692475819210883,Undifferentiated
27505,-5.987743,0.005708786638177103,Undifferentiated
50507,-5.804708,0.005725097457143323,Undifferentiated
52479,-5.5861616,0.005741408276109543,Undifferentiated
29295,-4.9579916,0.005757719095075764,Undifferentiated
22672,-6.71335,0.005774029914041984,Undifferentiated
24985,-5.341395,0.005790340733008204,Undifferentiated
19248,-5.3427024,0.005806651551974425,Undifferentiated
23716,-6.4226217,0.005822962370940645,Undifferentiated
28373,-5.9237285,0.005839273189906865,Undifferentiated
27866,-4.8442545,0.005855584008873086,Undifferentiated
24505,-6.19285,0.005871894827839306,Undifferentiated
21403,-5.805334,0.005888205646805526,Undifferentiated
27555,-6.1057634,0.005904516465771746,Undifferentiated
29339,-6.6262107,0.005920827284737967,Undifferentiated
29411,-6.573811,0.005937138103704187,Undifferentiated
26986,-6.688583,0.005953448922670407,Undifferentiated
27635,-6.353336,0.005969759741636628,Undifferentiated
20772,-6.03095,0.005986070560602848,Undifferentiated
28924,-5.7694597,0.006002381379569068,Undifferentiated
47285,-7.0492887,0.006018692198535289,Undifferentiated
28395,-4.817246,0.006035003017501509,Undifferentiated
28841,-6.4751163,0.006051313836467729,Undifferentiated
20208,-6.0309834,0.006067624655433949,Undifferentiated
20367,-6.0035744,0.00608393547440017,Undifferentiated
20242,-5.528329,0.00610024629336639,Undifferentiated
19328,-5.690723,0.00611655711233261,Undifferentiated
24180,-6.319504,0.006132867931298831,Undifferentiated
29247,-5.534008,0.0061491787502650505,Undifferentiated
25464,-5.7080817,0.006165489569231271,Undifferentiated
28633,-6.514683,0.006181800388197492,Undifferentiated
19090,-4.490557,0.006198111207163712,Undifferentiated
25979,-4.96763,0.006214422026129932,Undifferentiated
21062,-6.348151,0.006230732845096152,Undifferentiated
23760,-5.5053725,0.006247043664062373,Undifferentiated
21449,-5.408155,0.0062633544830285924,Undifferentiated
21857,-4.515264,0.006279665301994813,Undifferentiated
28454,-6.027737,0.006295976120961034,Undifferentiated
19605,-7.159723,0.0063122869399272535,Undifferentiated
24443,-5.578485,0.006328597758893474,Undifferentiated
25591,-6.8098087,0.006344908577859694,Undifferentiated
25031,-5.7304854,0.0063612193968259146,Undifferentiated
46406,-5.3273053,0.006377530215792135,Undifferentiated
19100,-6.2184634,0.006393841034758355,Undifferentiated
29360,-6.623908,0.006410151853724576,Undifferentiated
26591,-6.5427685,0.006426462672690795,Undifferentiated
28574,-5.1105404,0.006442773491657016,Undifferentiated
20107,-5.1040206,0.006459084310623237,Undifferentiated
49961,-6.539691,0.0064753951295894565,Undifferentiated
26627,-6.3318644,0.006491705948555677,Undifferentiated
20730,-5.097117,0.006508016767521897,Undifferentiated
20742,-4.291763,0.0065243275864881175,Undifferentiated
29199,-5.8497224,0.006540638405454338,Undifferentiated
24779,-5.587336,0.006556949224420558,Undifferentiated
24313,-5.7353554,0.006573260043386779,Undifferentiated
19699,-6.6735024,0.006589570862352998,Undifferentiated
25790,-6.2261653,0.006605881681319219,Undifferentiated
27185,-5.6349063,0.00662219250028544,Undifferentiated
43528,-6.321053,0.006638503319251659,Undifferentiated
28385,-4.9813123,0.00665481413821788,Undifferentiated
24227,-5.9688964,0.0066711249571841,Undifferentiated
52051,-6.043394,0.0066874357761503205,Undifferentiated
51725,-7.8024855,0.006703746595116541,Undifferentiated
26141,-6.9123526,0.006720057414082761,Undifferentiated
41304,-5.199871,0.0067363682330489815,Undifferentiated
28386,-5.589027,0.006752679052015201,Undifferentiated
22052,-4.5914836,0.006768989870981422,Undifferentiated
22874,-5.8073907,0.006785300689947643,Undifferentiated
27086,-6.1862783,0.006801611508913862,Undifferentiated
19858,-5.05177,0.006817922327880083,Undifferentiated
28606,-6.8328934,0.006834233146846303,Undifferentiated
21892,-5.293136,0.0068505439658125234,Undifferentiated
26898,-5.8365417,0.006866854784778744,Undifferentiated
19997,-5.980213,0.006883165603744964,Undifferentiated
28774,-6.17751,0.0068994764227111845,Undifferentiated
27482,-6.889664,0.006915787241677404,Undifferentiated
22160,-5.4818344,0.006932098060643625,Undifferentiated
24060,-5.561841,0.0069484088796098456,Undifferentiated
42529,-6.2850995,0.006964719698576065,Undifferentiated
18885,-6.591418,0.006981030517542286,Undifferentiated
27713,-5.573555,0.006997341336508506,Undifferentiated
27584,-6.771386,0.007013652155474726,Undifferentiated
20417,-5.3062234,0.007029962974440947,Undifferentiated
42554,-6.3313613,0.007046273793407167,Undifferentiated
22885,-5.6406074,0.0070625846123733875,Undifferentiated
20034,-4.0510283,0.007078895431339607,Undifferentiated
8737,-4.3759985,0.007095206250305828,Undifferentiated
21242,-5.988783,0.0071115170692720485,Undifferentiated
29598,-5.8750343,0.007127827888238268,Undifferentiated
20646,-6.094868,0.007144138707204489,Undifferentiated
30079,-5.71659,0.007160449526170709,Undifferentiated
19711,-5.2589545,0.007176760345136929,Undifferentiated
29228,-4.2443447,0.00719307116410315,Undifferentiated
29993,-6.4154696,0.00720938198306937,Undifferentiated
24630,-5.623435,0.00722569280203559,Undifferentiated
38721,-6.44756,0.00724200362100181,Undifferentiated
20355,-5.7307844,0.007258314439968031,Undifferentiated
44757,-5.987794,0.0072746252589342515,Undifferentiated
24452,-4.957556,0.007290936077900471,Undifferentiated
46090,-7.053219,0.007307246896866692,Undifferentiated
25552,-6.5134153,0.007323557715832912,Undifferentiated
43018,-6.259655,0.007339868534799132,Undifferentiated
29834,-4.649417,0.007356179353765353,Undifferentiated
29477,-5.6564937,0.007372490172731573,Undifferentiated
29190,-5.6526456,0.007388800991697793,Undifferentiated
27488,-5.7354703,0.007405111810664013,Undifferentiated
49260,-7.2219887,0.007421422629630234,Undifferentiated
52396,-5.3022695,0.0074377334485964544,Undifferentiated
26216,-5.597654,0.007454044267562674,Undifferentiated
18728,-5.392956,0.007470355086528895,Undifferentiated
29217,-6.520166,0.007486665905495115,Undifferentiated
30104,-6.2154837,0.007502976724461335,Undifferentiated
23836,-6.7451606,0.007519287543427556,Undifferentiated
23182,-5.8540235,0.007535598362393776,Undifferentiated
25171,-7.085503,0.007551909181359996,Undifferentiated
20700,-5.0879664,0.007568220000326216,Undifferentiated
21825,-6.0985823,0.007584530819292437,Undifferentiated
50767,-4.46933,0.0076008416382586565,Undifferentiated
28447,-5.9879875,0.007617152457224877,Undifferentiated
41960,-6.305662,0.007633463276191098,Undifferentiated
51587,-5.697612,0.007649774095157318,Undifferentiated
28422,-6.6483307,0.007666084914123538,Undifferentiated
22724,-6.2277956,0.007682395733089758,Undifferentiated
25147,-5.716781,0.007698706552055979,Undifferentiated
28440,-4.93809,0.007715017371022199,Undifferentiated
25807,-6.420912,0.007731328189988419,Undifferentiated
27719,-5.328961,0.00774763900895464,Undifferentiated
28786,-6.5097456,0.0077639498279208595,Undifferentiated
25880,-5.044085,0.00778026064688708,Undifferentiated
28508,-7.02259,0.007796571465853301,Undifferentiated
19831,-7.0455856,0.00781288228481952,Undifferentiated
22859,-5.6329207,0.00782919310378574,Undifferentiated
27435,-6.0411124,0.007845503922751962,Undifferentiated
27543,-7.4217587,0.007861814741718182,Undifferentiated
48714,-6.436485,0.007878125560684401,Undifferentiated
24837,-5.9798284,0.007894436379650623,Undifferentiated
40293,-4.9302855,0.007910747198616843,Undifferentiated
27813,-5.1886864,0.007927058017583062,Undifferentiated
21717,-5.4329534,0.007943368836549284,Undifferentiated
22131,-3.7728086,0.007959679655515504,Undifferentiated
46589,-6.5575204,0.007975990474481724,Undifferentiated
26148,-5.009657,0.007992301293447943,Undifferentiated
46940,-6.290048,0.008008612112414165,Undifferentiated
24176,-6.310741,0.008024922931380385,Undifferentiated
49754,-5.393362,0.008041233750346604,Undifferentiated
26703,-5.550603,0.008057544569312826,Undifferentiated
26289,-5.8736076,0.008073855388279046,Undifferentiated
49434,-6.839205,0.008090166207245265,Undifferentiated
19074,-5.8401327,0.008106477026211487,Undifferentiated
28131,-5.896182,0.008122787845177707,Undifferentiated
22525,-6.6417365,0.008139098664143926,Undifferentiated
24105,-7.045,0.008155409483110146,Undifferentiated
25911,-5.0734277,0.008171720302076368,Undifferentiated
25630,-5.02538,0.008188031121042588,Undifferentiated
45666,-6.5624223,0.008204341940008807,Undifferentiated
25334,-7.521067,0.008220652758975029,Undifferentiated
29931,-4.7526135,0.008236963577941249,Undifferentiated
26305,-6.416113,0.008253274396907468,Undifferentiated
42051,-6.0622582,0.008269585215873688,Undifferentiated
21288,-5.392679,0.00828589603483991,Undifferentiated
21565,-6.4938145,0.00830220685380613,Undifferentiated
24002,-6.195759,0.00831851767277235,Undifferentiated
30290,-6.111869,0.00833482849173857,Undifferentiated
28161,-5.762766,0.00835113931070479,Undifferentiated
28913,-5.529973,0.00836745012967101,Undifferentiated
21330,-6.3898845,0.008383760948637232,Undifferentiated
21116,-5.9222755,0.008400071767603452,Undifferentiated
21356,-6.492862,0.008416382586569671,Undifferentiated
19998,-6.571017,0.008432693405535891,Undifferentiated
