,0,pseudotime,Cell type annotation
29518,-5.3843474,0.15904679573961408,Undifferentiated
21357,-5.9929104,0.1590631065585803,Undifferentiated
30208,-5.8668504,0.15907941737754652,Undifferentiated
35481,-6.2269135,0.15909572819651274,Undifferentiated
18768,-5.4658766,0.15911203901547896,Undifferentiated
35266,-7.082987,0.15912834983444518,Undifferentiated
9073,-5.9153957,0.1591446606534114,Undifferentiated
58723,-5.789248,0.15916097147237762,Undifferentiated
19366,-4.8101993,0.15917728229134384,Undifferentiated
28780,-6.4644876,0.15919359311031006,Undifferentiated
27608,-6.157058,0.15920990392927628,Undifferentiated
34566,-5.3184156,0.1592262147482425,Undifferentiated
39117,-4.9868183,0.15924252556720872,Undifferentiated
27136,-5.3845477,0.15925883638617494,Undifferentiated
25196,-5.9671984,0.15927514720514116,Undifferentiated
23547,-6.1844263,0.15929145802410738,Undifferentiated
27709,-6.2818556,0.1593077688430736,Undifferentiated
29675,-5.651,0.15932407966203982,Undifferentiated
24467,-5.624407,0.15934039048100604,Undifferentiated
23899,-5.6694856,0.15935670129997226,Undifferentiated
46391,-5.9867673,0.15937301211893848,Undifferentiated
50995,-5.4728703,0.15938932293790473,Undifferentiated
18656,-6.59459,0.15940563375687095,Undifferentiated
27731,-5.453412,0.15942194457583717,Undifferentiated
27207,-6.623597,0.15943825539480339,Undifferentiated
50870,-6.3588643,0.1594545662137696,Undifferentiated
22628,-5.462666,0.15947087703273582,Undifferentiated
41068,-5.2221074,0.15948718785170204,Undifferentiated
18973,-5.946679,0.15950349867066826,Undifferentiated
23478,-6.3383694,0.15951980948963448,Undifferentiated
49475,-5.272435,0.1595361203086007,Undifferentiated
39759,-5.8444753,0.15955243112756692,Undifferentiated
59348,-6.850609,0.15956874194653314,Undifferentiated
23595,-6.0045247,0.15958505276549936,Undifferentiated
48412,-6.973864,0.15960136358446558,Undifferentiated
26649,-6.1330476,0.1596176744034318,Undifferentiated
51081,-4.470634,0.15963398522239802,Undifferentiated
18706,-5.167492,0.15965029604136424,Undifferentiated
35010,-5.387378,0.15966660686033046,Undifferentiated
24950,-5.0634823,0.15968291767929668,Undifferentiated
20283,-5.425953,0.1596992284982629,Undifferentiated
47290,-7.0956907,0.15971553931722912,Undifferentiated
27286,-5.2433085,0.15973185013619534,Undifferentiated
26353,-5.013861,0.15974816095516156,Undifferentiated
20529,-4.163946,0.15976447177412778,Undifferentiated
28455,-6.6495376,0.159780782593094,Undifferentiated
19876,-6.064468,0.15979709341206022,Undifferentiated
26632,-2.5586553,0.15981340423102644,Undifferentiated
47891,-4.498187,0.15982971504999266,Undifferentiated
40753,-4.5632014,0.15984602586895888,Undifferentiated
20696,-6.537052,0.1598623366879251,Undifferentiated
51025,-5.833812,0.15987864750689132,Undifferentiated
46944,-5.973269,0.15989495832585754,Undifferentiated
20858,-5.777102,0.15991126914482376,Undifferentiated
28691,-5.868844,0.15992757996378998,Undifferentiated
23466,-5.0256586,0.1599438907827562,Undifferentiated
50595,-5.3548317,0.15996020160172242,Undifferentiated
50298,-6.7955794,0.15997651242068864,Undifferentiated
45782,-6.965753,0.15999282323965486,Undifferentiated
25117,-5.8571987,0.16000913405862108,Undifferentiated
6631,-6.4026027,0.1600254448775873,Undifferentiated
44295,-5.7810717,0.16004175569655352,Undifferentiated
33716,-6.735044,0.16005806651551974,Undifferentiated
36276,-6.6349907,0.16007437733448596,Undifferentiated
52354,-6.5935225,0.16009068815345218,Undifferentiated
45536,-5.1001434,0.1601069989724184,Undifferentiated
26848,-5.5775313,0.16012330979138462,Undifferentiated
23244,-5.310127,0.16013962061035084,Undifferentiated
49587,-6.0230136,0.16015593142931706,Undifferentiated
25494,-5.313583,0.16017224224828328,Undifferentiated
58572,-6.26492,0.1601885530672495,Undifferentiated
24530,-6.7686424,0.16020486388621571,Undifferentiated
27781,-5.1969905,0.16022117470518193,Undifferentiated
21629,-6.1306267,0.16023748552414815,Undifferentiated
47831,-6.7758045,0.16025379634311437,Undifferentiated
33682,-6.095487,0.16027010716208062,Undifferentiated
48020,-6.072574,0.16028641798104684,Undifferentiated
23524,-6.86941,0.16030272880001306,Undifferentiated
57258,-4.6812534,0.16031903961897928,Undifferentiated
28820,-6.3129754,0.1603353504379455,Undifferentiated
24006,-5.7212205,0.16035166125691172,Undifferentiated
27439,-5.4806967,0.16036797207587794,Undifferentiated
20389,-6.4795375,0.16038428289484416,Undifferentiated
40874,-6.3764606,0.16040059371381038,Undifferentiated
22495,-5.84029,0.1604169045327766,Undifferentiated
41014,-5.7922225,0.16043321535174282,Undifferentiated
29571,-6.16291,0.16044952617070904,Undifferentiated
24487,-5.6147223,0.16046583698967526,Undifferentiated
46632,-5.614795,0.16048214780864148,Undifferentiated
29928,-5.6626344,0.1604984586276077,Undifferentiated
9502,-5.511178,0.16051476944657392,Undifferentiated
18792,-6.5851326,0.16053108026554014,Undifferentiated
21422,-5.914034,0.16054739108450636,Undifferentiated
7355,-5.556834,0.16056370190347258,Undifferentiated
26557,-7.2614512,0.1605800127224388,Undifferentiated
28538,-6.1582847,0.16059632354140502,Undifferentiated
40008,-5.9353356,0.16061263436037124,Undifferentiated
37576,-6.483405,0.16062894517933746,Undifferentiated
24818,-6.2008953,0.16064525599830368,Undifferentiated
58963,-4.5863047,0.1606615668172699,Undifferentiated
28887,-6.3686934,0.16067787763623612,Undifferentiated
58796,-5.2112203,0.16069418845520234,Undifferentiated
29061,-6.210823,0.16071049927416856,Undifferentiated
52399,-6.650119,0.16072681009313478,Undifferentiated
25615,-6.1941686,0.160743120912101,Undifferentiated
49554,-5.3271027,0.16075943173106721,Undifferentiated
47217,-6.3995733,0.16077574255003343,Undifferentiated
29404,-6.1428857,0.16079205336899965,Undifferentiated
58422,-6.920303,0.16080836418796587,Undifferentiated
61099,-5.1169367,0.1608246750069321,Undifferentiated
29499,-6.3918533,0.1608409858258983,Undifferentiated
36603,-5.28985,0.16085729664486453,Undifferentiated
21252,-6.0920734,0.16087360746383075,Undifferentiated
22831,-6.5596914,0.16088991828279697,Undifferentiated
61010,-5.216681,0.1609062291017632,Undifferentiated
40971,-6.6726356,0.1609225399207294,Undifferentiated
45790,-6.0178,0.16093885073969563,Undifferentiated
41046,-6.611306,0.16095516155866185,Undifferentiated
37588,-5.5116067,0.16097147237762807,Undifferentiated
58632,-6.5164404,0.1609877831965943,Undifferentiated
24862,-4.636188,0.1610040940155605,Undifferentiated
21216,-5.114325,0.16102040483452673,Undifferentiated
52532,-6.107288,0.16103671565349295,Undifferentiated
25975,-5.149427,0.16105302647245917,Undifferentiated
21556,-5.0633316,0.1610693372914254,Undifferentiated
40768,-5.044126,0.1610856481103916,Undifferentiated
33032,-5.057979,0.16110195892935783,Undifferentiated
20880,-5.510196,0.16111826974832405,Undifferentiated
23450,-6.8001146,0.16113458056729027,Undifferentiated
18929,-5.5714846,0.16115089138625652,Undifferentiated
25773,-5.66794,0.16116720220522274,Undifferentiated
40919,-5.6681457,0.16118351302418896,Undifferentiated
28309,-4.9555893,0.16119982384315518,Undifferentiated
6224,-5.662616,0.1612161346621214,Undifferentiated
38676,-7.1583114,0.16123244548108762,Undifferentiated
29488,-7.374392,0.16124875630005384,Undifferentiated
56851,-6.4297566,0.16126506711902006,Undifferentiated
47950,-3.7215378,0.16128137793798628,Undifferentiated
51524,-4.9915047,0.1612976887569525,Undifferentiated
48525,-6.240709,0.16131399957591872,Undifferentiated
7141,-5.7636857,0.16133031039488493,Undifferentiated
37318,-5.766959,0.16134662121385115,Undifferentiated
21702,-4.227316,0.16136293203281737,Undifferentiated
38377,-6.4832363,0.1613792428517836,Undifferentiated
30265,-4.359423,0.16139555367074981,Undifferentiated
40252,-5.370499,0.16141186448971603,Undifferentiated
38821,-6.290758,0.16142817530868225,Undifferentiated
33522,-5.223391,0.16144448612764847,Undifferentiated
30279,-5.492438,0.1614607969466147,Undifferentiated
23483,-5.513461,0.1614771077655809,Undifferentiated
26753,-6.595782,0.16149341858454713,Undifferentiated
22487,-6.2574315,0.16150972940351335,Undifferentiated
28199,-5.63368,0.16152604022247957,Undifferentiated
6231,-5.9147186,0.1615423510414458,Undifferentiated
25704,-6.025959,0.161558661860412,Undifferentiated
21011,-5.511295,0.16157497267937823,Undifferentiated
40973,-5.3372283,0.16159128349834445,Undifferentiated
42925,-6.315732,0.16160759431731067,Undifferentiated
26192,-6.0189953,0.1616239051362769,Undifferentiated
49428,-6.4165516,0.1616402159552431,Undifferentiated
60611,-6.1551075,0.16165652677420933,Undifferentiated
33166,-4.6196456,0.16167283759317555,Undifferentiated
44604,-6.2253695,0.16168914841214177,Undifferentiated
50024,-7.00453,0.161705459231108,Undifferentiated
22003,-5.750934,0.1617217700500742,Undifferentiated
47458,-5.9732304,0.16173808086904043,Undifferentiated
47761,-7.4157095,0.16175439168800665,Undifferentiated
21851,-6.186433,0.16177070250697287,Undifferentiated
39983,-4.9331865,0.1617870133259391,Undifferentiated
28114,-6.333045,0.1618033241449053,Undifferentiated
20937,-5.390886,0.16181963496387153,Undifferentiated
20155,-5.7248435,0.16183594578283775,Undifferentiated
23608,-6.1262436,0.16185225660180397,Undifferentiated
19862,-5.9685087,0.1618685674207702,Undifferentiated
33981,-5.3463593,0.1618848782397364,Undifferentiated
21223,-6.3677783,0.16190118905870263,Undifferentiated
10805,-5.763172,0.16191749987766885,Undifferentiated
44842,-5.300069,0.16193381069663507,Undifferentiated
38186,-5.6953707,0.1619501215156013,Undifferentiated
23362,-5.0442104,0.1619664323345675,Undifferentiated
23248,-6.4008303,0.16198274315353373,Undifferentiated
6620,-5.8925385,0.16199905397249995,Undifferentiated
43433,-7.5702543,0.1620153647914662,Undifferentiated
29565,-5.3421936,0.1620316756104324,Undifferentiated
8118,-5.519516,0.16204798642939863,Undifferentiated
23686,-6.134065,0.16206429724836485,Undifferentiated
27157,-5.590539,0.16208060806733107,Undifferentiated
24501,-5.0644727,0.1620969188862973,Undifferentiated
59194,-5.91063,0.1621132297052635,Undifferentiated
22055,-6.250168,0.16212954052422973,Undifferentiated
41377,-6.2686496,0.16214585134319595,Undifferentiated
19056,-5.768717,0.16216216216216217,Undifferentiated
50532,-6.497673,0.1621784729811284,Undifferentiated
52433,-6.0237117,0.1621947838000946,Undifferentiated
41073,-2.9509215,0.16221109461906083,Undifferentiated
28429,-6.4771314,0.16222740543802705,Undifferentiated
44782,-6.221109,0.16224371625699327,Undifferentiated
5485,-5.745826,0.1622600270759595,Undifferentiated
20993,-5.8017917,0.1622763378949257,Undifferentiated
46561,-6.279554,0.16229264871389193,Undifferentiated
28222,-5.636784,0.16230895953285815,Undifferentiated
24009,-5.4496794,0.16232527035182437,Undifferentiated
50392,-4.6613407,0.1623415811707906,Undifferentiated
22582,-6.483678,0.1623578919897568,Undifferentiated
21571,-5.820737,0.16237420280872303,Undifferentiated
58641,-5.842186,0.16239051362768925,Undifferentiated
43178,-6.537245,0.16240682444665547,Undifferentiated
25250,-6.9788184,0.1624231352656217,Undifferentiated
52136,-5.842387,0.1624394460845879,Undifferentiated
42263,-6.106848,0.16245575690355413,Undifferentiated
30231,-5.646758,0.16247206772252035,Undifferentiated
41776,-6.9845076,0.16248837854148657,Undifferentiated
9497,-6.0118203,0.1625046893604528,Undifferentiated
29004,-6.3383007,0.162521000179419,Undifferentiated
39546,-6.1232,0.16253731099838523,Undifferentiated
46374,-5.3618574,0.16255362181735145,Undifferentiated
25299,-5.3427505,0.16256993263631767,Undifferentiated
20096,-4.7166247,0.16258624345528389,Undifferentiated
22437,-5.025748,0.1626025542742501,Undifferentiated
45546,-6.226259,0.16261886509321632,Undifferentiated
19661,-6.8682103,0.16263517591218254,Undifferentiated
25167,-5.9495583,0.16265148673114876,Undifferentiated
30310,-4.8356214,0.16266779755011498,Undifferentiated
26107,-6.7022424,0.1626841083690812,Undifferentiated
45398,-5.938985,0.16270041918804742,Undifferentiated
27235,-6.1567316,0.16271673000701364,Undifferentiated
52629,-5.170972,0.16273304082597986,Undifferentiated
21513,-6.0324173,0.16274935164494608,Undifferentiated
19279,-5.6559296,0.1627656624639123,Undifferentiated
11639,-5.8778315,0.16278197328287852,Undifferentiated
23150,-3.4356053,0.16279828410184474,Undifferentiated
22063,-6.278544,0.16281459492081096,Undifferentiated
47836,-5.6364946,0.16283090573977718,Undifferentiated
47310,-5.6743526,0.1628472165587434,Undifferentiated
23744,-5.687173,0.16286352737770962,Undifferentiated
24332,-5.843005,0.16287983819667584,Undifferentiated
35754,-6.5667453,0.1628961490156421,Undifferentiated
26252,-5.9803243,0.1629124598346083,Undifferentiated
20395,-6.36375,0.16292877065357453,Undifferentiated
27332,-5.565562,0.16294508147254075,Undifferentiated
10624,-5.971085,0.16296139229150697,Undifferentiated
47008,-5.00633,0.1629777031104732,Undifferentiated
21968,-5.8611197,0.1629940139294394,Undifferentiated
23918,-6.218987,0.16301032474840563,Undifferentiated
26129,-6.0449834,0.16302663556737185,Undifferentiated
28108,-6.400069,0.16304294638633807,Undifferentiated
22772,-4.674538,0.1630592572053043,Undifferentiated
60441,-5.191498,0.1630755680242705,Undifferentiated
22847,-3.880487,0.16309187884323673,Undifferentiated
25957,-6.299014,0.16310818966220295,Undifferentiated
43783,-4.0972996,0.16312450048116917,Undifferentiated
25604,-5.6450562,0.16314081130013539,Undifferentiated
48476,-5.9587903,0.1631571221191016,Undifferentiated
26657,-6.6471553,0.16317343293806783,Undifferentiated
22719,-6.9570007,0.16318974375703404,Undifferentiated
43483,-5.326842,0.16320605457600026,Undifferentiated
27567,-5.4991207,0.16322236539496648,Undifferentiated
7300,-5.6918817,0.1632386762139327,Undifferentiated
43813,-6.074286,0.16325498703289892,Undifferentiated
43210,-5.4217525,0.16327129785186514,Undifferentiated
9254,-4.9641705,0.16328760867083136,Undifferentiated
23594,-5.409221,0.16330391948979758,Undifferentiated
29580,-7.136673,0.1633202303087638,Undifferentiated
51431,-5.2323136,0.16333654112773002,Undifferentiated
34400,-6.740861,0.16335285194669624,Undifferentiated
43675,-6.6692667,0.16336916276566246,Undifferentiated
26479,-5.358084,0.16338547358462868,Undifferentiated
7208,-5.5915794,0.1634017844035949,Undifferentiated
325,-6.292672,0.16341809522256112,Undifferentiated
19198,-6.7784224,0.16343440604152734,Undifferentiated
57882,-5.902186,0.16345071686049356,Undifferentiated
47370,-6.685176,0.16346702767945978,Undifferentiated
42251,-5.7440047,0.163483338498426,Undifferentiated
19321,-6.1196074,0.16349964931739222,Undifferentiated
19384,-6.2973266,0.16351596013635844,Undifferentiated
20729,-5.354012,0.16353227095532466,Undifferentiated
52612,-6.0042586,0.16354858177429088,Undifferentiated
26722,-1.8949716,0.1635648925932571,Undifferentiated
37413,-6.287901,0.16358120341222332,Undifferentiated
20205,-6.1531043,0.16359751423118954,Undifferentiated
20324,-5.5370793,0.16361382505015576,Undifferentiated
59946,-5.8843217,0.16363013586912198,Undifferentiated
24814,-5.7871723,0.1636464466880882,Undifferentiated
33503,-4.5816016,0.16366275750705442,Undifferentiated
42517,-5.038619,0.16367906832602064,Undifferentiated
42094,-6.3573174,0.16369537914498686,Undifferentiated
41276,-5.6052394,0.16371168996395308,Undifferentiated
25139,-6.138707,0.1637280007829193,Undifferentiated
20289,-5.5998464,0.16374431160188552,Undifferentiated
58616,-6.520241,0.16376062242085176,Undifferentiated
58444,-2.2817578,0.16377693323981798,Undifferentiated
37409,-6.882621,0.1637932440587842,Undifferentiated
27271,-6.278755,0.16380955487775042,Undifferentiated
10179,-6.3376646,0.16382586569671664,Undifferentiated
47300,-6.1650505,0.16384217651568286,Undifferentiated
26686,-5.142826,0.16385848733464908,Undifferentiated
20372,-5.6763234,0.1638747981536153,Undifferentiated
24350,-5.8131557,0.16389110897258152,Undifferentiated
34503,-5.7827826,0.16390741979154774,Undifferentiated
26356,-4.892434,0.16392373061051396,Undifferentiated
29889,-3.3706686,0.16394004142948018,Undifferentiated
41155,-7.0579333,0.1639563522484464,Undifferentiated
42203,-5.8023,0.16397266306741262,Undifferentiated
58356,-5.4297256,0.16398897388637884,Undifferentiated
24823,-5.3331585,0.16400528470534506,Undifferentiated
58560,-5.430953,0.16402159552431128,Undifferentiated
25558,-6.0543895,0.1640379063432775,Undifferentiated
22816,-6.2140517,0.16405421716224372,Undifferentiated
19468,-4.0532575,0.16407052798120994,Undifferentiated
26085,-5.3379884,0.16408683880017616,Undifferentiated
22641,-5.2192783,0.16410314961914238,Undifferentiated
40636,-6.236732,0.1641194604381086,Undifferentiated
46847,-5.9319263,0.16413577125707482,Undifferentiated
19592,-5.7771072,0.16415208207604104,Undifferentiated
52603,-3.316107,0.16416839289500726,Undifferentiated
34865,-5.0681987,0.16418470371397348,Undifferentiated
48022,-4.986959,0.1642010145329397,Undifferentiated
26320,-5.178018,0.16421732535190592,Undifferentiated
50256,-6.599578,0.16423363617087214,Undifferentiated
19238,-4.147549,0.16424994698983836,Undifferentiated
46150,-5.6251674,0.16426625780880458,Undifferentiated
19262,-6.1771135,0.1642825686277708,Undifferentiated
25970,-6.671644,0.16429887944673702,Undifferentiated
21303,-6.5667133,0.16431519026570324,Undifferentiated
8169,-5.9812365,0.16433150108466946,Undifferentiated
21006,-5.9809737,0.16434781190363568,Undifferentiated
45238,-6.175477,0.1643641227226019,Undifferentiated
41880,-6.59539,0.16438043354156812,Undifferentiated
29142,-2.8672,0.16439674436053434,Undifferentiated
21641,-6.064081,0.16441305517950056,Undifferentiated
27988,-5.7618546,0.16442936599846678,Undifferentiated
43724,-5.5562305,0.164445676817433,Undifferentiated
52571,-4.935496,0.16446198763639922,Undifferentiated
19912,-6.1534753,0.16447829845536543,Undifferentiated
41018,-6.251137,0.16449460927433165,Undifferentiated
28969,-5.9589505,0.16451092009329787,Undifferentiated
22128,-4.393275,0.1645272309122641,Undifferentiated
58514,-5.122829,0.16454354173123031,Undifferentiated
52465,-6.202573,0.16455985255019653,Undifferentiated
36587,-5.405066,0.16457616336916275,Undifferentiated
21221,-6.0153866,0.16459247418812897,Undifferentiated
30420,-5.874189,0.1646087850070952,Undifferentiated
24973,-5.477571,0.1646250958260614,Undifferentiated
22411,-6.114694,0.16464140664502766,Undifferentiated
36324,-5.545564,0.16465771746399388,Undifferentiated
27400,-5.5579963,0.1646740282829601,Undifferentiated
33392,-6.5357027,0.16469033910192632,Undifferentiated
25249,-4.7397614,0.16470664992089254,Undifferentiated
43895,-5.2726283,0.16472296073985876,Undifferentiated
49777,-6.234348,0.16473927155882498,Undifferentiated
27148,-6.532762,0.1647555823777912,Undifferentiated
32947,-5.140329,0.16477189319675742,Undifferentiated
43630,-5.5239635,0.16478820401572364,Undifferentiated
59614,-5.8401175,0.16480451483468986,Undifferentiated
44536,-6.2686586,0.16482082565365608,Undifferentiated
38844,-5.4908495,0.1648371364726223,Undifferentiated
51992,-5.7872634,0.16485344729158852,Undifferentiated
41841,-5.64444,0.16486975811055474,Undifferentiated
21186,-5.1702595,0.16488606892952096,Undifferentiated
22829,-5.605896,0.16490237974848718,Undifferentiated
28919,-4.6905694,0.1649186905674534,Undifferentiated
28044,-6.405418,0.16493500138641962,Undifferentiated
21697,-5.489019,0.16495131220538584,Undifferentiated
29947,-6.248608,0.16496762302435206,Undifferentiated
46485,-5.8438754,0.16498393384331828,Undifferentiated
22012,-7.1598005,0.1650002446622845,Undifferentiated
24965,-6.274026,0.16501655548125072,Undifferentiated
26491,-4.9979997,0.16503286630021693,Undifferentiated
27573,-5.237443,0.16504917711918315,Undifferentiated
19171,-5.5026894,0.16506548793814937,Undifferentiated
28921,-5.8664584,0.1650817987571156,Undifferentiated
19064,-5.519025,0.16509810957608181,Undifferentiated
43355,-5.796374,0.16511442039504803,Undifferentiated
24966,-6.5375776,0.16513073121401425,Undifferentiated
47498,-5.7165346,0.16514704203298047,Undifferentiated
8293,-5.343862,0.1651633528519467,Undifferentiated
29047,-5.812936,0.1651796636709129,Undifferentiated
40648,-5.494733,0.16519597448987913,Undifferentiated
33415,-6.348198,0.16521228530884535,Undifferentiated
8429,-5.2949657,0.16522859612781157,Undifferentiated
60242,-5.932508,0.1652449069467778,Undifferentiated
23618,-6.1836033,0.165261217765744,Undifferentiated
37061,-5.337587,0.16527752858471023,Undifferentiated
25707,-6.3016663,0.16529383940367645,Undifferentiated
21836,-5.750524,0.16531015022264267,Undifferentiated
52459,-6.187105,0.1653264610416089,Undifferentiated
60295,-6.4516582,0.1653427718605751,Undifferentiated
19012,-5.6428976,0.16535908267954133,Undifferentiated
5554,-6.497553,0.16537539349850755,Undifferentiated
9099,-5.5236053,0.16539170431747377,Undifferentiated
56797,-6.3863354,0.16540801513644,Undifferentiated
43576,-6.295264,0.1654243259554062,Undifferentiated
6616,-6.3626404,0.16544063677437243,Undifferentiated
29649,-5.2692194,0.16545694759333865,Undifferentiated
49668,-6.235782,0.16547325841230487,Undifferentiated
38348,-5.775009,0.1654895692312711,Undifferentiated
44627,-4.9419065,0.16550588005023734,Undifferentiated
48035,-6.2765794,0.16552219086920356,Undifferentiated
19174,-6.0505395,0.16553850168816978,Undifferentiated
11822,-5.581007,0.165554812507136,Undifferentiated
28830,-5.17122,0.16557112332610222,Undifferentiated
20886,-5.057341,0.16558743414506844,Undifferentiated
27066,-5.744056,0.16560374496403465,Undifferentiated
9136,-5.7096963,0.16562005578300087,Undifferentiated
38577,-6.632144,0.1656363666019671,Undifferentiated
34505,-6.5381203,0.16565267742093331,Undifferentiated
24256,-6.8863707,0.16566898823989953,Undifferentiated
26039,-5.9013486,0.16568529905886575,Undifferentiated
8543,-4.36366,0.16570160987783197,Undifferentiated
33081,-5.2278876,0.1657179206967982,Undifferentiated
39677,-4.8518434,0.1657342315157644,Undifferentiated
43113,-4.924662,0.16575054233473063,Undifferentiated
43298,-5.103733,0.16576685315369685,Undifferentiated
41320,-6.6089134,0.16578316397266307,Undifferentiated
29920,-2.5847476,0.1657994747916293,Undifferentiated
30016,-5.186778,0.1658157856105955,Undifferentiated
23167,-5.5195646,0.16583209642956173,Undifferentiated
26518,-4.610184,0.16584840724852795,Undifferentiated
22771,-4.286367,0.16586471806749417,Undifferentiated
22152,-5.505465,0.1658810288864604,Undifferentiated
13303,-5.816848,0.1658973397054266,Undifferentiated
28189,-6.130594,0.16591365052439283,Undifferentiated
8420,-4.906719,0.16592996134335905,Undifferentiated
33042,-3.9741228,0.16594627216232527,Undifferentiated
38114,-4.3100243,0.1659625829812915,Undifferentiated
19502,-4.3950152,0.1659788938002577,Undifferentiated
51915,-6.6289363,0.16599520461922393,Undifferentiated
9356,-6.315103,0.16601151543819015,Undifferentiated
25362,-6.2880177,0.16602782625715637,Undifferentiated
26733,-5.1501718,0.1660441370761226,Undifferentiated
29423,-6.825894,0.1660604478950888,Undifferentiated
22091,-4.866968,0.16607675871405503,Undifferentiated
24013,-6.7786794,0.16609306953302125,Undifferentiated
21575,-5.7632184,0.16610938035198747,Undifferentiated
44440,-7.156506,0.1661256911709537,Undifferentiated
33122,-5.1810036,0.1661420019899199,Undifferentiated
47705,-5.851225,0.16615831280888613,Undifferentiated
25878,-5.8511224,0.16617462362785235,Undifferentiated
45185,-5.9848804,0.16619093444681857,Undifferentiated
51642,-7.0726895,0.1662072452657848,Undifferentiated
52420,-4.6688986,0.166223556084751,Undifferentiated
5869,-5.6075535,0.16623986690371723,Undifferentiated
46445,-6.0137987,0.16625617772268345,Undifferentiated
37630,-6.343146,0.16627248854164967,Undifferentiated
26626,-4.832991,0.16628879936061589,Undifferentiated
29936,-4.3433833,0.1663051101795821,Undifferentiated
13175,-5.5511317,0.16632142099854832,Undifferentiated
45950,-4.726687,0.16633773181751454,Undifferentiated
27255,-7.4319253,0.16635404263648076,Undifferentiated
60349,-6.3022475,0.16637035345544698,Undifferentiated
59503,-6.347936,0.16638666427441323,Undifferentiated
50999,-6.644094,0.16640297509337945,Undifferentiated
51535,-5.607057,0.16641928591234567,Undifferentiated
29475,-6.104721,0.1664355967313119,Undifferentiated
26415,-4.686813,0.1664519075502781,Undifferentiated
48249,-7.3064938,0.16646821836924433,Undifferentiated
52422,-6.402543,0.16648452918821055,Undifferentiated
61259,-5.321962,0.16650084000717677,Undifferentiated
22827,-5.371534,0.166517150826143,Undifferentiated
26590,-5.665096,0.1665334616451092,Undifferentiated
19899,-6.268559,0.16654977246407543,Undifferentiated
30294,-5.126665,0.16656608328304165,Undifferentiated
26594,-6.230489,0.16658239410200787,Undifferentiated
51466,-5.8865128,0.1665987049209741,Undifferentiated
12215,-5.7789927,0.1666150157399403,Undifferentiated
39805,-4.7317567,0.16663132655890653,Undifferentiated
29689,-5.9052,0.16664763737787275,Undifferentiated
24237,-6.277153,0.16666394819683897,Undifferentiated
20615,-6.197373,0.1666802590158052,Undifferentiated
21999,-5.967045,0.1666965698347714,Undifferentiated
28182,-5.8581643,0.16671288065373763,Undifferentiated
20191,-5.87794,0.16672919147270385,Undifferentiated
26179,-6.0992603,0.16674550229167007,Undifferentiated
47025,-5.597084,0.1667618131106363,Undifferentiated
8014,-6.0314007,0.1667781239296025,Undifferentiated
41684,-5.9328914,0.16679443474856873,Undifferentiated
33865,-6.233049,0.16681074556753495,Undifferentiated
43713,-4.1477847,0.16682705638650117,Undifferentiated
61049,-5.17709,0.16684336720546739,Undifferentiated
50961,-4.6301928,0.1668596780244336,Undifferentiated
20761,-6.9850216,0.16687598884339983,Undifferentiated
49284,-5.927346,0.16689229966236604,Undifferentiated
19701,-5.472234,0.16690861048133226,Undifferentiated
46516,-6.4950852,0.16692492130029848,Undifferentiated
24391,-6.7335734,0.1669412321192647,Undifferentiated
51696,-5.738519,0.16695754293823092,Undifferentiated
19959,-6.2192864,0.16697385375719714,Undifferentiated
21388,-5.8028274,0.16699016457616336,Undifferentiated
50751,-6.5232816,0.16700647539512958,Undifferentiated
49613,-5.3925037,0.1670227862140958,Undifferentiated
28727,-5.574831,0.16703909703306202,Undifferentiated
21568,-5.5714035,0.16705540785202824,Undifferentiated
26036,-5.9827833,0.16707171867099446,Undifferentiated
18676,-5.045765,0.16708802948996068,Undifferentiated
25214,-6.092303,0.1671043403089269,Undifferentiated
25162,-5.6794033,0.16712065112789312,Undifferentiated
11697,-5.170797,0.16713696194685934,Undifferentiated
58652,-5.3521338,0.16715327276582556,Undifferentiated
41152,-6.252828,0.16716958358479178,Undifferentiated
22949,-5.9919105,0.167185894403758,Undifferentiated
38931,-6.0273995,0.16720220522272422,Undifferentiated
26261,-5.8552175,0.16721851604169044,Undifferentiated
57537,-6.400944,0.16723482686065666,Undifferentiated
45596,-5.8762035,0.1672511376796229,Undifferentiated
21139,-5.6053133,0.16726744849858913,Undifferentiated
8984,-6.5513644,0.16728375931755535,Undifferentiated
58767,-5.385028,0.16730007013652157,Undifferentiated
19838,-4.8649716,0.1673163809554878,Undifferentiated
19603,-6.9967303,0.167332691774454,Undifferentiated
40827,-5.556394,0.16734900259342023,Undifferentiated
21164,-5.558125,0.16736531341238645,Undifferentiated
24132,-4.5891085,0.16738162423135267,Undifferentiated
47834,-4.156232,0.16739793505031889,Undifferentiated
38868,-5.6824036,0.1674142458692851,Undifferentiated
19470,-5.2824183,0.16743055668825133,Undifferentiated
47942,-6.1694202,0.16744686750721754,Undifferentiated
44224,-4.9965067,0.16746317832618376,Undifferentiated
24982,-4.8637333,0.16747948914514998,Undifferentiated
29122,-5.371968,0.1674957999641162,Undifferentiated
30365,-6.6566095,0.16751211078308242,Undifferentiated
51619,-6.565702,0.16752842160204864,Undifferentiated
23022,-5.4036403,0.16754473242101486,Undifferentiated
48338,-4.9688144,0.16756104323998108,Undifferentiated
7029,-5.6755505,0.1675773540589473,Undifferentiated
26086,-6.560841,0.16759366487791352,Undifferentiated
35353,-7.6146946,0.16760997569687974,Undifferentiated
19793,-5.4499826,0.16762628651584596,Undifferentiated
