variance,ac1,sample-entropy-0,sample-entropy-1,sample-entropy-2,kolmogorov-entropy-0,kolmogorov-entropy-1,sample_number,eval_time,type
0.21926133707339876,-0.5825151940158952,0.22454205636702046,0.6559065942521822,0.4409770358878873,0.7480991628492348,0.27457849193892353,0,0.3,forced
0.6802244039270687,-0.53903693314633,0.09841157451178541,0.7440066761316743,-0.40630845398676596,0.7968659998681591,-0.4047236546763667,0,0.3,neutral
0.34382376081825333,-0.5701547338054025,-0.17732856538836628,0.3724989168611034,-0.1277190849905503,0.4552793834580367,-0.29124256551352523,0,0.35,forced
0.37975347495410433,-0.5612378704432205,-0.67556385432987,-0.693085046162114,0.49093871986201193,-0.6256398144833321,0.5467362462261959,0,0.35,neutral
0.5599497276916632,-0.11855886049434436,-0.4296335065513263,-0.026739315005606553,-0.3269509474650161,0.06011571738826001,-0.37035667010220696,0,0.39999999999999997,forced
0.06057813154587348,-0.39388353581901964,0.016324846518246422,0.3041000097171814,0.16378776133987338,0.16839900892245632,0.25743121980569345,0,0.39999999999999997,neutral
0.6854289071680376,0.11609870740305522,-0.4620624384893821,-0.07170987499368832,-0.27357749337234877,-0.07942154614428573,-0.1635314524950894,0,0.44999999999999996,forced
-0.618096357226792,0.3219741480611046,-0.4159802082294445,0.20171084709790635,-0.2065170671073411,0.09649822684044089,-0.6057769080331389,0,0.44999999999999996,neutral
0.7680447889750214,0.0046511627906976735,-0.19524417406368147,0.14300180269477225,-0.14498637510622778,0.07259958949704466,-0.010538848661530424,0,0.49999999999999994,forced
-0.5181739879414297,0.4343669250645994,-0.016291868230309918,0.24135857620910506,-0.234685543245101,0.38869027300321124,-0.2369792806205556,0,0.49999999999999994,neutral
0.8160034231921267,-0.056252262927487584,0.015158515088236832,0.3048174362894069,-0.0395189383280361,0.2537006529655961,0.15276392323130297,0,0.5499999999999999,forced
0.016556400381817587,0.39212007504690444,0.17612162916793442,0.04858207305521888,0.15643757389102744,0.16625227126057637,0.303763579855088,0,0.5499999999999999,neutral
0.8524564432585152,0.09993198346675039,-0.12436235889450044,0.21891317017808082,0.062489134359934105,0.20357747170535453,0.2214605127644548,0,0.5999999999999999,forced
-0.2970229686600743,0.5168733322869252,0.2590854647232425,-0.027560758958532366,-0.07428912033579672,0.018841263293539523,0.01984900886960999,0,0.5999999999999999,neutral
0.11220196353436185,-0.024310425432445066,-0.583184483227776,0.04163743715295593,-0.1608963450570374,0.06385219194716978,-0.24209654208161366,1,0.3,forced
0.412809724170173,0.020102851799906497,-0.6936510145012311,-0.1929147786155131,0.18863111700484653,-0.42058489888210543,-0.2007825310268347,1,0.3,neutral
0.4253868345135064,-0.31523734592184627,-0.5147758264219948,-0.19656217325839584,-0.2597902019408076,-0.08752708794985271,-0.4562366494865869,1,0.35,forced
-0.47757671125098344,0.7235772357723577,-0.43721946219425956,-0.07398662517062775,0.08745903136242998,-0.4075046480863514,0.4306982692927748,1,0.35,neutral
0.6249685798072895,-0.4577293674067867,-0.27787733766796563,-0.14227031289586786,-0.20531434206348123,0.12577037529490034,-0.20943344302337272,1,0.39999999999999997,forced
-0.08722245496439043,-0.4158357771260997,0.4919129521323676,-0.03747171234320672,-0.6525543382171417,-0.018526282836350525,-0.7404853996263927,1,0.39999999999999997,neutral
0.6980023501762632,-0.3975323149236193,-0.11007193246116163,0.03333431952914978,-0.0012518071195394454,0.0944877515234674,-0.11862318619042136,1,0.44999999999999996,forced
0.4964747356051704,0.06592244418331375,0.22518402588956135,0.4075490299034499,0.5593523916205235,0.2974745887714751,0.48704647292305664,1,0.44999999999999996,neutral
0.7666666666666666,-0.09715762273901807,-0.09396425084104915,-0.050809121637120744,-0.18595109286724487,-0.013877519563170659,-0.2857493221123029,1,0.49999999999999994,forced
0.20361757105943148,0.23152454780361756,0.33625865202698796,0.049770546848258074,0.3587629843338251,-0.11669901166850807,0.05569812953969497,1,0.49999999999999994,neutral
0.8194924459366053,0.05236825647608703,0.016315887870234518,-0.1983599309702318,-0.2223848045228665,0.050671301474225744,-0.14940588208262576,1,0.5499999999999999,forced
0.08482275106151872,0.5087719298245615,-0.24895759147470772,0.13296666367723298,0.09465795978378522,0.14535277636176988,-0.083451104813007,1,0.5499999999999999,neutral
0.8544446188458118,-0.017684298644901376,0.06974284369231674,-0.07499510613335349,-0.030331643343833186,0.18753693852940637,-0.07565185761726621,1,0.5999999999999999,forced
0.0048134777376654635,-0.46183226076492445,-0.29952411558344577,-0.08069942635335464,0.22719881395860417,-0.33667050568243284,-0.004006333214397761,1,0.5999999999999999,neutral
0.46704067321178117,0.7078073866292659,-0.02969867047604924,-0.3484265415960309,-0.445465717414642,-0.4562805236025599,-0.5675282293423023,2,0.3,forced
0.4020570359981299,-0.5642823749415614,-0.6693634622354443,-0.6959986042679304,-0.21872253128874006,-0.6164465746441428,0.06514855700577743,2,0.3,neutral
0.6902701285077366,0.5476003147128244,0.2881237588586274,0.15390673810428823,0.0415082892949812,0.06129818550801662,0.039156115961999485,2,0.35,forced
0.1374246000524521,-0.7865198006818777,0.6874097796011713,0.21586515693779268,0.48550334743077705,0.20670655201683708,0.45635245946141734,2,0.35,neutral
0.7751152073732719,0.2852953498114788,0.12691313857288058,0.055755860618121204,-0.010211233161026876,-0.12482707108179698,-0.1422797973494682,2,0.39999999999999997,forced
0.4966066191872643,-0.6916631755341432,-0.1846284750686872,0.15154317082355045,0.21565996589100567,0.26048678342737047,0.12072043087185466,2,0.39999999999999997,neutral
0.8393654524089307,0.09694477085781433,-0.16894757429313093,0.038975932711814536,0.07116190549930175,-0.17296166975238095,-0.0548527420508828,2,0.44999999999999996,forced
0.15428907168037603,-0.4446533490011751,-0.29442381926140365,0.03768704744794001,0.2067421942810138,-0.0670351867753651,0.46304926297397747,2,0.44999999999999996,neutral
0.865374677002584,0.011369509043927648,-0.3667515175933758,-0.223131790948262,0.10628608857540121,-0.343162797925837,-0.13695202040673465,2,0.49999999999999994,forced
0.30490956072351416,0.16735572782084407,-0.341784292319973,-0.061739304195570464,-0.3405929306294672,-0.0047827310522792306,-0.3635034893578382,2,0.49999999999999994,neutral
0.891642803067707,-0.0876534676277937,-0.3601008469932102,-0.2588123137860271,-0.0014900433520549164,-0.2689464143424584,-0.012900378888045334,2,0.5499999999999999,forced
0.34827688357855247,-0.009315032421579278,0.5106550390125749,0.36114783627088254,0.37356268788967245,0.23311050621524668,0.41895760211309524,2,0.5499999999999999,neutral
