sample_number,eval_time,type,0,1,2,3,time,any_bif
18,0.5499999999999999,neutral,0.76389736,0.19947815,0.018041085,0.018583393,0.5499681939030159,0.23610263
18,0.5999999999999999,forced,2.4132252e-05,0.00551432,0.041598402,0.9528631,0.5989006508016768,0.9999758
18,0.5999999999999999,neutral,0.947719,0.050752323,0.0011550856,0.0003735855,0.5989006508016768,0.052280996
19,0.3,forced,0.6133395,0.1648188,0.08489533,0.1369464,0.2987978926421896,0.38666052
19,0.3,neutral,0.8832537,0.10750073,0.0027488084,0.0064968364,0.2987978926421896,0.11674638
19,0.35,forced,0.63469785,0.16765171,0.08233037,0.115320064,0.3493614314374725,0.36530215
19,0.35,neutral,0.7151996,0.16549256,0.06208107,0.057226814,0.3493614314374725,0.28480044
19,0.39999999999999997,forced,0.032734137,0.66484934,0.09966107,0.20275545,0.39992497023275536,0.96726584
19,0.39999999999999997,neutral,0.7136551,0.26205024,0.01327657,0.011018099,0.39992497023275536,0.28634492
19,0.44999999999999996,forced,0.0008290542,0.4818352,0.100627884,0.4167079,0.4488574271314162,0.999171
19,0.44999999999999996,neutral,0.71288145,0.26523057,0.006352422,0.01553559,0.4488574271314162,0.28711858
19,0.49999999999999994,forced,8.595679e-05,0.16741078,0.041737877,0.7907654,0.49942096592669916,0.99991405
19,0.49999999999999994,neutral,0.5809999,0.2909209,0.036373787,0.09170537,0.49942096592669916,0.4190001
19,0.5499999999999999,forced,2.0136218e-05,0.0029891238,0.01857717,0.9784136,0.5499845047219821,0.99997985
19,0.5499999999999999,neutral,0.8731592,0.12391748,0.0015044485,0.001418832,0.5499845047219821,0.12684076
19,0.5999999999999999,forced,1.296751e-05,0.0010325746,0.019804457,0.97915,0.598916961620643,0.999987
19,0.5999999999999999,neutral,0.97689295,0.022799887,0.00018352938,0.0001236465,0.598916961620643,0.023107063
20,0.3,forced,0.73477346,0.14749879,0.047605775,0.070121996,0.2988142034611558,0.26522657
20,0.3,neutral,0.4393238,0.20100844,0.049171306,0.31049645,0.2988142034611558,0.5606762
20,0.35,forced,0.84806776,0.11199931,0.01809619,0.021836717,0.3493777422564387,0.15193221
20,0.35,neutral,0.67950827,0.18244264,0.06587264,0.07217645,0.3493777422564387,0.32049173
20,0.39999999999999997,forced,0.5980445,0.25807333,0.040010802,0.10387131,0.3999412810517216,0.40195546
20,0.39999999999999997,neutral,0.7487974,0.16609266,0.033594713,0.051515173,0.3999412810517216,0.25120255
20,0.44999999999999996,forced,0.011792453,0.70753896,0.051625364,0.2290432,0.44887373795038255,0.9882075
20,0.44999999999999996,neutral,0.86261654,0.11431819,0.010085219,0.012980069,0.44887373795038255,0.13738348
20,0.49999999999999994,forced,0.00037579233,0.7336172,0.032694716,0.23331228,0.4994372767456654,0.99962413
20,0.49999999999999994,neutral,0.85490054,0.12243136,0.010628362,0.012039786,0.4994372767456654,0.1450995
20,0.5499999999999999,forced,7.5307405e-05,0.26475802,0.056078464,0.67908823,0.5483697336443263,0.9999247
20,0.5499999999999999,neutral,0.92272824,0.07320745,0.0022546402,0.0018096443,0.5483697336443263,0.07727174
20,0.5999999999999999,forced,4.683588e-05,0.0012644257,0.042544387,0.95614433,0.5989332724396091,0.99995315
20,0.5999999999999999,neutral,0.90611297,0.09191159,0.00092116103,0.0010542762,0.5989332724396091,0.09388703
21,0.3,forced,0.64782655,0.1617308,0.091510765,0.09893181,0.29883051428012203,0.3521734
21,0.3,neutral,0.74680847,0.19996908,0.021804938,0.03141751,0.29883051428012203,0.25319153
21,0.35,forced,0.8196653,0.12571856,0.027941793,0.026674319,0.34939405307540494,0.18033467
21,0.35,neutral,0.72563756,0.17277053,0.040308774,0.061283153,0.34939405307540494,0.27436244
21,0.39999999999999997,forced,0.12738502,0.5589997,0.093403324,0.22021194,0.3999575918706878,0.872615
21,0.39999999999999997,neutral,0.65132797,0.23720214,0.07891773,0.032552112,0.3999575918706878,0.34867197
21,0.44999999999999996,forced,0.0057856557,0.58270735,0.09985794,0.31164905,0.4488900487693487,0.9942143
21,0.44999999999999996,neutral,0.17277548,0.50012267,0.23356076,0.09354109,0.4488900487693487,0.8272245
21,0.49999999999999994,forced,0.0004284142,0.54114294,0.06169309,0.39673555,0.49945358756463165,0.99957156
21,0.49999999999999994,neutral,0.18201888,0.61945057,0.06660641,0.1319242,0.49945358756463165,0.8179812
21,0.5499999999999999,forced,0.00011338309,0.2563507,0.06405902,0.6794769,0.5483860444632925,0.99988663
21,0.5499999999999999,neutral,0.78787285,0.18050286,0.023014273,0.008610034,0.5483860444632925,0.21212718
21,0.5999999999999999,forced,6.402228e-05,0.12001939,0.04027483,0.83964175,0.5989495832585754,0.999936
21,0.5999999999999999,neutral,0.989432,0.010458889,5.447919e-05,5.4702872e-05,0.5989495832585754,0.010568072
22,0.3,forced,0.52432907,0.1696451,0.11014114,0.19588469,0.2988468250990882,0.47567093
22,0.3,neutral,0.7898051,0.13720337,0.02858096,0.044410575,0.2988468250990882,0.2101949
22,0.35,forced,0.07454513,0.30521482,0.13239232,0.48784772,0.34941036389437113,0.92545485
22,0.35,neutral,0.887891,0.10273117,0.0028921156,0.0064857015,0.34941036389437113,0.11210898
22,0.39999999999999997,forced,0.00743146,0.27588686,0.12508947,0.5915922,0.39997390268965405,0.9925685
22,0.39999999999999997,neutral,0.7277349,0.17237858,0.032424606,0.06746188,0.39997390268965405,0.27226508
22,0.44999999999999996,forced,0.007693688,0.42117596,0.09456666,0.47656375,0.4489063595883149,0.99230635
22,0.44999999999999996,neutral,0.7039624,0.19283526,0.046573877,0.056628466,0.4489063595883149,0.2960376
22,0.49999999999999994,forced,0.0067544007,0.5100068,0.079949275,0.40328956,0.49946989838359784,0.9932456
22,0.49999999999999994,neutral,0.75969213,0.19526993,0.019849,0.025188923,0.49946989838359784,0.24030785
22,0.5499999999999999,forced,7.0380884e-05,0.028565843,0.026031062,0.9453327,0.5484023552822587,0.9999296
22,0.5499999999999999,neutral,0.95524454,0.043214507,0.0007769821,0.0007639387,0.5484023552822587,0.04475543
22,0.5999999999999999,forced,4.2931802e-05,0.008198331,0.022370955,0.9693878,0.5989658940775416,0.9999571
22,0.5999999999999999,neutral,0.9506027,0.048452422,0.0005352468,0.0004096184,0.5989658940775416,0.049397286
23,0.3,forced,0.588884,0.16858982,0.09043906,0.15208712,0.29886313591805447,0.411116
23,0.3,neutral,0.64907825,0.150078,0.08902942,0.111814305,0.29886313591805447,0.35092172
23,0.35,forced,0.5274417,0.21979289,0.081385925,0.17137948,0.3494266747133374,0.4725583
23,0.35,neutral,0.6841509,0.18257959,0.06215514,0.07111438,0.3494266747133374,0.31584913
23,0.39999999999999997,forced,0.0125525,0.56259835,0.096230924,0.3286182,0.39999021350862024,0.9874475
23,0.39999999999999997,neutral,0.8364318,0.13443154,0.018261073,0.010875589,0.39999021350862024,0.1635682
23,0.44999999999999996,forced,0.0029790462,0.5237304,0.09817429,0.37511626,0.4489226704072812,0.99702096
23,0.44999999999999996,neutral,0.8806117,0.10442468,0.007832561,0.007131069,0.4489226704072812,0.11938831
23,0.49999999999999994,forced,0.0008738184,0.19487303,0.08077354,0.7234796,0.499486209202564,0.9991262
23,0.49999999999999994,neutral,0.89090985,0.09728389,0.0052849306,0.006521283,0.499486209202564,0.109090105
23,0.5499999999999999,forced,0.00012697384,0.013829777,0.04976755,0.93627566,0.5484186661012249,0.999873
23,0.5499999999999999,neutral,0.8552783,0.13850103,0.0037531953,0.002467453,0.5484186661012249,0.14472169
23,0.5999999999999999,forced,1.26621035e-05,0.00082090776,0.03255215,0.96661425,0.5989822048965079,0.9999873
23,0.5999999999999999,neutral,0.7807361,0.21088424,0.003620915,0.0047587296,0.5989822048965079,0.2192639
24,0.3,forced,0.5369149,0.19111519,0.11478466,0.15718529,0.29887944673702066,0.46308514
24,0.3,neutral,0.6766407,0.1519654,0.07667203,0.09472187,0.29887944673702066,0.3233593
24,0.35,forced,0.39445737,0.29183823,0.10590087,0.20780358,0.3494429855323036,0.60554266
24,0.35,neutral,0.7717784,0.14767192,0.030254465,0.050295226,0.3494429855323036,0.22822163
24,0.39999999999999997,forced,0.0016669238,0.31699452,0.102721795,0.57861674,0.39837544243096445,0.99833304
24,0.39999999999999997,neutral,0.77040255,0.14367445,0.043377023,0.04254598,0.39837544243096445,0.22959745
24,0.44999999999999996,forced,0.0003640576,0.25091094,0.09664873,0.6520763,0.4489389812262473,0.99963593
24,0.44999999999999996,neutral,0.9264549,0.06728084,0.0038397196,0.0024244697,0.4489389812262473,0.073545024
24,0.49999999999999994,forced,0.00020859679,0.10281167,0.10101559,0.7959641,0.4995025200215303,0.9997914
24,0.49999999999999994,neutral,0.87997943,0.103315495,0.008317491,0.00838758,0.4995025200215303,0.12002057
24,0.5499999999999999,forced,6.254096e-05,0.011676172,0.100221455,0.8880399,0.5484349769201912,0.99993753
24,0.5499999999999999,neutral,0.670558,0.21698622,0.011807723,0.10064806,0.5484349769201912,0.32944202
24,0.5999999999999999,forced,2.776342e-05,0.0020627496,0.047779497,0.95013,0.598998515715474,0.9999722
24,0.5999999999999999,neutral,0.9740678,0.025263611,0.0005128994,0.0001557281,0.598998515715474,0.02593224
25,0.3,forced,0.6243647,0.1579375,0.07654236,0.1411555,0.2988957575559869,0.37563536
25,0.3,neutral,0.6116065,0.14364722,0.16930448,0.07544187,0.2988957575559869,0.38839355
25,0.35,forced,0.5668723,0.18206358,0.08837513,0.162689,0.3494592963512698,0.4331277
25,0.35,neutral,0.3270073,0.4879926,0.09552562,0.08947445,0.3494592963512698,0.6729927
25,0.39999999999999997,forced,0.13844754,0.58570087,0.11613151,0.15972011,0.3983917532499307,0.8615525
25,0.39999999999999997,neutral,0.93141794,0.05493372,0.011189559,0.0024587356,0.3983917532499307,0.06858201
25,0.44999999999999996,forced,0.22642234,0.4348189,0.12589554,0.21286324,0.44895529204521367,0.7735777
25,0.44999999999999996,neutral,0.910583,0.07944499,0.006174938,0.003797011,0.44895529204521367,0.089416936
25,0.49999999999999994,forced,0.0004482991,0.48048884,0.09602486,0.423038,0.4995188308404964,0.9995517
25,0.49999999999999994,neutral,0.85591,0.10390788,0.037033994,0.0031481697,0.4995188308404964,0.14409004
25,0.5499999999999999,forced,0.00034899352,0.4983335,0.05480359,0.4465139,0.5484512877391574,0.999651
25,0.5499999999999999,neutral,0.98763514,0.012135771,0.00017492339,5.4146658e-05,0.5484512877391574,0.012364842
25,0.5999999999999999,forced,3.6107587e-05,0.0041519348,0.0192719,0.97653997,0.5990148265344403,0.9999638
25,0.5999999999999999,neutral,0.85142565,0.14167717,0.0059283883,0.0009688302,0.5990148265344403,0.14857438
26,0.3,forced,0.76527023,0.14290765,0.042471517,0.049350604,0.2989120683749531,0.23472977
26,0.3,neutral,0.7476679,0.14401215,0.040144823,0.068175144,0.2989120683749531,0.25233212
26,0.35,forced,0.60245025,0.24429953,0.06009542,0.09315482,0.349475607170236,0.39754978
26,0.35,neutral,0.15312204,0.61085266,0.08618601,0.14983931,0.349475607170236,0.84687793
26,0.39999999999999997,forced,0.16444755,0.4480343,0.12981838,0.25769982,0.3984080640688969,0.83555245
26,0.39999999999999997,neutral,0.86509496,0.107386544,0.010603099,0.016915454,0.3984080640688969,0.1349051
26,0.44999999999999996,forced,0.004646483,0.5401486,0.15374736,0.30145758,0.4489716028641798,0.9953536
26,0.44999999999999996,neutral,0.7432513,0.17238308,0.032882914,0.0514827,0.4489716028641798,0.2567487
26,0.49999999999999994,forced,5.942484e-05,0.019233579,0.037078947,0.943628,0.4995351416594628,0.9999405
26,0.49999999999999994,neutral,0.8730298,0.111179255,0.0073898756,0.008401034,0.4995351416594628,0.12697016
26,0.5499999999999999,forced,1.9088577e-05,0.00157579,0.019622581,0.97878253,0.5484675985581235,0.9999809
26,0.5499999999999999,neutral,0.96450025,0.033986073,0.00039627758,0.0011173678,0.5484675985581235,0.035499718
26,0.5999999999999999,forced,1.9997315e-05,0.00110973,0.021238742,0.97763157,0.5990311373534065,0.99998003
26,0.5999999999999999,neutral,0.89601356,0.10163496,0.0007855521,0.0015659276,0.5990311373534065,0.103986435
27,0.3,forced,0.64370304,0.1797266,0.07859364,0.09797673,0.29892837919391935,0.35629696
27,0.3,neutral,0.865825,0.10119665,0.020241957,0.0127364565,0.29892837919391935,0.13417506
27,0.35,forced,0.36584106,0.32326987,0.10205499,0.2088341,0.34949191798920226,0.63415897
27,0.35,neutral,0.79560995,0.12522678,0.040586766,0.038576514,0.34949191798920226,0.20439006
27,0.39999999999999997,forced,0.0010736713,0.719096,0.04543415,0.23439614,0.39842437488786314,0.99892634
27,0.39999999999999997,neutral,0.7776919,0.15697856,0.036397718,0.028931802,0.39842437488786314,0.22230807
27,0.44999999999999996,forced,0.005849465,0.8217759,0.030230295,0.1421443,0.448987913683146,0.9941505
27,0.44999999999999996,neutral,0.674744,0.21343489,0.05857969,0.05324143,0.448987913683146,0.32525602
27,0.49999999999999994,forced,0.00023332794,0.60880256,0.029994264,0.36096984,0.4995514524784289,0.99976665
27,0.49999999999999994,neutral,0.8200138,0.14742658,0.0191828,0.013376797,0.4995514524784289,0.17998618
27,0.5499999999999999,forced,0.00017878225,0.48393875,0.018562203,0.49732023,0.5484839093770898,0.9998212
27,0.5499999999999999,neutral,0.96865654,0.030426333,0.00071426516,0.00020286671,0.5484839093770898,0.031343464
27,0.5999999999999999,forced,9.8096745e-05,0.062028486,0.018943306,0.9189302,0.5990474481723728,0.99990195
27,0.5999999999999999,neutral,0.9907982,0.009086231,7.534363e-05,4.017233e-05,0.5990474481723728,0.009201747
28,0.3,forced,0.5784224,0.171312,0.071022764,0.1792428,0.29894469001288554,0.42157757
28,0.3,neutral,0.85554093,0.1361656,0.0019609737,0.0063324803,0.29894469001288554,0.14445907
28,0.35,forced,0.77878624,0.14580844,0.028441017,0.046964325,0.34950822880816845,0.22121379
28,0.35,neutral,0.7233142,0.15540603,0.055141944,0.066137806,0.34950822880816845,0.27668577
28,0.39999999999999997,forced,0.42227054,0.34291738,0.07365255,0.16115953,0.39844068570682933,0.57772946
28,0.39999999999999997,neutral,0.50583965,0.2175688,0.098652706,0.1779389,0.39844068570682933,0.4941604
28,0.44999999999999996,forced,0.14760466,0.4914288,0.11324366,0.24772286,0.44900422450211225,0.8523953
28,0.44999999999999996,neutral,0.89877355,0.09033657,0.0046675685,0.0062222644,0.44900422450211225,0.1012264
28,0.49999999999999994,forced,0.00038169176,0.45354477,0.07398685,0.47208673,0.4995677632973951,0.99961835
28,0.49999999999999994,neutral,0.868849,0.11828198,0.0051455153,0.0077235377,0.4995677632973951,0.13115104
28,0.5499999999999999,forced,5.700571e-05,0.012292923,0.032906707,0.9547434,0.548500220196056,0.999943
28,0.5499999999999999,neutral,0.8426794,0.13586293,0.009417919,0.01203971,0.548500220196056,0.15732056
28,0.5999999999999999,forced,1.8765712e-05,0.0011782234,0.019427458,0.97937554,0.5990637589913389,0.9999812
28,0.5999999999999999,neutral,0.9167949,0.07980608,0.0014726638,0.0019264277,0.5990637589913389,0.08320518
29,0.3,forced,0.5847478,0.16312237,0.15251559,0.09961424,0.2989610008318518,0.41525218
29,0.3,neutral,0.7518805,0.14716807,0.04351014,0.057441335,0.2989610008318518,0.24811955
29,0.35,forced,0.4319566,0.3011866,0.1658014,0.1010554,0.3495245396271347,0.5680434
29,0.35,neutral,0.8996655,0.077720895,0.016235765,0.0063779103,0.3495245396271347,0.10033458
29,0.39999999999999997,forced,0.20001535,0.4782607,0.1877206,0.13400337,0.3984569965257956,0.7999847
29,0.39999999999999997,neutral,0.60155743,0.1988425,0.1465045,0.05309554,0.3984569965257956,0.39844254
29,0.44999999999999996,forced,0.0014201372,0.5795956,0.16410623,0.25487795,0.44902053532107844,0.99857986
29,0.44999999999999996,neutral,0.7805581,0.17334224,0.034342714,0.011756923,0.44902053532107844,0.21944189
29,0.49999999999999994,forced,0.0002012616,0.08970074,0.3189494,0.5911486,0.4995840741163614,0.9997988
29,0.49999999999999994,neutral,0.93751764,0.05920536,0.0020557817,0.001221247,0.4995840741163614,0.06248239
29,0.5499999999999999,forced,1.2902584e-05,0.0014340759,0.03340034,0.9651526,0.5485165310150223,0.999987
29,0.5499999999999999,neutral,0.88752156,0.103088364,0.0073092305,0.002080849,0.5485165310150223,0.11247844
29,0.5999999999999999,forced,1.6880804e-05,0.0016492717,0.028931726,0.96940213,0.5990800698103051,0.99998313
29,0.5999999999999999,neutral,0.9639987,0.035333067,0.00045313608,0.0002150987,0.5990800698103051,0.036001302
30,0.3,forced,0.7835369,0.16133912,0.016974414,0.038149558,0.298977311650818,0.21646309
30,0.3,neutral,0.75727916,0.15577027,0.031694286,0.055256315,0.298977311650818,0.24272087
30,0.35,forced,0.73426306,0.18601817,0.022586586,0.057132214,0.3495408504461009,0.26573697
30,0.35,neutral,0.70125896,0.16565296,0.042971388,0.090116695,0.3495408504461009,0.29874104
30,0.39999999999999997,forced,0.4691291,0.37227613,0.046444565,0.11215023,0.3984733073447618,0.5308709
30,0.39999999999999997,neutral,0.18863313,0.5860839,0.042098396,0.18318462,0.3984733073447618,0.8113669
30,0.44999999999999996,forced,0.1440849,0.5781658,0.076928556,0.20082076,0.4490368461400447,0.8559151
30,0.44999999999999996,neutral,0.45003915,0.33155814,0.051003285,0.1673994,0.4490368461400447,0.54996085
30,0.49999999999999994,forced,0.00025411687,0.4257358,0.06288091,0.51112914,0.49960038493532755,0.99974585
30,0.49999999999999994,neutral,0.995348,0.0045983894,2.6348318e-05,2.729351e-05,0.49960038493532755,0.004652031
30,0.5499999999999999,forced,6.967913e-05,0.13460928,0.04297538,0.8223456,0.5485328418339885,0.99993026
30,0.5499999999999999,neutral,0.65007555,0.34631532,0.00080721395,0.0028018865,0.5485328418339885,0.34992445
30,0.5999999999999999,forced,1.8056462e-05,0.0010634642,0.03565077,0.9632677,0.5990963806292714,0.99998194
30,0.5999999999999999,neutral,0.25803787,0.7333742,0.0016854669,0.006902498,0.5990963806292714,0.74196213
31,0.3,forced,0.70653063,0.16517247,0.04443697,0.08385994,0.2989936224697842,0.2934694
31,0.3,neutral,0.025386715,0.32740822,0.16170928,0.4854958,0.2989936224697842,0.9746133
31,0.35,forced,0.78713405,0.14577335,0.023349375,0.043743245,0.34955716126506714,0.21286598
31,0.35,neutral,0.8644327,0.111764684,0.009718528,0.014084053,0.34955716126506714,0.13556726
31,0.39999999999999997,forced,0.8730151,0.10310608,0.009671339,0.014207433,0.398489618163728,0.12698485
31,0.39999999999999997,neutral,0.7848473,0.14227885,0.03702406,0.035849757,0.398489618163728,0.21515265
31,0.44999999999999996,forced,0.6422368,0.2654135,0.03137415,0.060975533,0.44905315695901094,0.35776317
31,0.44999999999999996,neutral,0.5626233,0.29628718,0.053592555,0.08749692,0.44905315695901094,0.43737668
31,0.49999999999999994,forced,0.0025861592,0.71352804,0.055065446,0.2288204,0.4996166957542939,0.9974139
31,0.49999999999999994,neutral,0.9134062,0.085384205,0.00043290635,0.0007767241,0.4996166957542939,0.08659384
31,0.5499999999999999,forced,0.00012534084,0.52861315,0.06030975,0.41095176,0.5485491526529547,0.9998747
31,0.5499999999999999,neutral,0.9847118,0.01515047,7.5894444e-05,6.180054e-05,0.5485491526529547,0.015288165
31,0.5999999999999999,forced,0.00011003205,0.38065845,0.031798013,0.5874335,0.5991126914482376,0.99988997
31,0.5999999999999999,neutral,0.8940918,0.102849245,0.0015798236,0.0014791326,0.5991126914482376,0.1059082
32,0.3,forced,0.50122654,0.24652143,0.087761715,0.16449031,0.2990099332887504,0.49877346
32,0.3,neutral,0.7659074,0.15194497,0.03196881,0.05017885,0.2990099332887504,0.23409262
32,0.35,forced,0.63485867,0.18262687,0.0719244,0.1105901,0.34957347208403333,0.3651414
32,0.35,neutral,0.12916164,0.54525775,0.26889136,0.056689214,0.34957347208403333,0.87083834
32,0.39999999999999997,forced,0.6350128,0.18646373,0.062289316,0.11623412,0.3985059289826942,0.36498716
32,0.39999999999999997,neutral,0.82778597,0.1338551,0.0156154875,0.022743393,0.3985059289826942,0.17221399
32,0.44999999999999996,forced,0.011042647,0.60830885,0.14623022,0.2344183,0.4490694677779771,0.9889574
32,0.44999999999999996,neutral,0.86347234,0.11077386,0.012356084,0.013397684,0.4490694677779771,0.13652763
32,0.49999999999999994,forced,0.001394018,0.522118,0.12786171,0.34862632,0.49963300657326004,0.998606
32,0.49999999999999994,neutral,0.9901265,0.009755648,5.582177e-05,6.1989456e-05,0.49963300657326004,0.009873459
32,0.5499999999999999,forced,0.0001986919,0.17719267,0.11347618,0.70913243,0.5485654634719209,0.9998013
32,0.5499999999999999,neutral,0.9789054,0.02071124,0.00020256112,0.00018078586,0.5485654634719209,0.021094587
32,0.5999999999999999,forced,2.5667356e-05,0.009676477,0.028944274,0.9613536,0.5991290022672039,0.99997437
32,0.5999999999999999,neutral,0.8206147,0.17742816,0.00046208766,0.0014950605,0.5991290022672039,0.1793853
33,0.3,forced,0.4104527,0.20907483,0.104648314,0.27582413,0.29902624410771667,0.5895473
33,0.3,neutral,0.81737965,0.12271814,0.038615596,0.021286596,0.29902624410771667,0.18262033
33,0.35,forced,0.10924246,0.36202368,0.12757854,0.40115532,0.3495897829029996,0.89075756
33,0.35,neutral,0.040630125,0.62650883,0.26907626,0.06378481,0.3495897829029996,0.9593699
33,0.39999999999999997,forced,0.09097481,0.3811268,0.11438502,0.41351336,0.39852223980166046,0.9090252
33,0.39999999999999997,neutral,0.9085871,0.06892093,0.019854225,0.0026378087,0.39852223980166046,0.09141297
33,0.44999999999999996,forced,0.00018576221,0.16773476,0.0486488,0.7834307,0.4490857785969434,0.9998143
33,0.44999999999999996,neutral,0.9013713,0.051149208,0.045604102,0.0018753812,0.4490857785969434,0.09862869
33,0.49999999999999994,forced,6.3501764e-05,0.11370288,0.038000375,0.8482332,0.49964931739222623,0.99993646
33,0.49999999999999994,neutral,0.82942456,0.12891468,0.038581397,0.0030793545,0.49964931739222623,0.17057544
33,0.5499999999999999,forced,6.4119056e-05,0.03834622,0.01606397,0.94552577,0.5485817742908872,0.999936
33,0.5499999999999999,neutral,0.97845745,0.02105341,0.0003671018,0.0001220841,0.5485817742908872,0.021542594
33,0.5999999999999999,forced,1.9368754e-05,0.004278852,0.013677349,0.9820244,0.59914531308617,0.99998057
33,0.5999999999999999,neutral,0.99832696,0.0015606408,9.9680714e-05,1.2723978e-05,0.59914531308617,0.0016730455
34,0.3,forced,0.5773023,0.16573676,0.08618367,0.17077729,0.29904255492668286,0.42269772
34,0.3,neutral,0.72675854,0.15167335,0.04323899,0.078329146,0.29904255492668286,0.2732415
34,0.35,forced,0.6121668,0.15808791,0.0885397,0.14120553,0.34960609372196577,0.38783312
34,0.35,neutral,0.8273306,0.12398861,0.027985353,0.02069543,0.34960609372196577,0.1726694
34,0.39999999999999997,forced,0.0152908,0.5938017,0.06789124,0.32301623,0.39853855062062665,0.98470914
34,0.39999999999999997,neutral,0.7970033,0.13690838,0.040185846,0.025902476,0.39853855062062665,0.2029967
34,0.44999999999999996,forced,0.0021355927,0.30696425,0.07744973,0.6134504,0.44910208941590957,0.99786437
34,0.44999999999999996,neutral,0.8302475,0.13261466,0.018569035,0.018568795,0.44910208941590957,0.1697525
34,0.49999999999999994,forced,0.00022865715,0.19956835,0.043680623,0.75652236,0.4996656282111925,0.99977136
34,0.49999999999999994,neutral,0.858597,0.12690757,0.006120082,0.008375329,0.4996656282111925,0.14140299
34,0.5499999999999999,forced,6.4741595e-05,0.012734202,0.042214736,0.9449862,0.5485980851098534,0.99993515
34,0.5499999999999999,neutral,0.7812369,0.19268736,0.012278495,0.0137972655,0.5485980851098534,0.21876313
34,0.5999999999999999,forced,2.2269309e-05,0.0014154712,0.039162602,0.9593997,0.5991616239051363,0.99997777
34,0.5999999999999999,neutral,0.8930537,0.100219235,0.003506,0.003221015,0.5991616239051363,0.106946245
35,0.3,forced,0.72963524,0.1554863,0.041810025,0.07306845,0.2990588657456491,0.27036476
35,0.3,neutral,0.7634173,0.14314985,0.041407615,0.05202522,0.2990588657456491,0.2365827
35,0.35,forced,0.77293247,0.14274542,0.036572628,0.047749456,0.349622404540932,0.2270675
35,0.35,neutral,0.63594687,0.17046927,0.07858588,0.11499794,0.349622404540932,0.36405307
35,0.39999999999999997,forced,0.008287661,0.68613,0.06283678,0.2427456,0.3985548614395929,0.99171233
35,0.39999999999999997,neutral,0.96269053,0.036351856,0.00044959778,0.0005080013,0.3985548614395929,0.037309457
35,0.44999999999999996,forced,0.00040729082,0.8814827,0.014642507,0.10346751,0.4491184002348758,0.9995927
35,0.44999999999999996,neutral,0.71925443,0.20021458,0.03146271,0.049068235,0.4491184002348758,0.28074554
35,0.49999999999999994,forced,0.00028459204,0.54591596,0.03242829,0.42137116,0.4996819390301587,0.9997154
35,0.49999999999999994,neutral,0.9548,0.043340173,0.0010081732,0.0008516229,0.4996819390301587,0.045199968
35,0.5499999999999999,forced,7.462844e-05,0.046911497,0.042849943,0.910164,0.5486143959288196,0.99992543
35,0.5499999999999999,neutral,0.94568765,0.053319566,0.0006254206,0.00036736042,0.5486143959288196,0.05431235
35,0.5999999999999999,forced,2.0876225e-05,0.0019357139,0.020395378,0.97764796,0.5991779347241025,0.9999791
35,0.5999999999999999,neutral,0.7115499,0.26863742,0.013439071,0.0063736364,0.5991779347241025,0.28845012
36,0.3,forced,0.4209156,0.2676556,0.10657487,0.20485392,0.2990751765646153,0.5790844
36,0.3,neutral,0.77579075,0.13313106,0.048253037,0.04282514,0.2990751765646153,0.22420922
36,0.35,forced,0.6513953,0.16171771,0.06606887,0.12081806,0.3496387153598982,0.34860465
36,0.35,neutral,0.7339963,0.17726478,0.05266475,0.036074217,0.3496387153598982,0.26600376
36,0.39999999999999997,forced,0.51837575,0.19508497,0.092490114,0.19404913,0.3985711722585591,0.48162425
36,0.39999999999999997,neutral,0.8067142,0.13914442,0.0350988,0.019042665,0.3985711722585591,0.19328588
36,0.44999999999999996,forced,0.08055933,0.49118486,0.14114137,0.28711444,0.44913471105384206,0.9194407
36,0.44999999999999996,neutral,0.852769,0.11824943,0.019248905,0.009732692,0.44913471105384206,0.14723103
36,0.49999999999999994,forced,0.004827314,0.64445764,0.06263619,0.28807884,0.4996982498491249,0.9951727
36,0.49999999999999994,neutral,0.8595031,0.098511964,0.039144635,0.0028403695,0.4996982498491249,0.14049697
36,0.5499999999999999,forced,0.000172854,0.44725722,0.035457596,0.5171124,0.5486307067477858,0.9998272
36,0.5499999999999999,neutral,0.9593784,0.0392768,0.0010922537,0.00025251415,0.5486307067477858,0.04062157
36,0.5999999999999999,forced,2.0289857e-05,0.0021296483,0.019271305,0.97857875,0.5991942455430688,0.9999797
36,0.5999999999999999,neutral,0.70041746,0.26362157,0.028147046,0.0078139175,0.5991942455430688,0.29958254
37,0.3,forced,0.8659193,0.09831462,0.015475634,0.020290414,0.29909148738358154,0.13408066
37,0.3,neutral,0.7220267,0.15648419,0.040775437,0.08071359,0.29909148738358154,0.2779732
37,0.35,forced,0.8019266,0.13799115,0.02708517,0.03299711,0.34965502617886446,0.19807342
37,0.35,neutral,0.6747017,0.17351216,0.0499421,0.10184403,0.34965502617886446,0.3252983
37,0.39999999999999997,forced,0.7187854,0.18486342,0.03637371,0.059977483,0.39858748307752534,0.2812146
37,0.39999999999999997,neutral,0.68509483,0.19704077,0.040505037,0.077359326,0.39858748307752534,0.31490514
37,0.44999999999999996,forced,0.51609254,0.24743357,0.06510807,0.17136583,0.44915102187280825,0.48390746
37,0.44999999999999996,neutral,0.8478097,0.12884502,0.009534807,0.013810436,0.44915102187280825,0.15219027
37,0.49999999999999994,forced,0.00023256938,0.49660498,0.042698033,0.46046442,0.49971456066809117,0.9997674
