sample_number,eval_time,type,0,1,2,3,time,any_bif
6,0.3,forced,0.585546,0.15769091,0.096367225,0.16039586,0.2985858519956287,0.41445398
6,0.3,neutral,0.62258214,0.18274793,0.09211235,0.10255754,0.2985858519956287,0.3774178
6,0.35,forced,0.61022466,0.15444985,0.097962126,0.13736334,0.3491493907909116,0.3897753
6,0.35,neutral,0.6448332,0.22424254,0.0516858,0.0792384,0.3491493907909116,0.35516673
6,0.39999999999999997,forced,0.5726098,0.19141217,0.097978815,0.1379992,0.39971292958619453,0.4273902
6,0.39999999999999997,neutral,0.7154757,0.19294712,0.038125653,0.05345152,0.39971292958619453,0.2845243
6,0.44999999999999996,forced,0.45710582,0.24138868,0.09844802,0.20305748,0.44864538648485547,0.5428942
6,0.44999999999999996,neutral,0.9191736,0.074365065,0.0031045652,0.0033567238,0.44864538648485547,0.08082636
6,0.49999999999999994,forced,0.15977517,0.5133966,0.108178,0.21865018,0.4992089252801383,0.8402248
6,0.49999999999999994,neutral,0.9728187,0.02641573,0.00047534687,0.00029029945,0.4992089252801383,0.027181376
6,0.5499999999999999,forced,0.0006165098,0.41864973,0.11746863,0.4632651,0.5497724640754212,0.99938345
6,0.5499999999999999,neutral,0.8502325,0.13472272,0.0079490235,0.0070957034,0.5497724640754212,0.14976746
6,0.5999999999999999,forced,4.0389667e-05,0.010782715,0.076852426,0.9123244,0.5987049209740821,0.9999596
6,0.5999999999999999,neutral,0.9556122,0.043768458,0.000304817,0.0003145469,0.5987049209740821,0.044387825
7,0.3,forced,0.5801221,0.1550202,0.12207477,0.14278296,0.2986021628145949,0.41987792
7,0.3,neutral,0.87331784,0.10143842,0.010851407,0.014392336,0.2986021628145949,0.12668216
7,0.35,forced,0.6640416,0.1545161,0.08684149,0.09460087,0.3491657016098778,0.33595848
7,0.35,neutral,0.4512784,0.19539633,0.130613,0.22271228,0.3491657016098778,0.5487216
7,0.39999999999999997,forced,0.0045797946,0.6518699,0.05721432,0.286336,0.3997292404051607,0.9954202
7,0.39999999999999997,neutral,0.5544151,0.19740237,0.0871078,0.16107471,0.3997292404051607,0.4455849
7,0.44999999999999996,forced,0.00032386745,0.5122487,0.059896927,0.42753053,0.4486616973038216,0.99967617
7,0.44999999999999996,neutral,0.8004015,0.14333315,0.0238002,0.032465205,0.4486616973038216,0.19959855
7,0.49999999999999994,forced,0.00027786073,0.15426667,0.09238712,0.7530684,0.4992252360991046,0.9997222
7,0.49999999999999994,neutral,0.85923016,0.13690022,0.0014791859,0.0023904815,0.4992252360991046,0.14076987
7,0.5499999999999999,forced,5.0983548e-05,0.018997986,0.0736403,0.90731066,0.5497887748943875,0.999949
7,0.5499999999999999,neutral,0.98762006,0.012209655,8.9365865e-05,8.0929756e-05,0.5497887748943875,0.012379951
7,0.5999999999999999,forced,1.45094145e-05,0.0012963809,0.030445177,0.9682439,0.5987212317930484,0.99998546
7,0.5999999999999999,neutral,0.9835943,0.01621612,7.697179e-05,0.0001125853,0.5987212317930484,0.016405677
8,0.3,forced,0.5803386,0.16969809,0.09197764,0.15798566,0.29861847363356114,0.41966137
8,0.3,neutral,0.68364686,0.1538226,0.08962328,0.07290724,0.29861847363356114,0.3163531
8,0.35,forced,0.6593486,0.16219205,0.0687157,0.1097437,0.34918201242884406,0.34065145
8,0.35,neutral,0.75063145,0.14013758,0.05222404,0.057006896,0.34918201242884406,0.24936852
8,0.39999999999999997,forced,0.2373383,0.2957417,0.12742418,0.33949584,0.39974555122412697,0.7626617
8,0.39999999999999997,neutral,0.9355175,0.05778175,0.004815534,0.0018851815,0.39974555122412697,0.064482465
8,0.44999999999999996,forced,0.0034600976,0.56465936,0.13269852,0.299182,0.4486780081227878,0.9965399
8,0.44999999999999996,neutral,0.855951,0.08434764,0.057570808,0.0021305508,0.4486780081227878,0.144049
8,0.49999999999999994,forced,0.08309465,0.49997252,0.13686013,0.28007272,0.49924154691807077,0.9169054
8,0.49999999999999994,neutral,0.39176133,0.3579807,0.24137524,0.008882785,0.49924154691807077,0.6082387
8,0.5499999999999999,forced,0.00019596599,0.43191808,0.050952394,0.51693356,0.5498050857133536,0.999804
8,0.5499999999999999,neutral,0.7143425,0.18219544,0.09952428,0.0039377417,0.5498050857133536,0.28565747
8,0.5999999999999999,forced,3.7655354e-05,0.018797927,0.02619026,0.9549742,0.5987375426120145,0.99996233
8,0.5999999999999999,neutral,0.89608574,0.100961246,0.0019948874,0.00095805776,0.5987375426120145,0.10391419
9,0.3,forced,0.43587756,0.3301323,0.06397991,0.17001025,0.29863478445252734,0.5641225
9,0.3,neutral,0.019013897,0.84861785,0.011341044,0.121027276,0.29863478445252734,0.9809862
9,0.35,forced,0.41854864,0.27723745,0.072918944,0.23129502,0.34919832324781025,0.5814514
9,0.35,neutral,0.55275273,0.30496332,0.03533397,0.106949985,0.34919832324781025,0.44724727
9,0.39999999999999997,forced,0.01448749,0.44144827,0.1007012,0.44336304,0.39976186204309316,0.9855125
9,0.39999999999999997,neutral,0.68975216,0.21546867,0.028934995,0.0658442,0.39976186204309316,0.31024787
9,0.44999999999999996,forced,0.0008376596,0.11557796,0.09218818,0.7913962,0.44869431894175404,0.9991623
9,0.44999999999999996,neutral,0.84233725,0.14822397,0.0028334176,0.006605331,0.44869431894175404,0.1576627
9,0.49999999999999994,forced,0.00018281725,0.19874337,0.038999073,0.76207477,0.4992578577370369,0.99981725
9,0.49999999999999994,neutral,0.012135992,0.47253162,0.043487817,0.47184458,0.4992578577370369,0.987864
9,0.5499999999999999,forced,1.3344901e-05,0.0031279009,0.017941818,0.97891694,0.5498213965323199,0.99998665
9,0.5499999999999999,neutral,0.50648105,0.21121833,0.07502858,0.20727205,0.5498213965323199,0.49351895
9,0.5999999999999999,forced,9.121655e-06,0.0006367302,0.023883317,0.97547084,0.5987538534309808,0.9999909
9,0.5999999999999999,neutral,0.9600107,0.039582178,0.00023566264,0.0001714475,0.5987538534309808,0.03998929
10,0.3,forced,0.17449111,0.29067466,0.13383403,0.4010002,0.2986510952714936,0.8255089
10,0.3,neutral,0.84014523,0.11880668,0.019108275,0.021939848,0.2986510952714936,0.1598548
10,0.35,forced,0.48265353,0.17970318,0.1428245,0.19481882,0.3492146340667765,0.5173465
10,0.35,neutral,0.3930494,0.51529413,0.014530091,0.0771264,0.3492146340667765,0.6069506
10,0.39999999999999997,forced,0.13162139,0.35653257,0.14480208,0.367044,0.3997781728620594,0.86837864
10,0.39999999999999997,neutral,0.3131939,0.2652809,0.14070532,0.28081992,0.3997781728620594,0.68680614
10,0.44999999999999996,forced,0.0009821594,0.2151669,0.1291377,0.6547133,0.4487106297607203,0.99901783
10,0.44999999999999996,neutral,0.80654067,0.16811275,0.010812508,0.014534083,0.4487106297607203,0.19345935
10,0.49999999999999994,forced,2.9584244e-05,0.007921797,0.059344333,0.93270427,0.49927416855600326,0.9999704
10,0.49999999999999994,neutral,0.80984545,0.18670703,0.0011587268,0.0022888465,0.49927416855600326,0.19015461
10,0.5499999999999999,forced,1.8115437e-05,0.0012629082,0.024336342,0.9743826,0.5498377073512861,0.9999818
10,0.5499999999999999,neutral,0.8753575,0.12213073,0.001379007,0.00113269,0.5498377073512861,0.124642424
10,0.5999999999999999,forced,1.4695669e-05,0.00083125045,0.026252974,0.97290105,0.598770164249947,0.9999853
10,0.5999999999999999,neutral,0.9977044,0.0022581506,2.5634416e-05,1.1770386e-05,0.598770164249947,0.0022955553
11,0.3,forced,0.7214979,0.15610416,0.04787083,0.07452714,0.2986674060904598,0.27850214
11,0.3,neutral,0.71757746,0.1472968,0.06777078,0.06735499,0.2986674060904598,0.28242257
11,0.35,forced,0.7879944,0.14304313,0.028170496,0.04079195,0.3492309448857427,0.21200559
11,0.35,neutral,0.78367615,0.13361938,0.052759726,0.029944723,0.3492309448857427,0.21632382
11,0.39999999999999997,forced,0.7166365,0.18710823,0.03834552,0.057909798,0.3997944836810256,0.28336355
11,0.39999999999999997,neutral,0.8582347,0.1116329,0.01657911,0.013553242,0.3997944836810256,0.14176525
11,0.44999999999999996,forced,0.31798804,0.43332085,0.06039678,0.1882943,0.4487269405796865,0.68201196
11,0.44999999999999996,neutral,0.9187969,0.0682936,0.010678483,0.0022310088,0.4487269405796865,0.081203096
11,0.49999999999999994,forced,0.0002814161,0.58604926,0.044435672,0.36923367,0.4992904793749694,0.9997186
11,0.49999999999999994,neutral,0.8792969,0.10569539,0.010419376,0.0045883553,0.4992904793749694,0.12070312
11,0.5499999999999999,forced,0.00012533204,0.05730795,0.026940579,0.91562617,0.5498540181702524,0.9998747
11,0.5499999999999999,neutral,0.94996166,0.047750447,0.0017158281,0.0005720735,0.5498540181702524,0.05003835
11,0.5999999999999999,forced,1.6980675e-05,0.0017225068,0.016704503,0.98155606,0.5987864750689132,0.9999831
11,0.5999999999999999,neutral,0.99088395,0.00824749,0.00081480417,5.380584e-05,0.5987864750689132,0.0091161
12,0.3,forced,0.9096166,0.075545505,0.0077005527,0.0071373964,0.298683716909426,0.090383455
12,0.3,neutral,0.26940495,0.33033726,0.10402348,0.2962343,0.298683716909426,0.73059505
12,0.35,forced,0.8548194,0.12180646,0.011209388,0.012164749,0.34924725570470894,0.14518058
12,0.35,neutral,0.5700445,0.16834135,0.09096993,0.1706442,0.34924725570470894,0.42995548
12,0.39999999999999997,forced,0.20554213,0.5129432,0.101035394,0.18047926,0.39981079449999185,0.7944579
12,0.39999999999999997,neutral,0.81002533,0.13261235,0.02535527,0.03200712,0.39981079449999185,0.18997473
12,0.44999999999999996,forced,0.027078563,0.5803069,0.16150951,0.23110501,0.44874325139865273,0.97292143
12,0.44999999999999996,neutral,0.9151433,0.0786696,0.002316738,0.0038703945,0.44874325139865273,0.08485673
12,0.49999999999999994,forced,0.0003252928,0.6107958,0.097072005,0.2918069,0.4993067901939357,0.9996747
12,0.49999999999999994,neutral,0.8486654,0.13234195,0.0076320455,0.011360606,0.4993067901939357,0.1513346
12,0.5499999999999999,forced,0.00018989932,0.44303638,0.17125402,0.3855197,0.5498703289892185,0.9998101
12,0.5499999999999999,neutral,0.9172084,0.079687215,0.0013675083,0.0017368887,0.5498703289892185,0.08279161
12,0.5999999999999999,forced,1.4957947e-05,0.0012452836,0.020305667,0.9784341,0.5988027858878794,0.99998504
12,0.5999999999999999,neutral,0.83106077,0.16065948,0.0026924082,0.0055873347,0.5988027858878794,0.16893922
13,0.3,forced,0.7699163,0.14125451,0.036830705,0.05199846,0.29870002772839227,0.23008367
13,0.3,neutral,0.68337566,0.14769915,0.06978408,0.099141076,0.29870002772839227,0.31662428
13,0.35,forced,0.67022413,0.1755884,0.055697702,0.09848976,0.34926356652367513,0.32977587
13,0.35,neutral,0.82192296,0.14987195,0.0075112386,0.020693827,0.34926356652367513,0.17807701
13,0.39999999999999997,forced,0.6036166,0.24632668,0.05634721,0.09370951,0.39982710531895804,0.3963834
13,0.39999999999999997,neutral,0.6934577,0.18855403,0.050786912,0.06720136,0.39982710531895804,0.3065423
13,0.44999999999999996,forced,0.018128302,0.6417469,0.09668174,0.24344306,0.4487595622176189,0.98187166
13,0.44999999999999996,neutral,0.27362198,0.41408244,0.0796141,0.23268148,0.4487595622176189,0.726378
13,0.49999999999999994,forced,0.0005747228,0.6591257,0.050839268,0.28946033,0.49932310101290184,0.9994253
13,0.49999999999999994,neutral,0.9451291,0.053710032,0.00038562008,0.0007752095,0.49932310101290184,0.054870863
13,0.5499999999999999,forced,0.00020944746,0.5727461,0.05857725,0.36846724,0.5498866398081848,0.99979055
13,0.5499999999999999,neutral,0.8655244,0.1296185,0.0014378943,0.0034192253,0.5498866398081848,0.1344756
13,0.5999999999999999,forced,3.0494852e-05,0.0070191957,0.02385935,0.96909094,0.5988190967068456,0.9999695
13,0.5999999999999999,neutral,0.7100352,0.27291045,0.0052510216,0.011803311,0.5988190967068456,0.28996477
14,0.3,forced,0.81734717,0.12448025,0.023376342,0.034796305,0.29871633854735846,0.18265289
14,0.3,neutral,0.6118514,0.21412392,0.053247266,0.12077744,0.29871633854735846,0.3881486
14,0.35,forced,0.86784333,0.100918494,0.012841639,0.018396476,0.3492798773426414,0.13215661
14,0.35,neutral,0.62840044,0.1837565,0.053308588,0.13453445,0.3492798773426414,0.37159956
14,0.39999999999999997,forced,0.7161404,0.1734257,0.0459973,0.064436644,0.3998434161379243,0.28385964
14,0.39999999999999997,neutral,0.5215107,0.26956004,0.018427145,0.19050205,0.3998434161379243,0.47848922
14,0.44999999999999996,forced,0.049544908,0.58005476,0.12207346,0.24832685,0.44877587303658517,0.95045507
14,0.44999999999999996,neutral,0.71872556,0.21080068,0.024527822,0.045945916,0.44877587303658517,0.2812744
14,0.49999999999999994,forced,0.00015718419,0.33277586,0.09805575,0.5690112,0.49933941183186803,0.9998428
14,0.49999999999999994,neutral,0.75853306,0.23700741,0.0008301951,0.0036293596,0.49933941183186803,0.24146695
14,0.5499999999999999,forced,3.0067496e-05,0.0041293926,0.06322927,0.9326113,0.549902950627151,0.99996996
14,0.5499999999999999,neutral,0.7882694,0.20405304,0.0020320243,0.005645472,0.549902950627151,0.21173054
14,0.5999999999999999,forced,1.5092398e-05,0.0007860911,0.030029893,0.96916896,0.5988354075258119,0.9999849
14,0.5999999999999999,neutral,0.768569,0.22575364,0.001804522,0.0038727943,0.5988354075258119,0.23143095
15,0.3,forced,0.57318145,0.16406354,0.07822427,0.18453078,0.2987326493663247,0.4268186
15,0.3,neutral,0.7000157,0.15193224,0.063404545,0.084647484,0.2987326493663247,0.29998428
15,0.35,forced,0.5563997,0.19615282,0.06846186,0.17898566,0.34929618816160757,0.44360033
15,0.35,neutral,0.7829762,0.13460973,0.038377915,0.044036146,0.34929618816160757,0.21702379
15,0.39999999999999997,forced,0.40218782,0.3001493,0.07747226,0.22019061,0.3998597269568905,0.5978122
15,0.39999999999999997,neutral,0.71776235,0.16153768,0.050138127,0.070561774,0.3998597269568905,0.2822376
15,0.44999999999999996,forced,0.0021852613,0.61804426,0.16538313,0.21438737,0.4487921838555514,0.9978147
15,0.44999999999999996,neutral,0.9594759,0.039004132,0.0006421804,0.0008778024,0.4487921838555514,0.040524114
15,0.49999999999999994,forced,0.00025183536,0.29134983,0.1180735,0.5903248,0.4993557226508343,0.9997481
15,0.49999999999999994,neutral,0.8361801,0.15398966,0.003223595,0.006606699,0.4993557226508343,0.16381995
15,0.5499999999999999,forced,1.8467961e-05,0.0017721846,0.038160972,0.9600484,0.5499192614461172,0.9999815
15,0.5499999999999999,neutral,0.5150646,0.45282024,0.007559399,0.024555754,0.5499192614461172,0.48493537
15,0.5999999999999999,forced,1.2504604e-05,0.00066452584,0.02458504,0.97473794,0.5988517183447781,0.9999875
15,0.5999999999999999,neutral,0.7943734,0.20308165,0.0011037749,0.0014411202,0.5988517183447781,0.20562655
16,0.3,forced,0.6362332,0.15906891,0.0811129,0.12358501,0.2987489601852909,0.36376682
16,0.3,neutral,0.7358784,0.1412807,0.058050044,0.06479083,0.2987489601852909,0.2641216
16,0.35,forced,0.5995717,0.20481078,0.07417773,0.121439815,0.3493124989805738,0.40042832
16,0.35,neutral,0.7525959,0.16962197,0.036290646,0.041491486,0.3493124989805738,0.2474041
16,0.39999999999999997,forced,0.476856,0.24666925,0.08406155,0.19241317,0.39987603777585673,0.52314395
16,0.39999999999999997,neutral,0.8527279,0.11606799,0.013668989,0.017535083,0.39987603777585673,0.14727205
16,0.44999999999999996,forced,0.008109738,0.54814833,0.072108194,0.3716337,0.4488084946745176,0.99189025
16,0.44999999999999996,neutral,0.84280586,0.13170335,0.013624323,0.011866437,0.4488084946745176,0.15719411
16,0.49999999999999994,forced,0.000114176924,0.49591738,0.035527468,0.468441,0.4993720334698005,0.99988586
16,0.49999999999999994,neutral,0.85528696,0.12768482,0.0074454844,0.009582737,0.4993720334698005,0.14471304
16,0.5499999999999999,forced,0.00010163312,0.034665704,0.1038777,0.86135495,0.5499355722650834,0.9998983
16,0.5499999999999999,neutral,0.9378688,0.059536118,0.0010865282,0.0015085421,0.5499355722650834,0.06213119
16,0.5999999999999999,forced,1.6592547e-05,0.00063115725,0.01697461,0.98237765,0.5988680291637443,0.99998343
16,0.5999999999999999,neutral,0.98756254,0.012297059,7.061252e-05,6.979698e-05,0.5988680291637443,0.012437469
17,0.3,forced,0.5989292,0.1634334,0.07210432,0.16553308,0.29876527100425715,0.4010708
17,0.3,neutral,0.7555436,0.1419451,0.038499124,0.064012244,0.29876527100425715,0.24445646
17,0.35,forced,0.78332806,0.14522043,0.027033653,0.044417877,0.34932880979954,0.21667196
17,0.35,neutral,0.7795868,0.13911855,0.03374704,0.04754757,0.34932880979954,0.22041318
17,0.39999999999999997,forced,0.26278633,0.40435782,0.07287099,0.25998485,0.3998923485948229,0.7372137
17,0.39999999999999997,neutral,0.8587834,0.122554824,0.005534801,0.013126904,0.3998923485948229,0.14121653
17,0.44999999999999996,forced,0.0745614,0.5887409,0.11777147,0.21892624,0.44882480549348375,0.9254386
17,0.44999999999999996,neutral,0.90103054,0.086455174,0.0055501317,0.0069641755,0.44882480549348375,0.09896948
17,0.49999999999999994,forced,7.819696e-05,0.26564515,0.06587781,0.66839886,0.4993883442887667,0.9999218
17,0.49999999999999994,neutral,0.95827705,0.040549222,0.00048230257,0.0006914792,0.4993883442887667,0.041723005
17,0.5499999999999999,forced,0.00010936605,0.23356035,0.15977626,0.60655403,0.5499518830840496,0.9998906
17,0.5499999999999999,neutral,0.87505805,0.12133559,0.0010943646,0.0025119947,0.5499518830840496,0.124941945
17,0.5999999999999999,forced,6.775693e-05,0.006664434,0.032208104,0.9610597,0.5988843399827105,0.9999322
17,0.5999999999999999,neutral,0.8544693,0.14247876,0.00084564724,0.002206259,0.5988843399827105,0.14553067
18,0.3,forced,0.65742725,0.16200517,0.068908535,0.111659035,0.29878158182322334,0.34257275
18,0.3,neutral,0.6300237,0.16832663,0.08675818,0.11489147,0.29878158182322334,0.36997628
18,0.35,forced,0.5982322,0.16238621,0.093024746,0.1463568,0.34934512061850626,0.4017678
18,0.35,neutral,0.7293728,0.14864263,0.0599419,0.062042724,0.34934512061850626,0.27062726
18,0.39999999999999997,forced,0.64088744,0.18530771,0.06854449,0.10526035,0.39990865941378917,0.35911253
18,0.39999999999999997,neutral,0.7215745,0.17977694,0.087380715,0.011267845,0.39990865941378917,0.27842548
18,0.44999999999999996,forced,0.5608689,0.20352438,0.09660989,0.13899678,0.44884111631245005,0.43913105
18,0.44999999999999996,neutral,0.74803025,0.1927127,0.042036146,0.017220916,0.44884111631245005,0.25196975
18,0.49999999999999994,forced,0.00053193,0.47355062,0.13536894,0.39054853,0.49940465510773296,0.9994681
18,0.49999999999999994,neutral,0.8871392,0.104217194,0.0050596977,0.0035839207,0.49940465510773296,0.112860814
18,0.5499999999999999,forced,0.00019248156,0.36726838,0.15162659,0.48091254,0.5499681939030159,0.9998075
