k,variable,value
0.3311662332466493,0_real,0.3786466155270229
0.3310162032406482,0_real,0.3784177118374159
0.33086617323464695,0_real,0.3781889237499445
0.33071614322864573,0_real,0.37796025107927356
0.3305661132226445,0_real,0.37773169364048725
0.3304160832166433,0_real,0.3775032512490958
0.3302660532106422,0_real,0.37727492372103266
0.33011602320464095,0_real,0.3770467108726435
0.32996599319863973,0_real,0.3768186125206976
0.3298159631926385,0_real,0.37659062848237956
0.3296659331866373,0_real,0.3763627585752912
0.32951590318063617,0_real,0.37613500261744565
0.32936587317463495,0_real,0.3759073604272713
0.3292158431686337,0_real,0.3756798318236059
0.3290658131626325,0_real,0.3754524166257001
0.3289157831566313,0_real,0.37522511465321484
0.32876575315063017,0_real,0.3749979257262151
0.32861572314462895,0_real,0.3747708496651726
0.3284656931386277,0_real,0.3745438862909661
0.3283156631326265,0_real,0.37431703542487726
0.3281656331266253,0_real,0.37409029688859197
0.32801560312062417,0_real,0.37386367050419456
0.32786557311462294,0_real,0.37363715609417586
0.3277155431086217,0_real,0.3734107534814129
0.3275655131026205,0_real,0.37318446248919435
0.3274154830966193,0_real,0.37295828294119593
0.32726545309061816,0_real,0.3727322146614955
0.32711542308461694,0_real,0.37250625747455507
0.3269653930786157,0_real,0.37228041120524197
0.3268153630726145,0_real,0.3720546756787994
0.3266653330666133,0_real,0.3718290507208751
0.32651530306061216,0_real,0.3716035361575021
0.32636527305461094,0_real,0.3713781318150937
0.3262152430486097,0_real,0.3711528375204559
0.3260652130426085,0_real,0.37092765310078274
0.32591518303660727,0_real,0.3707025783836457
0.32576515303060616,0_real,0.3704776131970038
0.32561512302460494,0_real,0.3702527573691964
0.3254650930186037,0_real,0.37002801072894065
0.3253150630126025,0_real,0.3698033731053386
0.32516503300660127,0_real,0.3695788443278676
0.32501500300060016,0_real,0.3693544242263806
0.32486497299459893,0_real,0.36913011263111023
0.3247149429885977,0_real,0.3689059093726578
0.3245649129825965,0_real,0.36868181428200303
0.32441488297659526,0_real,0.36845782719049736
0.32426485297059415,0_real,0.36823394792986425
0.32411482296459293,0_real,0.3680101763321929
0.3239647929585917,0_real,0.36778651222994757
0.3238147629525905,0_real,0.3675629554559544
0.32366473294658926,0_real,0.3673395058434094
0.32351470294058815,0_real,0.3671161632258766
0.3233646729345869,0_real,0.36689292743727775
0.3232146429285857,0_real,0.36666979831190405
0.3230646129225845,0_real,0.36644677568440404
0.32291458291658326,0_real,0.36622385938979196
0.32276455291058215,0_real,0.3660010492634408
0.3226145229045809,0_real,0.36577834514107904
0.3224644928985797,0_real,0.36555574685879655
0.3223144628925785,0_real,0.3653332542530407
0.32216443288657737,0_real,0.36511086716060814
0.32201440288057614,0_real,0.364888585418659
0.3218643728745749,0_real,0.3646664088646985
0.3217143428685737,0_real,0.3644443373365913
0.3215643128625725,0_real,0.3642223706725472
0.32141428285657136,0_real,0.3640005087111326
0.32126425285057014,0_real,0.3637787512912558
0.3211142228445689,0_real,0.36355709825217875
0.3209641928385677,0_real,0.36333554943350843
0.3208141628325665,0_real,0.3631141046751974
0.32066413282656536,0_real,0.36289276381754687
0.32051410282056414,0_real,0.3626715267011952
0.3203640728145629,0_real,0.36245039316712735
0.3202140428085617,0_real,0.3622293630566727
0.32006401280256047,0_real,0.3620084362114958
0.31991398279655936,0_real,0.36178761247360675
0.31976395279055814,0_real,0.3615668916853505
0.3196139227845569,0_real,0.3613462736894098
0.3194638927785557,0_real,0.36112575832880534
0.31931386277255447,0_real,0.360905345446896
0.31916383276655336,0_real,0.36068503488737
0.31901380276055213,0_real,0.36046482649425243
0.3188637727545509,0_real,0.36024472011190045
0.3187137427485497,0_real,0.36002471558500315
0.31856371274254847,0_real,0.35980481275858234
0.31841368273654735,0_real,0.35958501147798333
0.31826365273054613,0_real,0.3593653115888848
0.3181136227245449,0_real,0.35914571293729725
0.3179635927185437,0_real,0.3589262153695495
0.31781356271254246,0_real,0.35870681873230076
0.31766353270654135,0_real,0.35848752287253266
0.31751350270054013,0_real,0.35826832763755534
0.3173634726945389,0_real,0.3580492328749959
0.3172134426885377,0_real,0.3578302384328066
0.31706341268253646,0_real,0.35761134415926354
0.31691338267653535,0_real,0.3573925499029584
0.3167633526705341,0_real,0.35717385551280034
0.3166133226645329,0_real,0.35695526083802154
0.3164632926585317,0_real,0.35673676572816865
0.31631326265253046,0_real,0.35651837003310494
0.31616323264652935,0_real,0.3563000736030105
0.3160132026405281,0_real,0.3560818762883798
0.3158631726345269,0_real,0.3558637779400168
0.3157131426285257,0_real,0.3556457784090419
0.31556311262252446,0_real,0.35542787754688493
0.31541308261652334,0_real,0.35521007520529013
0.3152630526105221,0_real,0.35499237123630806
0.3151130226045209,0_real,0.35477476549229514
0.3149629925985197,0_real,0.3545572578259248
0.31481296259251845,0_real,0.3543398480901691
0.31466293258651734,0_real,0.3541225361383116
0.3145129025805161,0_real,0.35390532182393786
0.3143628725745149,0_real,0.3536882050009376
0.3142128425685137,0_real,0.3534711855235069
0.31406281256251245,0_real,0.35325426324614406
0.31391278255651134,0_real,0.3530374380236466
0.3137627525505101,0_real,0.3528207097111111
0.3136127225445089,0_real,0.3526040781639435
0.31346269253850767,0_real,0.3523875432378378
0.31331266253250645,0_real,0.35217110478879443
0.31316263252650534,0_real,0.3519547626731031
0.3130126025205041,0_real,0.35173851674735745
0.3128625725145029,0_real,0.3515223668684434
0.31271254250850167,0_real,0.3513063128935422
0.31256251250250044,0_real,0.35109035468012945
0.31241248249649933,0_real,0.35087449208597116
0.3122624524904981,0_real,0.3506587249691291
0.3121124224844969,0_real,0.35044305318795405
0.31196239247849566,0_real,0.3502274766010905
0.31181236247249444,0_real,0.3500119950674663
0.31166233246649333,0_real,0.3497966084463043
0.3115123024604921,0_real,0.3495813165971129
0.3113622724544909,0_real,0.3493661193796878
0.31121224244848966,0_real,0.34915101665411175
0.31106221244248855,0_real,0.34893600828075133
0.3109121824364873,0_real,0.34872109412025976
0.3107621524304861,0_real,0.34850627403357176
0.3106121224244849,0_real,0.3482915478819079
0.31046209241848366,0_real,0.34807691552676867
0.31031206241248255,0_real,0.3478623768299397
0.3101620324064813,0_real,0.3476479316534817
0.3100120024004801,0_real,0.34743357985973866
0.3098619723944789,0_real,0.34721932131133454
0.30971194238847766,0_real,0.34700515587116715
0.30956191238247655,0_real,0.3467910834024169
0.3094118823764753,0_real,0.34657710376853895
0.3092618523704741,0_real,0.34636321683326443
0.3091118223644729,0_real,0.34614942246059466
0.30896179235847165,0_real,0.3459357205148146
0.30881176235247054,0_real,0.34572211086047583
0.3086617323464693,0_real,0.3455085933624029
0.3085117023404681,0_real,0.3452951678856968
0.3083616723344669,0_real,0.34508183429572575
0.30821164232846565,0_real,0.34486859245812973
0.30806161232246454,0_real,0.34465544223881767
0.3079115823164633,0_real,0.3444423835039662
0.3077615523104621,0_real,0.3442294161200256
0.30761152230446087,0_real,0.34401653995370785
0.30746149229845965,0_real,0.34380375487199294
0.30731146229245854,0_real,0.3435910607421273
0.3071614322864573,0_real,0.3433784574316217
0.3070114022804561,0_real,0.3431659448082535
0.30686137227445487,0_real,0.3429535227400596
0.30671134226845365,0_real,0.34274119109534484
0.30656131226245253,0_real,0.3425289497426709
0.3064112822564513,0_real,0.3423167985508635
0.3062612522504501,0_real,0.3421047373890116
0.30611122224444887,0_real,0.34189276612645925
0.30596119223844764,0_real,0.3416808846328133
0.30581116223244653,0_real,0.34146909277793597
0.3056611322264453,0_real,0.34125739043195047
0.3055111022204441,0_real,0.341045777465234
0.30536107221444286,0_real,0.3408342537484228
0.30521104220844164,0_real,0.34062281915240544
0.30506101220244053,0_real,0.34041147354833046
0.3049109821964393,0_real,0.3402002168075934
0.3047609521904381,0_real,0.3399890488018503
0.30461092218443686,0_real,0.3397779694030061
0.30446089217843564,0_real,0.3395669784832183
0.3043108621724345,0_real,0.33935607591489636
0.3041608321664333,0_real,0.33914526157069935
0.3040108021604321,0_real,0.33893453532353723
0.30386077215443086,0_real,0.3387238970465691
0.30371074214842964,0_real,0.33851334661320137
0.3035607121424285,0_real,0.33830288389709107
0.3034106821364273,0_real,0.33809250877214014
0.3032606521304261,0_real,0.33788222111249705
0.30311062212442486,0_real,0.33767202079255715
0.30296059211842363,0_real,0.3374619076869595
0.3028105621124225,0_real,0.33725188167058945
0.3026605321064213,0_real,0.3370419426185724
0.3025105021004201,0_real,0.3368320904062841
0.30236047209441885,0_real,0.33662232490933536
0.30221044208841763,0_real,0.3364126460035812
0.3020604120824165,0_real,0.3362030535651201
0.3019103820764153,0_real,0.33599354747028665
0.3017603520704141,0_real,0.3357841275956602
0.30161032206441285,0_real,0.335574793818053
0.3014602920584116,0_real,0.33536554601452406
0.3013102620524105,0_real,0.3351563840623616
0.3011602320464093,0_real,0.33494730783909765
0.30101020204040807,0_real,0.3347383172224947
0.30086017203440685,0_real,0.33452941209055714
0.3007101420284056,0_real,0.3343205923215214
0.3005601120224045,0_real,0.33411185779385755
0.3004100820164033,0_real,0.3339032083862704
0.30026005201040207,0_real,0.3336946439777016
0.30011002200440084,0_real,0.33348616444731777
0.29995999199839973,0_real,0.3332777696745271
0.2998099619923985,0_real,0.3330694595389621
0.2996599319863973,0_real,0.3328612339204867
0.29950990198039606,0_real,0.33265309269919535
0.29935987197439484,0_real,0.3324450357554194
0.29920984196839373,0_real,0.33223706296970557
0.2990598119623925,0_real,0.3320291742228395
0.2989097819563913,0_real,0.33182136939583146
0.29875975195039006,0_real,0.3316136483699147
0.29860972194438884,0_real,0.33140601102655637
0.29845969193838773,0_real,0.331198457247443
0.2983096619323865,0_real,0.3309909869144878
0.2981596319263853,0_real,0.3307835999098332
0.29800960192038406,0_real,0.3305762961158383
0.29785957191438284,0_real,0.3303690754150897
0.2977095419083817,0_real,0.3301619376903979
0.2975595119023805,0_real,0.32995488282479224
0.2974094818963793,0_real,0.32974791070152554
0.29725945189037806,0_real,0.3295410212040696
0.29710942188437683,0_real,0.3293342142161212
0.2969593918783757,0_real,0.32912748962159066
0.2968093618723745,0_real,0.32892084730461435
0.2966593318663733,0_real,0.3287142871495399
0.29650930186037205,0_real,0.3285078090409389
0.29635927185437083,0_real,0.3283014128635966
0.2962092418483697,0_real,0.3280950985025181
0.2960592118423685,0_real,0.3278888658429211
0.2959091818363673,0_real,0.32768271477024147
0.29575915183036605,0_real,0.3274766451701325
0.29560912182436483,0_real,0.32727065692845575
0.2954590918183637,0_real,0.32706474993129336
0.2953090618123625,0_real,0.3268589240649341
0.29515903180636127,0_real,0.32665317921588644
0.29500900180036005,0_real,0.32644751527086713
0.2948589717943588,0_real,0.3262419321168049
0.2947089417883577,0_real,0.3260364296408385
0.2945589117823565,0_real,0.32583100773032014
0.29440888177635527,0_real,0.32562566627281253
0.29425885177035405,0_real,0.32542040515608234
0.2941088217643528,0_real,0.3252152242681119
0.2939587917583517,0_real,0.3250101234970855
0.2938087617523505,0_real,0.32480510273140095
0.29365873174634927,0_real,0.32460016185965923
0.29350870174034804,0_real,0.3243953007706699
0.2933586717343468,0_real,0.3241905193534489
0.2932086417283457,0_real,0.32398581749721606
0.2930586117223445,0_real,0.3237811950913991
0.29290858171634326,0_real,0.3235766520256268
0.29275855171034204,0_real,0.323372188189732
0.2926085217043408,0_real,0.3231678034737549
0.2924584916983397,0_real,0.3229634977679359
0.2923084616923385,0_real,0.3227592709627178
0.29215843168633726,0_real,0.3225551229487434
0.29200840168033604,0_real,0.32235105361686184
0.2918583716743348,0_real,0.32214706285811884
0.2917083416683337,0_real,0.32194315056376127
0.2915583116623325,0_real,0.321739316625236
0.29140828165633126,0_real,0.3215355609341904
0.29125825165033004,0_real,0.32133188338246566
0.2911082216443288,0_real,0.3211282838621071
0.2909581916383277,0_real,0.3209247622653563
0.2908081616323265,0_real,0.3207213184846494
0.29065813162632526,0_real,0.3205179524126194
0.29050810162032403,0_real,0.3203146639420978
0.2903580716143228,0_real,0.3201114529661109
0.2902080416083217,0_real,0.3199083193778788
0.2900580116023205,0_real,0.31970526307081676
0.28990798159631925,0_real,0.31950228393853375
0.28975795159031803,0_real,0.319299381874834
0.2896079215843168,0_real,0.3190965567737124
0.2894578915783157,0_real,0.31889380852936017
0.2893078615723145,0_real,0.3186911370361531
0.28915783156631325,0_real,0.31848854218866635
0.289007801560312,0_real,0.3182860238816631
0.2888577715543108,0_real,0.3180835820100968
0.2887077415483097,0_real,0.3178812164691115
0.28855771154230847,0_real,0.3176789271540403
0.28840768153630725,0_real,0.3174767139604035
0.288257651530306,0_real,0.31727457678391346
0.2881076215243049,0_real,0.31707251552047155
0.2879575915183037,0_real,0.3168705300661611
0.28780756151230247,0_real,0.3166686203172567
0.28765753150630125,0_real,0.3164667861702202
0.2875075015003,0_real,0.316265027521696
0.2873574714942989,0_real,0.3160633442685175
0.2872074414882977,0_real,0.31586173630770326
0.28705741148229647,0_real,0.31566020353645363
0.28690738147629524,0_real,0.3154587458521538
0.286757351470294,0_real,0.3152573631523771
0.2866073214642929,0_real,0.315056055334876
0.2864572914582917,0_real,0.31485482229758577
0.28630726145229046,0_real,0.3146536639386252
0.28615723144628924,0_real,0.3144525801562963
0.286007201440288,0_real,0.3142515708490798
0.2858571714342869,0_real,0.314050635915638
0.2857071414282857,0_real,0.31384977525481583
0.28555711142228446,0_real,0.3136489887656357
0.28540708141628324,0_real,0.3134482763473019
0.285257051410282,0_real,0.3132476378991957
0.2851070214042809,0_real,0.3130470733208781
0.2849569913982797,0_real,0.3128465825120893
0.28480696139227846,0_real,0.31264616537274337
0.28465693138627723,0_real,0.31244582180293806
0.284506901380276,0_real,0.3122455517029411
0.2843568713742749,0_real,0.3120453549732031
0.2842068413682737,0_real,0.3118452315143447
0.28405681136227245,0_real,0.3116451812271643
0.28390678135627123,0_real,0.31144520401263986
0.28375675135027,0_real,0.31124529977191756
0.2836067213442689,0_real,0.31104546840631814
0.2834566913382677,0_real,0.31084570981734105
0.28330666133226645,0_real,0.31064602390665474
0.28315663132626523,0_real,0.31044641057610256
0.283006601320264,0_real,0.3102468697276976
0.2828565713142629,0_real,0.31004740126362984
0.28270654130826167,0_real,0.309848005086257
0.28255651130226045,0_real,0.3096486810981083
0.2824064812962592,0_real,0.30944942920188256
0.282256451290258,0_real,0.30925024930045264
0.2821064212842569,0_real,0.30905114129686034
0.28195639127825567,0_real,0.30885210509431155
0.28180636127225445,0_real,0.3086531405961895
0.2816563312662532,0_real,0.30845424770603724
0.281506301260252,0_real,0.30825542632757297
0.2813562712542509,0_real,0.308056676364681
0.28120624124824967,0_real,0.30785799772140904
0.28105621124224844,0_real,0.3076593903019774
0.2809061812362472,0_real,0.30746085401076767
0.280756151230246,0_real,0.3072623887523301
0.2806061212242449,0_real,0.3070639944313819
0.28045609121824366,0_real,0.306865670952802
0.28030606121224244,0_real,0.3066674182216368
0.2801560312062412,0_real,0.3064692361430958
0.28000600120024,0_real,0.306271124622553
0.2798559711942389,0_real,0.3060730835655464
0.27970594118823766,0_real,0.3058751128777769
0.27955591118223644,0_real,0.3056772124651058
0.2794058811762352,0_real,0.3054793822335596
0.279255851170234,0_real,0.30528162208932724
0.2791058211642329,0_real,0.305083931938756
0.27895579115823166,0_real,0.3048863116883572
0.27880576115223044,0_real,0.30468876124480176
0.2786557311462292,0_real,0.30449128051492236
0.278505701140228,0_real,0.30429386940570674
0.2783556711342269,0_real,0.30409652782431074
0.27820564112822566,0_real,0.3038992556780385
0.27805561112222443,0_real,0.30370205287436325
0.2779055811162232,0_real,0.30350491932091
0.277755551110222,0_real,0.303307854925464
0.2776055211042209,0_real,0.3031108595959685
0.27745549109821965,0_real,0.3029139332405228
0.27730546109221843,0_real,0.30271707576738344
0.2771554310862172,0_real,0.3025202870849645
0.2770054010802161,0_real,0.3023235671018326
0.2768553710742149,0_real,0.30212691572671513
0.27670534106821365,0_real,0.3019303328684901
0.27655531106221243,0_real,0.30173381843619274
0.2764052810562112,0_real,0.30153737233901257
0.2762552510502101,0_real,0.3013409944862941
0.27610522104420887,0_real,0.3011446847875313
0.27595519103820765,0_real,0.3009484431523793
0.2758051610322064,0_real,0.3007522694906375
0.2756551310262052,0_real,0.3005561637122642
0.2755051010202041,0_real,0.3003601257273655
0.27535507101420287,0_real,0.30016415544620617
0.27520504100820165,0_real,0.29996825277919303
0.2750550110022004,0_real,0.29977241763689083
0.2749049809961992,0_real,0.2995766499300124
0.2747549509901981,0_real,0.29938094956942346
0.27460492098419687,0_real,0.29918531646613744
0.27445489097819564,0_real,0.2989897505313171
0.2743048609721944,0_real,0.29879425167627527
0.2741548309661932,0_real,0.2985988198124739
0.2740048009601921,0_real,0.29840345485152364
0.27385477095419086,0_real,0.2982081567051841
0.27370474094818964,0_real,0.29801292528535966
0.2735547109421884,0_real,0.2978177605041045
0.2734046809361872,0_real,0.29762266227362205
0.2732546509301861,0_real,0.2974276305062573
0.27310462092418486,0_real,0.2972326651145062
0.27295459091818364,0_real,0.297037766011008
0.2728045609121824,0_real,0.296842933108549
0.2726545309061812,0_real,0.29664816632005925
0.2725045009001801,0_real,0.2964534655586169
0.27235447089417886,0_real,0.29625883073744147
0.27220444088817763,0_real,0.2960642617699005
0.2720544108821764,0_real,0.2958697585694985
0.2719043808761752,0_real,0.2956753210498923
0.2717543508701741,0_real,0.29548094912487616
0.27160432086417285,0_real,0.29528664270839095
0.27145429085817163,0_real,0.2950924017145163
0.2713042608521704,0_real,0.2948982260574753
0.2711542308461692,0_real,0.29470411565163485
0.2710042008401681,0_real,0.29451007041150035
0.27085417083416685,0_real,0.2943160902517218
0.27070414082816563,0_real,0.2941221750870868
0.2705541108221644,0_real,0.293928324832527
0.2704040808161632,0_real,0.29373453940311034
0.27025405081016207,0_real,0.29354081871404863
0.27010402080416085,0_real,0.2933471626806875
0.2699539907981596,0_real,0.2931535712185182
0.2698039607921584,0_real,0.29296004424316663
0.2696539307861572,0_real,0.2927665816703986
0.26950390078015607,0_real,0.2925731834161185
0.26935387077415485,0_real,0.2923798493963672
0.2692038407681536,0_real,0.29218657952732535
0.2690538107621524,0_real,0.2919933737253068
0.2689037807561512,0_real,0.29180023190676785
0.26875375075015007,0_real,0.29160715398829407
0.26860372074414884,0_real,0.29141413988661663
0.2684536907381476,0_real,0.29122118951859305
0.2683036607321464,0_real,0.29102830280122216
0.2681536307261452,0_real,0.2908354796516376
