m1,variable,value
1.0,4_real,0.10018070548981371
1.003903903903904,4_real,0.10057322613563098
1.0078078078078079,4_real,0.10096576352418898
1.0117117117117118,4_real,0.10135831772232534
1.0156156156156155,4_real,0.10175088879689799
1.0195195195195195,4_real,0.1021434768147855
1.0234234234234234,4_real,0.10253608184288687
1.0273273273273273,4_real,0.102928703948122
1.0312312312312313,4_real,0.10332134319743141
1.0351351351351352,4_real,0.1037139996577764
1.039039039039039,4_real,0.10410667339613934
1.0429429429429429,4_real,0.10449936447952368
1.0468468468468468,4_real,0.10489207297495373
1.0507507507507508,4_real,0.1052847989494753
1.0546546546546547,4_real,0.10567754247015522
1.0585585585585586,4_real,0.10607030360408189
1.0624624624624626,4_real,0.10646308241836482
1.0663663663663663,4_real,0.10685587898013552
1.0702702702702702,4_real,0.10724869335654681
1.0741741741741742,4_real,0.10764152561477322
1.078078078078078,4_real,0.10803437582201124
1.081981981981982,4_real,0.10842724404547914
1.085885885885886,4_real,0.10882013035241707
1.0897897897897897,4_real,0.10921303481008733
1.0936936936936936,4_real,0.10960595748577436
1.0975975975975976,4_real,0.10999889844678479
1.1015015015015015,4_real,0.11039185776044759
1.1054054054054054,4_real,0.11078483549411408
1.1093093093093094,4_real,0.1111778317151581
1.1132132132132133,4_real,0.11157084649097596
1.117117117117117,4_real,0.11196387988898675
1.121021021021021,4_real,0.11235693197663219
1.124924924924925,4_real,0.11275000282137698
1.1288288288288288,4_real,0.11314309249070856
1.1327327327327328,4_real,0.11353620105213746
1.1366366366366367,4_real,0.11392932857319725
1.1405405405405404,4_real,0.1143224751214448
1.1444444444444444,4_real,0.11471564076446004
1.1483483483483483,4_real,0.11510882556984642
1.1522522522522523,4_real,0.11550202960523075
1.1561561561561562,4_real,0.11589525293826332
1.1600600600600601,4_real,0.11628849563661815
1.163963963963964,4_real,0.1166817577679929
1.167867867867868,4_real,0.11707503940010888
1.1717717717717717,4_real,0.11746834060071146
1.1756756756756757,4_real,0.11786166143756992
1.1795795795795796,4_real,0.1182550019784776
1.1834834834834835,4_real,0.1186483622912519
1.1873873873873875,4_real,0.11904174244373443
1.1912912912912912,4_real,0.11943514250379132
1.1951951951951951,4_real,0.11982856253931286
1.199099099099099,4_real,0.1202220026182139
1.203003003003003,4_real,0.12061546280843399
1.206906906906907,4_real,0.12100894317793705
1.2108108108108109,4_real,0.12140244379471202
1.2147147147147148,4_real,0.12179596472677275
1.2186186186186188,4_real,0.12218950604215766
1.2225225225225225,4_real,0.1225830678089305
1.2264264264264264,4_real,0.12297665009518001
1.2303303303303303,4_real,0.1233702529690202
1.2342342342342343,4_real,0.12376387649859022
1.2381381381381382,4_real,0.12415752075205472
1.242042042042042,4_real,0.1245511857976037
1.2459459459459459,4_real,0.12494487170345288
1.2498498498498498,4_real,0.1253385785378435
1.2537537537537538,4_real,0.1257323063690426
1.2576576576576577,4_real,0.12612605526534282
1.2615615615615616,4_real,0.12651982529506312
1.2654654654654656,4_real,0.12691361652654795
1.2693693693693695,4_real,0.1273074290281685
1.2732732732732732,4_real,0.1277012628683213
1.2771771771771772,4_real,0.12809511811542992
1.281081081081081,4_real,0.12848899483794393
1.284984984984985,4_real,0.12888289310433942
1.288888888888889,4_real,0.12927681298311883
1.2927927927927927,4_real,0.12967075454281143
1.2966966966966966,4_real,0.13006471785197327
1.3006006006006006,4_real,0.13045870297918707
1.3045045045045045,4_real,0.13085270999306245
1.3084084084084084,4_real,0.13124673896223613
1.3123123123123124,4_real,0.13164078995537173
1.3162162162162163,4_real,0.13203486304116027
1.3201201201201203,4_real,0.13242895828831977
1.324024024024024,4_real,0.13282307576559577
1.327927927927928,4_real,0.13321721554176144
1.3318318318318318,4_real,0.13361137768561693
1.3357357357357358,4_real,0.13400556226599053
1.3396396396396397,4_real,0.13439976935173809
1.3435435435435434,4_real,0.1347939990117432
1.3474474474474474,4_real,0.13518825131491746
1.3513513513513513,4_real,0.13558252633020026
1.3552552552552553,4_real,0.13597682412655945
1.3591591591591592,4_real,0.13637114477299067
1.3630630630630631,4_real,0.13676548833851804
1.366966966966967,4_real,0.13715985489219384
1.370870870870871,4_real,0.13755424450309917
1.374774774774775,4_real,0.13794865724034325
1.3786786786786787,4_real,0.13834309317306415
1.3825825825825826,4_real,0.1387375523704288
1.3864864864864865,4_real,0.13913203490163267
1.3903903903903905,4_real,0.1395265408359002
1.3942942942942942,4_real,0.13992107024248512
1.3981981981981981,4_real,0.14031562319066976
1.402102102102102,4_real,0.1407101997497662
1.406006006006006,4_real,0.1411047999891153
1.40990990990991,4_real,0.14149942397808765
1.4138138138138139,4_real,0.14189407178608315
