m1,variable,value
1.0,0_real,0.10187387566558774
1.003903903903904,0_real,0.102286913940284
1.0078078078078079,0_real,0.10270014160868314
1.0117117117117118,0_real,0.10311355961808046
1.0156156156156155,0_real,0.10352716891860357
1.0195195195195195,0_real,0.10394097046323107
1.0234234234234234,0_real,0.10435496520781326
1.0273273273273273,0_real,0.10476915411108809
1.0312312312312313,0_real,0.10518353813470464
1.0351351351351352,0_real,0.10559811824324078
1.039039039039039,0_real,0.10601289540422232
1.0429429429429429,0_real,0.10642787058814661
1.0468468468468468,0_real,0.10684304476849746
1.0507507507507508,0_real,0.10725841892176959
1.0546546546546547,0_real,0.10767399402748708
1.0585585585585586,0_real,0.10808977106822408
1.0624624624624626,0_real,0.10850575102962602
1.0663663663663663,0_real,0.10892193490042955
1.0702702702702702,0_real,0.10933832367248432
1.0741741741741742,0_real,0.10975491834077333
1.078078078078078,0_real,0.1101717199034356
1.081981981981982,0_real,0.11058872936178392
1.085885885885886,0_real,0.11100594772033105
1.0897897897897897,0_real,0.11142337598680832
1.0936936936936936,0_real,0.1118410151721886
1.0975975975975976,0_real,0.11225886629070639
1.1015015015015015,0_real,0.11267693035988281
1.1054054054054054,0_real,0.11309520840054625
1.1093093093093094,0_real,0.11351370143685353
1.1132132132132133,0_real,0.11393241049631532
1.117117117117117,0_real,0.11435133660981626
1.121021021021021,0_real,0.11477048081163943
1.124924924924925,0_real,0.11518984413948781
1.1288288288288288,0_real,0.11560942763450903
1.1327327327327328,0_real,0.11602923234131836
1.1366366366366367,0_real,0.1164492593080204
1.1405405405405404,0_real,0.11686950958623586
1.1444444444444444,0_real,0.11728998423112323
1.1483483483483483,0_real,0.11771068430140207
1.1522522522522523,0_real,0.11813161085937933
1.1561561561561562,0_real,0.11855276497097281
1.1600600600600601,0_real,0.11897414770573433
1.163963963963964,0_real,0.11939576013687701
1.167867867867868,0_real,0.11981760334129758
1.1717717717717717,0_real,0.12023967839960337
1.1756756756756757,0_real,0.12066198639613475
1.1795795795795796,0_real,0.12108452841899484
1.1834834834834835,0_real,0.12150730556007079
1.1873873873873875,0_real,0.12193031891506187
1.1912912912912912,0_real,0.12235356958350503
1.1951951951951951,0_real,0.12277705866879993
1.199099099099099,0_real,0.12320078727823704
1.203003003003003,0_real,0.1236247565230232
1.206906906906907,0_real,0.12404896751830774
1.2108108108108109,0_real,0.12447342138320969
1.2147147147147148,0_real,0.12489811924084572
1.2186186186186188,0_real,0.12532306221835718
1.2225225225225225,0_real,0.1257482514469358
1.2264264264264264,0_real,0.12617368806185408
1.2303303303303303,0_real,0.1265993732024909
1.2342342342342343,0_real,0.12702530801236087
1.2381381381381382,0_real,0.127451493639142
1.242042042042042,0_real,0.1278779312347045
1.2459459459459459,0_real,0.12830462195514042
1.2498498498498498,0_real,0.12873156696079024
1.2537537537537538,0_real,0.12915876741627436
1.2576576576576577,0_real,0.12958622449052082
1.2615615615615616,0_real,0.13001393935679564
1.2654654654654656,0_real,0.13044191319273318
1.2693693693693695,0_real,0.13087014718036485
1.2732732732732732,0_real,0.13129864250614995
1.2771771771771772,0_real,0.13172740036100686
1.281081081081081,0_real,0.13215642194034258
1.284984984984985,0_real,0.1325857084440852
1.288888888888889,0_real,0.13301526107671205
1.2927927927927927,0_real,0.13344508104728547
1.2966966966966966,0_real,0.13387516956948162
1.3006006006006006,0_real,0.1343055278616213
1.3045045045045045,0_real,0.13473615714670617
1.3084084084084084,0_real,0.13516705865244683
1.3123123123123124,0_real,0.13559823361129872
1.3162162162162163,0_real,0.13602968326049283
1.3201201201201203,0_real,0.13646140884207003
1.324024024024024,0_real,0.1368934116029138
1.327927927927928,0_real,0.13732569279478637
1.3318318318318318,0_real,0.13775825367435685
1.3357357357357358,0_real,0.1381910955032425
1.3396396396396397,0_real,0.13862421954803805
1.3435435435435434,0_real,0.1390576270803526
1.3474474474474474,0_real,0.13949131937684517
1.3513513513513513,0_real,0.13992529771925807
1.3552552552552553,0_real,0.14035956339445385
1.3591591591591592,0_real,0.14079411769445083
1.3630630630630631,0_real,0.14122896191645973
1.366966966966967,0_real,0.14166409736291957
1.370870870870871,0_real,0.14209952534153303
1.374774774774775,0_real,0.142535247165307
1.3786786786786787,0_real,0.14297126415258776
1.3825825825825826,0_real,0.14340757762709552
1.3864864864864865,0_real,0.1438441889179693
1.3903903903903905,0_real,0.1442810993597985
