state,smoothing,residuals,variance,ac1
-5.937371392791993,-5.886276660364136,-0.051094732427857004,,
-5.745374191725611,-5.886359253273273,0.14098506154766177,,
-5.838008263547973,-5.88639592263971,0.0483876590917367,,
-5.976751910667804,-5.886384488605881,-0.09036742206192372,,
-5.816041390018705,-5.886323001163082,0.07028161114437737,,
-5.682730292638989,-5.886209100795842,0.20347880815685304,,
-6.598675523333109,-5.8860408428245945,-0.7126346805085149,,
-6.0942013080432265,-5.885816682168691,-0.20838462587453588,,
-6.028584813711873,-5.885532389893488,-0.14305242381838568,,
-4.668412,-5.885181774398852,1.216769774398852,,
-5.362305880926703,-5.884758054846507,0.5224521739198034,,
-5.99515358465431,-5.884256783349733,-0.1108968013045768,,
-5.399505270685892,-5.88367599526651,0.4841707245806184,,
-4.7586435803752645,-5.883014339284547,1.1243707589092828,,
-6.185882,-5.8822730317309055,-0.3036089682690948,,
-6.165305264249522,-5.88145619781528,-0.2838490664342421,,
-4.68518491559272,-5.880567616621927,1.1953827010292066,,
-6.4530621366851,-5.879610676115097,-0.573451460570003,,
-5.364650462909921,-5.8785907571365765,0.5139402942266553,,
-6.046450530200967,-5.877513020069907,-0.16893751013105973,,
-6.04787297423623,-5.876384938302382,-0.17148803593384798,,
-6.531273257190872,-5.875214903082265,-0.6560583541086071,,
-5.417152302988915,-5.874011188651546,0.45685888566263166,,
-6.008682711396799,-5.872781287204414,-0.13590142419238482,,
-6.554892787954796,-5.8715355750702996,-0.6833572128844967,,
-6.428448176878336,-5.870285776368614,-0.5581624005097225,,
-4.698773843691562,-5.869042126041043,1.1702682823494808,,
-6.02113918681918,-5.8678139618478315,-0.15332522497134882,,
-6.030358656191119,-5.866614900877895,-0.16374375531322372,,
-6.149064817523248,-5.865461077109542,-0.2836037404137066,,
-7.021324437878826,-5.864369562383146,-1.1569548754956802,,
-4.771291770462511,-5.863355205653222,1.0920634351907106,,
-5.964739293894796,-5.862425543428565,-0.10231375046623103,,
-5.897319018802997,-5.861578306509193,-0.035740712293804044,,
-6.2180208954489125,-5.860779836173038,-0.35724105927587413,,
-5.3299695937099845,-5.85993351269699,0.5299639189870051,,
-5.879436208069044,-5.8588602483730385,-0.02057595969600534,,
-4.580610567380713,-5.855172795571118,1.2745622281904048,,
-4.995669205324963,-5.851465312150077,0.8557961068251139,,
-4.768993852456974,-5.847745543518798,1.0787516910618233,,
-6.523130626726388,-5.844005510309096,-0.6791251164172918,,
-6.206799453751367,-5.840266156620784,-0.3665332971305837,,
-6.5259519987647385,-5.83655663498421,-0.6893953637805286,,
-5.994854451486427,-5.832880567410358,-0.16197388407606894,,
-5.703579248959024,-5.829260523740249,0.12568127478122548,,
-5.346150531447948,-5.825768131773069,0.47961760032512135,,
-6.2305895908944695,-5.822498984648872,-0.40809060624559734,,
-6.388878136063466,-5.8195422580737395,-0.5693358779897268,,
-6.16546862043664,-5.816972291058992,-0.34849632937764774,,
-5.351088378296913,-5.814866240823916,0.46377786252700304,,
-6.958280148233298,-5.813221629185272,-1.1450585190480256,,
-5.336526858675111,-5.8119748020882955,0.47544794341318486,,
-5.604795541514884,-5.8110981055584405,0.20630256404355674,,
-6.527549064078207,-5.8106165970611015,-0.7169324670171058,,
-4.9035618980757505,-5.810538668648793,0.9069767705730429,,
-4.6116389990018956,-5.810852536825959,1.1992135378240638,,
-5.920619458577287,-5.811480534382305,-0.10913892419498161,,
-5.7807712723097175,-5.8123250544174745,0.031553782107756945,,
-5.322779707652237,-5.813267536129096,0.49048782847685946,,
-5.761224131158424,-5.8141882533594655,0.05296412220104152,,
-4.594000701806378,-5.814936943484762,1.220936241678384,,
-5.351699550283704,-5.815378656871043,0.4636791065873389,,
-5.439914749936093,-5.815469983797009,0.3755552338609167,,
-5.438018430555833,-5.815218279739819,0.3771998491839854,,
-6.902957924819665,-5.814607566918995,-1.0883503579006701,,
-6.695410278326314,-5.813621272029152,-0.8817890062971623,,
-5.559535855841284,-5.812244856433791,0.2527090005925068,,
-6.085387877440295,-5.810489196176319,-0.2748986812639762,,
-5.683889215200992,-5.808408934641739,0.12451971944074725,,
-6.306773846345521,-5.806066385943503,-0.5007074604020181,,
-5.751251971486948,-5.803562432414136,0.052310460927188274,,
-6.665646193754143,-5.801054196613538,-0.8645919971406055,,
-5.273069483360462,-5.798759841706646,0.5256903583461838,,
-5.7550345655860164,-5.796899798923062,0.04186523333704528,,
-5.4166731942013735,-5.795690734809963,0.37901754060858917,,
-6.069442376613985,-5.795258197262592,-0.2741841793513933,,
-6.88190280077209,-5.795640125071458,-1.086262675700632,,
