0,1,2,3,time,classifier,protocol
0.009246526,0.2482404,0.19395669,0.5485564,0.3996150646723972,c1_0,overexpress_0
0.01665388,0.26025188,0.13692455,0.58616966,0.3996150646723972,c1_1,overexpress_0
0.021028608,0.24997845,0.19344896,0.5355439,0.3996150646723972,c1_2,overexpress_0
0.016513944,0.21751285,0.15981047,0.6061628,0.3996150646723972,c1_3,overexpress_0
0.000773539,0.13954094,0.2206345,0.639051,0.3996150646723972,c1_4,overexpress_0
0.0069904327,0.9239427,0.0030133452,0.06605352,0.3996150646723972,c2_0,overexpress_0
0.09088777,0.8994681,0.0016745955,0.007969544,0.3996150646723972,c2_1,overexpress_0
0.030447563,0.9326635,0.0033640484,0.033524804,0.3996150646723972,c2_2,overexpress_0
0.018517738,0.97712517,0.00017836405,0.00417862,0.3996150646723972,c2_3,overexpress_0
0.0055669085,0.9688572,0.00042785748,0.025148032,0.3996150646723972,c2_4,overexpress_0
0.004362529,0.21161805,0.1758341,0.60818523,0.4028772284656413,c1_0,overexpress_0
0.009407291,0.23757707,0.13421275,0.61880285,0.4028772284656413,c1_1,overexpress_0
0.0050949687,0.1871803,0.18254909,0.62517565,0.4028772284656413,c1_2,overexpress_0
0.005106115,0.18765488,0.14521165,0.66202736,0.4028772284656413,c1_3,overexpress_0
0.0006522775,0.12932572,0.20378146,0.6662405,0.4028772284656413,c1_4,overexpress_0
0.00052427204,0.9896798,0.0007664756,0.009029404,0.4028772284656413,c2_0,overexpress_0
0.0033218875,0.99069124,0.00032357272,0.0056632,0.4028772284656413,c2_1,overexpress_0
0.0023792225,0.9800513,0.0010658869,0.016503545,0.4028772284656413,c2_2,overexpress_0
0.006843343,0.9903938,9.8544275e-05,0.002664268,0.4028772284656413,c2_3,overexpress_0
0.000570431,0.975138,0.00037256454,0.023919053,0.4028772284656413,c2_4,overexpress_0
0.0041206265,0.21394514,0.17044613,0.6114881,0.40613939225888535,c1_0,overexpress_0
0.009849856,0.2762706,0.1277842,0.58609533,0.40613939225888535,c1_1,overexpress_0
0.005912052,0.20703918,0.16914219,0.61790663,0.40613939225888535,c1_2,overexpress_0
0.008021101,0.20761842,0.14967996,0.63468057,0.40613939225888535,c1_3,overexpress_0
0.0009932485,0.1395925,0.21156889,0.6478453,0.40613939225888535,c1_4,overexpress_0
0.0018020356,0.98633343,0.0004877743,0.01137677,0.40613939225888535,c2_0,overexpress_0
0.006941335,0.9876688,0.00027433777,0.005115555,0.40613939225888535,c2_1,overexpress_0
0.009551248,0.98022723,0.0005819965,0.009639508,0.40613939225888535,c2_2,overexpress_0
0.0058536674,0.9926288,6.397974e-05,0.0014535227,0.40613939225888535,c2_3,overexpress_0
0.0018234194,0.98430055,0.00027329166,0.013602726,0.40613939225888535,c2_4,overexpress_0
0.0033788688,0.19465762,0.17586742,0.62609607,0.40940155605212936,c1_0,overexpress_0
0.011634052,0.26956093,0.12593566,0.59286946,0.40940155605212936,c1_1,overexpress_0
0.005139458,0.19400758,0.16265057,0.6382023,0.40940155605212936,c1_2,overexpress_0
0.007874129,0.1929835,0.15607408,0.6430684,0.40940155605212936,c1_3,overexpress_0
0.00086696044,0.13842194,0.2307838,0.6299274,0.40940155605212936,c1_4,overexpress_0
0.0055402312,0.97927105,0.0005336895,0.0146550005,0.40940155605212936,c2_0,overexpress_0
0.034338966,0.9597855,0.00036771744,0.0055077565,0.40940155605212936,c2_1,overexpress_0
0.035547577,0.95176303,0.00075454713,0.0119347945,0.40940155605212936,c2_2,overexpress_0
0.01722081,0.98102885,5.9866743e-05,0.0016905213,0.40940155605212936,c2_3,overexpress_0
0.008767377,0.97935176,0.00017524355,0.011705656,0.40940155605212936,c2_4,overexpress_0
0.0037293069,0.20216107,0.17038015,0.6237295,0.4126637198453734,c1_0,overexpress_0
0.009679299,0.26730242,0.12513663,0.59788173,0.4126637198453734,c1_1,overexpress_0
0.0036196767,0.17159949,0.16516572,0.65961504,0.4126637198453734,c1_2,overexpress_0
0.0049552536,0.19513567,0.16870779,0.6312013,0.4126637198453734,c1_3,overexpress_0
0.0007912199,0.13007,0.23672429,0.6324145,0.4126637198453734,c1_4,overexpress_0
0.0007356957,0.99155957,0.00016987373,0.0075348597,0.4126637198453734,c2_0,overexpress_0
0.005110638,0.9924722,0.00013261558,0.0022846295,0.4126637198453734,c2_1,overexpress_0
0.006898778,0.9895214,0.00016293535,0.0034168647,0.4126637198453734,c2_2,overexpress_0
0.0011934835,0.9975472,5.6114277e-05,0.0012032681,0.4126637198453734,c2_3,overexpress_0
0.00093264267,0.9934489,0.00016270037,0.0054557915,0.4126637198453734,c2_4,overexpress_0
0.0037075067,0.1823246,0.1835054,0.63046247,0.4159258836386175,c1_0,overexpress_0
0.009903176,0.25188208,0.12975727,0.6084575,0.4159258836386175,c1_1,overexpress_0
0.00369827,0.1683551,0.16016349,0.66778314,0.4159258836386175,c1_2,overexpress_0
0.006387533,0.19868268,0.18390076,0.61102897,0.4159258836386175,c1_3,overexpress_0
0.00069094944,0.124076486,0.2515666,0.623666,0.4159258836386175,c1_4,overexpress_0
0.004015689,0.98716867,0.00025151417,0.008564156,0.4159258836386175,c2_0,overexpress_0
0.022640863,0.9744649,0.00021827819,0.0026760343,0.4159258836386175,c2_1,overexpress_0
0.03423688,0.9626217,0.00018376872,0.0029575697,0.4159258836386175,c2_2,overexpress_0
0.019057954,0.97926587,5.4582895e-05,0.001621521,0.4159258836386175,c2_3,overexpress_0
0.007850384,0.9859476,0.00014074882,0.0060613337,0.4159258836386175,c2_4,overexpress_0
0.0044369856,0.18811186,0.1888068,0.61864436,0.41918804743186155,c1_0,overexpress_0
0.012119438,0.25431266,0.12795961,0.6056082,0.41918804743186155,c1_1,overexpress_0
0.0057375478,0.18423183,0.17060995,0.6394206,0.41918804743186155,c1_2,overexpress_0
0.008104844,0.20585929,0.19048342,0.5955525,0.41918804743186155,c1_3,overexpress_0
0.00077613525,0.12315147,0.26597124,0.61010116,0.41918804743186155,c1_4,overexpress_0
0.011498829,0.9787138,0.00021325475,0.009574151,0.41918804743186155,c2_0,overexpress_0
0.13356005,0.86440796,0.00024637466,0.001785575,0.41918804743186155,c2_1,overexpress_0
0.09641865,0.9012466,0.00011262757,0.0022221126,0.41918804743186155,c2_2,overexpress_0
0.06755486,0.92956394,4.9601327e-05,0.0028315918,0.41918804743186155,c2_3,overexpress_0
0.03719609,0.958156,0.00010188628,0.0045460197,0.41918804743186155,c2_4,overexpress_0
0.0068134624,0.1907422,0.1965915,0.60585284,0.4224502112251056,c1_0,overexpress_0
0.014424675,0.25508693,0.134225,0.59626335,0.4224502112251056,c1_1,overexpress_0
0.006231481,0.18578248,0.15735684,0.6506292,0.4224502112251056,c1_2,overexpress_0
0.01291732,0.22586966,0.19663909,0.56457394,0.4224502112251056,c1_3,overexpress_0
0.0009458996,0.12964325,0.2686399,0.60077095,0.4224502112251056,c1_4,overexpress_0
0.029487217,0.96172136,0.00028338356,0.0085080685,0.4224502112251056,c2_0,overexpress_0
