0,1,2,3,time,classifier
0.5700109,0.17262955,0.15287302,0.10448643,0.00778026064688708,c1_0
0.45814392,0.19091415,0.24003991,0.110902,0.014304588233375198,c1_0
0.35473925,0.20731942,0.3408125,0.09712879,0.020828915819863316,c1_0
0.24336569,0.22359025,0.40484974,0.12819432,0.027353243406351434,c1_0
0.24662024,0.2163293,0.41142485,0.12562558,0.03387757099283955,c1_0
0.26076353,0.23000135,0.3460593,0.16317584,0.04040189857932767,c1_0
0.31666967,0.251755,0.2500442,0.18153118,0.046926226165815786,c1_0
0.3467992,0.25886047,0.21054614,0.1837942,0.053450553752303905,c1_0
0.35428628,0.26944387,0.18323043,0.1930394,0.05997488133879202,c1_0
0.33297965,0.27930638,0.17810164,0.20961231,0.06649920892528013,c1_0
0.29632953,0.2781507,0.18895471,0.236565,0.07302353651176825,c1_0
0.2682982,0.25068542,0.2142222,0.2667942,0.07954786409825637,c1_0
0.25123435,0.25561473,0.21927463,0.27387634,0.08607219168474449,c1_0
0.27935055,0.2608224,0.20941824,0.25040883,0.09259651927123261,c1_0
0.29376313,0.26534447,0.20636098,0.23453143,0.09912084685772073,c1_0
0.2781403,0.25910714,0.2153392,0.24741334,0.10564517444420884,c1_0
0.301394,0.26352766,0.19752744,0.23755093,0.11216950203069696,c1_0
0.29941654,0.27047768,0.18373309,0.24637271,0.11869382961718508,c1_0
0.31409317,0.27504918,0.17394906,0.23690861,0.12521815720367319,c1_0
0.3282949,0.28229782,0.15927614,0.23013113,0.13011140289353929,c1_0
0.28500766,0.27007642,0.19756576,0.2473502,0.13826681237664942,c1_0
0.3021795,0.2760984,0.18897246,0.23274961,0.14479113996313756,c1_0
0.32850474,0.26443586,0.18439853,0.22266082,0.15131546754962566,c1_0
0.28994134,0.26764363,0.18906575,0.25334924,0.15620871323949176,c1_0
0.30506176,0.26128417,0.19772594,0.23592806,0.1643641227226019,c1_0
0.31479076,0.26663843,0.18857525,0.22999564,0.17088845030909003,c1_0
0.36423635,0.26816273,0.16873132,0.19886965,0.17741277789557813,c1_0
0.36244586,0.2784687,0.14897773,0.21010768,0.18230602358544423,c1_0
0.33783153,0.2725203,0.17920059,0.21044761,0.19046143306855437,c1_0
0.29893175,0.26840854,0.20291433,0.22974549,0.1969857606550425,c1_0
0.31534508,0.26790503,0.20229168,0.21445818,0.2035100882415306,c1_0
0.3404891,0.25984973,0.20014553,0.19951566,0.2100344158280187,c1_0
0.35695702,0.26352346,0.19308747,0.18643203,0.21655874341450684,c1_0
0.32873097,0.26923975,0.20545104,0.19657828,0.22308307100099495,c1_0
0.28257978,0.26147106,0.21693015,0.23901899,0.22960739858748308,c1_0
0.2677175,0.25291604,0.21836899,0.26099747,0.23613172617397118,c1_0
0.25915185,0.2545613,0.21610114,0.27018577,0.24265605376045932,c1_0
0.29669315,0.26600236,0.19450733,0.24279726,0.24918038134694742,c1_0
0.2731386,0.2934575,0.1820461,0.25135773,0.2540736270368135,c1_0
0.21741204,0.28802967,0.20181759,0.2927407,0.26059795462330165,c1_0
0.2580645,0.27130437,0.20673345,0.2638977,0.26875336410641176,c1_0
0.28914285,0.26880437,0.19443934,0.2476135,0.2752776916928999,c1_0
0.24670587,0.26665446,0.1995113,0.28712836,0.281802019279388,c1_0
0.12496247,0.33899888,0.16343355,0.37260506,0.2866952649692541,c1_0
0.08913985,0.2720676,0.22066873,0.41812375,0.29485067445236424,c1_0
0.096154734,0.25739056,0.23663141,0.40982324,0.30137500203885237,c1_0
0.08766944,0.27540305,0.23242222,0.40450525,0.30626824772871847,c1_0
0.07397855,0.27954754,0.23015787,0.41631603,0.3127925753152066,c1_0
0.08724035,0.26893845,0.24243812,0.40138304,0.3209479847983167,c1_0
0.04333122,0.22942226,0.26914123,0.45810536,0.32747231238480484,c1_0
0.042561207,0.20641032,0.2951863,0.45584217,0.333996639971293,c1_0
0.0128179975,0.20432888,0.3641053,0.41874784,0.34052096755778105,c1_0
0.0131935235,0.19625136,0.36336982,0.4271853,0.3470452951442692,c1_0
0.0029012198,0.13588466,0.3257303,0.53548384,0.3535696227307573,c1_0
0.0041985805,0.17185031,0.26702303,0.55692804,0.3584628684206234,c1_0
0.0013941168,0.11057018,0.25599325,0.6320424,0.3666182779037335,c1_0
0.0010683618,0.09700163,0.24151307,0.66041696,0.37314260549022166,c1_0
0.00075349864,0.084643066,0.21224746,0.70235604,0.3796669330767098,c1_0
0.00064192945,0.07547772,0.2002398,0.72364056,0.3861912606631979,c1_0
0.0007166993,0.07154623,0.19422257,0.73351455,0.392715588249686,c1_0
0.0009308498,0.07197488,0.21936807,0.70772624,0.39923991583617413,c1_0
0.0011150292,0.07321547,0.23611018,0.68955934,0.40576424342266226,c1_0
0.0010603896,0.08302389,0.20338292,0.71253276,0.41065748911252836,c1_0
0.000555886,0.057864856,0.1857333,0.755846,0.41881289859563847,c1_0
0.00073584815,0.05344846,0.18915054,0.7566651,0.4253372261821266,c1_0
0.0012098333,0.05387806,0.19928694,0.74562514,0.43186155376861474,c1_0
0.0006483761,0.0486329,0.1872041,0.76351464,0.4383858813551028,c1_0
0.00014937438,0.021172678,0.119876355,0.85880154,0.44491020894159095,c1_0
0.00011961196,0.013570599,0.10956503,0.8767447,0.4514345365280791,c1_0
0.000122003614,0.012802188,0.10866019,0.8784156,0.4579588641145672,c1_0
9.7875556e-05,0.010477617,0.09894381,0.8904807,0.4644831917010553,c1_0
6.660935e-05,0.008194802,0.08757059,0.90416795,0.4710075192875434,c1_0
7.431251e-05,0.0087890625,0.096163236,0.8949733,0.47753184687403155,c1_0
7.319024e-05,0.005585912,0.100614116,0.89372677,0.4840561744605197,c1_0
