pseudotime,state,smoothing,residuals,variance,ac1
0.0012559330603989626,-6.105079,-5.895363643551768,-0.20971535644823192,,
0.002887014957020992,-6.4022703,-5.899580173741609,-0.5026901262583907,,
0.004518096853643022,-6.468199,-5.903690183762022,-0.5645088162379786,,
0.0061491787502650505,-5.534008,-5.907681627796165,0.37367362779616453,,
0.00778026064688708,-5.044085,-5.91153915173538,0.8674541517353802,,
0.009411342543509109,-5.761043,-5.9152489820159975,0.15420598201599756,,
0.011042424440131138,-5.6362095,-5.918801235660846,0.28259173566084606,,
0.012673506336753168,-4.9492874,-5.922187835955073,0.972900435955073,,
0.014304588233375198,-5.859721134,-5.925403054214049,0.06568192021404862,,
0.015935670129997227,-4.668412,-5.928445287570631,1.2600332875706313,,
0.017566752026619257,-5.8340583,-5.931315434373759,0.09725713437375916,,
0.019197833923241286,-6.7678514,-5.934018925746977,-0.8338324742530228,,
0.020828915819863316,-6.2297535,-5.936562663560991,-0.2931908364390088,,
0.022459997716485346,-6.042133,-5.938951240502175,-0.10318175949782482,,
0.024091079613107375,-6.185882,-5.941187984713702,-0.24469401528629842,,
0.025722161509729405,-6.0044107,-5.943276041092667,-0.06113465890733316,,
0.027353243406351434,-5.4452167,-5.945218203163352,0.500001503163352,,
0.02898432530297346,-6.1324477,-5.947018087356285,-0.18542961264371538,,
0.03061540719959549,-4.7683744,-5.94868206012691,1.1803076601269105,,
0.03224648909621752,-5.867607082000001,-5.950218464865962,0.08261138286596115,,
0.03387757099283955,-7.0086894,-5.951640908901226,-1.057048491098774,,
0.03550865288946158,-5.949607,-5.952965976691992,0.0033589766919916997,,
0.03713973478608361,-5.703865,-5.954209695864014,0.25034469586401364,,
0.03877081668270564,-5.8511934,-5.955390429662657,0.10419702966265731,,
0.04040189857932767,-6.8078914,-5.956531419216989,-0.8513599807830108,,
0.0420329804759497,-6.040926,-5.957660468380467,-0.0832655316195332,,
0.04366406237257173,-6.5571685,-5.958807131262193,-0.5983613687378071,,
0.04529514426919375,-6.132018,-5.960004527911847,-0.1720134720881532,,
0.046926226165815786,-6.206532,-5.961288373319479,-0.24524362668052113,,
0.04855730806243781,-5.8273396,-5.962698016650696,0.13535841665069626,,
0.050188389959059845,-6.3655453,-5.964275946780052,-0.4012693532199476,,
0.05181947185568187,-6.1524324,-5.9660655991274485,-0.18636680087255186,,
0.053450553752303905,-6.613925,-5.968098270586788,-0.6458267294132121,,
0.05508163564892593,-6.385613,-5.970367854159534,-0.41524514584046646,,
0.056712717545547964,-5.3828373,-5.972777268768391,0.589939968768391,,
0.05834379944216999,-5.840441236,-5.975057421275581,0.13461618527558095,,
0.05997488133879202,-6.0296283,-5.976693342442803,-0.05293495755719668,,
0.06160596323541405,-6.27931,-5.972907001101604,-0.3064029988983954,,
0.06323704513203608,-6.22214,-5.968569641280036,-0.2535703587199638,,
0.06486812702865812,-7.0225825,-5.963767681121912,-1.0588148188780888,,
0.06649920892528013,-5.8259754,-5.95862181048841,0.13264641048840975,,
0.06813029082190217,-5.0869813,-5.9532290950314035,0.8662477950314038,,
0.0697613727185242,-6.000937,-5.947644718265859,-0.05329228173414169,,
0.07139245461514622,-5.91648,-5.94191949392923,0.025439493929230395,,
0.07302353651176825,-6.682386,-5.936097938336032,-0.746288061663968,,
0.07465461840839029,-4.7354083,-5.930182128664937,1.1947738286649372,,
0.07628570030501232,-5.367372,-5.924186591996074,0.5568145919960745,,
0.07791678220163434,-5.2730026,-5.918090427565597,0.6450878275655967,,
0.07954786409825637,-5.8164005,-5.911898261716676,0.09549776171667546,,
