0,1,2,3,time,classifier
0.60501796,0.16999276,0.14896208,0.07602718,0.00778026064688708,c1_0
0.4366755,0.19291848,0.2108715,0.1595345,0.014304588233375198,c1_0
0.27837616,0.17740442,0.35700712,0.18721232,0.020828915819863316,c1_0
0.14613122,0.17680424,0.54955244,0.12751211,0.027353243406351434,c1_0
0.15342377,0.18877019,0.5183589,0.13944712,0.03387757099283955,c1_0
0.23833844,0.22078282,0.3746093,0.16626945,0.04040189857932767,c1_0
0.25004062,0.22039829,0.32776767,0.20179334,0.046926226165815786,c1_0
0.25195926,0.21807477,0.29347557,0.23649044,0.053450553752303905,c1_0
0.25908902,0.23318756,0.24586786,0.2618556,0.05997488133879202,c1_0
0.24581681,0.2119345,0.30034667,0.24190201,0.06649920892528013,c1_0
0.2553626,0.23782867,0.24577603,0.26103264,0.07302353651176825,c1_0
0.29602787,0.26306587,0.20548892,0.23541728,0.07954786409825637,c1_0
0.28618884,0.2649205,0.21527666,0.23361401,0.08607219168474449,c1_0
0.27384692,0.2512775,0.23076978,0.24410586,0.09259651927123261,c1_0
0.28863877,0.2539593,0.23005089,0.22735101,0.09912084685772073,c1_0
0.28896016,0.24366255,0.26109755,0.20627968,0.10564517444420884,c1_0
0.3026512,0.26028743,0.2049035,0.23215786,0.11216950203069696,c1_0
0.30739042,0.2745546,0.18963645,0.22841863,0.11869382961718508,c1_0
0.33474302,0.2745241,0.17209539,0.2186375,0.12521815720367319,c1_0
0.33558586,0.27240342,0.16627413,0.22573662,0.13011140289353929,c1_0
0.3662838,0.28037435,0.15163071,0.20171112,0.13826681237664942,c1_0
0.39753565,0.2715115,0.13917796,0.19177489,0.14479113996313756,c1_0
0.38794,0.2775916,0.135325,0.1991434,0.15131546754962566,c1_0
0.3360279,0.26184496,0.16408205,0.23804507,0.15620871323949176,c1_0
0.3624277,0.27830076,0.1290589,0.23021264,0.1643641227226019,c1_0
0.43127954,0.2819112,0.09647862,0.19033067,0.17088845030909003,c1_0
0.37696543,0.28318754,0.11878947,0.22105753,0.17741277789557813,c1_0
0.32884243,0.279158,0.15268934,0.23931026,0.18230602358544423,c1_0
0.4144305,0.29651242,0.10825035,0.18080673,0.19046143306855437,c1_0
0.4086838,0.2963693,0.1104125,0.18453437,0.1969857606550425,c1_0
0.46791667,0.29302987,0.08756694,0.15148646,0.2035100882415306,c1_0
0.5562956,0.27046344,0.063848525,0.1093924,0.2100344158280187,c1_0
0.6231263,0.2524205,0.04624968,0.07820344,0.21655874341450684,c1_0
0.6385609,0.24991131,0.041529775,0.069998,0.22308307100099495,c1_0
0.6931579,0.22514223,0.030907776,0.050792087,0.22960739858748308,c1_0
0.7254893,0.21231507,0.023283316,0.03891233,0.23613172617397118,c1_0
0.7682283,0.18691902,0.016397964,0.028454797,0.24265605376045932,c1_0
0.58854437,0.2878237,0.042654853,0.080977075,0.24918038134694742,c1_0
0.52900606,0.29209158,0.06609672,0.11280567,0.2540736270368135,c1_0
0.5859251,0.27450958,0.05420389,0.08536141,0.26059795462330165,c1_0
0.7330238,0.2140369,0.019658342,0.03328094,0.26875336410641176,c1_0
0.67068034,0.2572422,0.023616605,0.048460834,0.2752776916928999,c1_0
0.7135284,0.23252808,0.018541334,0.035402194,0.281802019279388,c1_0
0.72690684,0.21407749,0.02286858,0.036147166,0.2866952649692541,c1_0
0.8247571,0.1545929,0.008401413,0.012248554,0.29485067445236424,c1_0
