0,1,2,3,time,classifier,protocol
0.009246526,0.2482404,0.19395669,0.5485564,0.3996150646723972,c1_0,knockout_0
0.01665388,0.26025188,0.13692455,0.58616966,0.3996150646723972,c1_1,knockout_0
0.021028608,0.24997845,0.19344896,0.5355439,0.3996150646723972,c1_2,knockout_0
0.016513944,0.21751285,0.15981047,0.6061628,0.3996150646723972,c1_3,knockout_0
0.000773539,0.13954094,0.2206345,0.639051,0.3996150646723972,c1_4,knockout_0
0.0069904327,0.9239427,0.0030133452,0.06605352,0.3996150646723972,c2_0,knockout_0
0.09088777,0.8994681,0.0016745955,0.007969544,0.3996150646723972,c2_1,knockout_0
0.030447563,0.9326635,0.0033640484,0.033524804,0.3996150646723972,c2_2,knockout_0
0.018517738,0.97712517,0.00017836405,0.00417862,0.3996150646723972,c2_3,knockout_0
0.0055669085,0.9688572,0.00042785748,0.025148032,0.3996150646723972,c2_4,knockout_0
0.004362529,0.21161805,0.1758341,0.60818523,0.4028772284656413,c1_0,knockout_0
0.009407291,0.23757707,0.13421275,0.61880285,0.4028772284656413,c1_1,knockout_0
0.0050949687,0.1871803,0.18254909,0.62517565,0.4028772284656413,c1_2,knockout_0
0.005106115,0.18765488,0.14521165,0.66202736,0.4028772284656413,c1_3,knockout_0
0.0006522775,0.12932572,0.20378146,0.6662405,0.4028772284656413,c1_4,knockout_0
0.00052427204,0.9896798,0.0007664756,0.009029404,0.4028772284656413,c2_0,knockout_0
0.0033218875,0.99069124,0.00032357272,0.0056632,0.4028772284656413,c2_1,knockout_0
0.0023792225,0.9800513,0.0010658869,0.016503545,0.4028772284656413,c2_2,knockout_0
0.006843343,0.9903938,9.8544275e-05,0.002664268,0.4028772284656413,c2_3,knockout_0
0.000570431,0.975138,0.00037256454,0.023919053,0.4028772284656413,c2_4,knockout_0
0.0041206265,0.21394514,0.17044613,0.6114881,0.40613939225888535,c1_0,knockout_0
0.009849856,0.2762706,0.1277842,0.58609533,0.40613939225888535,c1_1,knockout_0
0.005912052,0.20703918,0.16914219,0.61790663,0.40613939225888535,c1_2,knockout_0
0.008021101,0.20761842,0.14967996,0.63468057,0.40613939225888535,c1_3,knockout_0
0.0009932485,0.1395925,0.21156889,0.6478453,0.40613939225888535,c1_4,knockout_0
0.0018020356,0.98633343,0.0004877743,0.01137677,0.40613939225888535,c2_0,knockout_0
0.006941335,0.9876688,0.00027433777,0.005115555,0.40613939225888535,c2_1,knockout_0
0.009551248,0.98022723,0.0005819965,0.009639508,0.40613939225888535,c2_2,knockout_0
0.0058536674,0.9926288,6.397974e-05,0.0014535227,0.40613939225888535,c2_3,knockout_0
0.0018234194,0.98430055,0.00027329166,0.013602726,0.40613939225888535,c2_4,knockout_0
