time,state,smoothing,residuals,variance,ac1,0,1,2,3
0,0.11684652919427652,0.10557677740021007,0.011269751794066446,,,,,,
1,-0.024217944574420974,0.10633457231247995,-0.13055251688690092,,,,,,
2,0.13436040138562405,0.10708578933526004,0.027274612050364008,,,,,,
3,0.007330429308562829,0.10783040522444406,-0.10049997591588124,,,,,,
4,0.11621762684505679,0.10856842158240443,0.007649205262652364,,,,,,
5,0.07882671633429555,0.1092999489130692,-0.030473232578773643,,,,,,
6,0.04236980313886102,0.11002513252239646,-0.06765532938353544,,,,,,
7,0.09069973877325466,0.11074418560688458,-0.020044446833629923,,,,,,
8,0.1359499706553708,0.11145743399103168,0.024492536664339107,,,,,,
9,0.14555585768192575,0.11216525656474748,0.03339060111717827,,,,,,
10,0.15531026700117906,0.11286800917987402,0.042442257821305035,,,,,,
11,0.15668036214505887,0.11356599557112793,0.043114366573930946,,,,,,
12,0.17363947814587866,0.11425945274832858,0.05938002539755008,,,,,,
13,0.022420114439519457,0.11494854185419129,-0.09252842741467183,,,,,,
14,0.041221687773286136,0.11563337012448269,-0.07441168235119655,,,,,,
15,0.12874456477182095,0.11631414993358993,0.012430414838231013,,,,,,
16,0.30506387212878716,0.11699120673457813,0.18807266539420903,,,,,,
17,0.09233588365290128,0.11766486145236578,-0.025328977799464497,,,,,,
18,0.14685480503270326,0.1183353551361846,0.028519449896518667,,,,,,
19,0.1524883358378615,0.11900293482435689,0.03348540101350461,,,,,,
20,0.07423860336672483,0.11966781945139962,-0.04542921608467479,,,,,,
21,0.09450646958591649,0.12033019822792736,-0.025823728642010865,,,,,,
22,0.2844647867149612,0.1209903141747983,0.16347447254016292,,,,,,
23,0.09213726975110291,0.12164843585815514,-0.029511166107052234,,,,,,
24,0.09090632111514235,0.1223047504351579,-0.03139842932001555,,,,,,
25,0.14896023039057332,0.1229594637540378,0.026000766636535527,,,,,,
26,0.1958725951017801,0.12361282388661034,0.07225977121516976,,,,,,
27,0.04386814909386553,0.12426504366020988,-0.08039689456634436,,,,,,
28,0.09211220713966886,0.12491627033246187,-0.03280406319279301,,,,,,
29,0.1521431829606657,0.12556672642409009,0.026576456536575616,,,,,,
30,0.17215223499171753,0.12621669754893677,0.045935537442780755,,,,,,
31,0.211946996851108,0.12686644551540513,0.08508055133570286,,,,,,
