m1,variable,value
1.0,0_real,0.10187387566558774
1.0037537537537538,0_real,0.10227102435674786
1.0075075075075075,0_real,0.10266834811938172
1.0112612612612613,0_real,0.103065847795488
1.015015015015015,0_real,0.10346352422948321
1.0187687687687688,0_real,0.10386137826821965
1.0225225225225225,0_real,0.10425941076100069
1.0262762762762763,0_real,0.10465762255959757
1.03003003003003,0_real,0.10505601451826312
1.0337837837837838,0_real,0.10545458749375056
1.0375375375375375,0_real,0.1058533423453283
1.0412912912912913,0_real,0.10625227993479727
1.045045045045045,0_real,0.10665140112650634
1.0487987987987988,0_real,0.1070507067873694
1.0525525525525525,0_real,0.10745019778688315
1.0563063063063063,0_real,0.10784987499714171
1.06006006006006,0_real,0.10824973929285525
1.0638138138138138,0_real,0.10864979155136587
1.0675675675675675,0_real,0.10905003265266619
1.0713213213213213,0_real,0.10945046347941538
1.075075075075075,0_real,0.1098510849169568
1.0788288288288288,0_real,0.11025189785333561
1.0825825825825826,0_real,0.1106529031793156
1.0863363363363363,0_real,0.11105410178839875
1.09009009009009,0_real,0.11145549457684069
1.0938438438438438,0_real,0.11185708244367012
1.0975975975975976,0_real,0.11225886629070639
1.1013513513513513,0_real,0.11266084702257798
1.105105105105105,0_real,0.11306302554674051
1.1088588588588588,0_real,0.11346540277349441
1.1126126126126126,0_real,0.11386797961600544
1.1163663663663663,0_real,0.11427075699032065
1.12012012012012,0_real,0.11467373581538917
1.1238738738738738,0_real,0.11507691701308073
1.1276276276276276,0_real,0.11548030150820421
1.1313813813813813,0_real,0.11588389022852645
1.135135135135135,0_real,0.1162876841047927
1.1388888888888888,0_real,0.11669168407074489
1.1426426426426426,0_real,0.11709589106314212
1.1463963963963963,0_real,0.11750030602177873
1.15015015015015,0_real,0.11790492988950672
1.1539039039039038,0_real,0.11830976361225241
1.1576576576576576,0_real,0.1187148081390395
1.1614114114114114,0_real,0.11912006442200662
1.165165165165165,0_real,0.11952553341643084
1.1689189189189189,0_real,0.11993121608074479
1.1726726726726726,0_real,0.12033711337655947
1.1764264264264264,0_real,0.12074322626868343
1.1801801801801801,0_real,0.12114955572514502
1.1839339339339339,0_real,0.1215561027172139
1.1876876876876876,0_real,0.12196286821941997
1.1914414414414414,0_real,0.12236985320957602
1.1951951951951951,0_real,0.12277705866879993
1.1989489489489489,0_real,0.12318448558153476
1.2027027027027026,0_real,0.12359213493557238
